dashboard_id,dashboard_name,consolidation_priority,key_synthesis,response_id
e1ee24c8-128c-4276-a251-ac722571b97b,Tableau Looker and Newsfact,high,"The dashboard 'Tableau Looker and Newsfact' aims to track job execution, but its underlying SQL queries exhibit significant anti-patterns. The most critical finding is the pervasive hardcoding of date ranges and user classification logic directly within each metric's SQL, rendering the dashboard static and non-dynamic. Furthermore, an identical 'base_data' Common Table Expression (CTE) is redundantly defined across almost all metrics, leading to high maintenance overhead and potential for inconsistencies. The absence of `sql_execution_summary` data prevents live validation of these metrics, but the structural issues in the SQL itself indicate a strong need for immediate refactoring and consolidation to ensure data freshness, maintainability, and scalability.",239
6e1a98d6-289f-44d8-b6b9-c0965640412c,Occupancy Dashboard usage logs,medium,"This dashboard, focused on Looker Studio usage logs, exhibits a good base consolidation score (7/10) as indicated by the initial AI analysis, with related metrics sharing common underlying logic (e.g., `latest_usage` CTE). However, the absence of live SQL execution data prevents validation of performance or actual results. Analysis of the SQL logic reveals a hardcoded division name in one metric, which is an anti-pattern for maintainability and reusability. Additionally, the 'Month of Latest Dashboard Usage' metric's SQL logic appears ambiguous for its stated purpose, potentially returning multiple months instead of a single latest month, warranting clarification.",240
ec72cb0e-78f9-45d1-805f-4aef62ea9780,Verity 2 - PRD - SFMC Marketing Email Sends,high,"The dashboard's reported consolidation score of 9 and zero governance issues are significantly contradicted by the detailed metric analysis. A pervasive anti-pattern of extremely long, hardcoded, and *inconsistent* REGEXP filters is present across a majority of the metrics. This severely impacts maintainability, introduces potential data discrepancies, and makes future modifications highly error-prone. The presence of two distinct filtering logics (e.g., `_q1_2_5_6` vs. `_q3`) for seemingly similar 'Standard Filter' metrics is a critical governance and data integrity concern.",241
0071d646-565a-46be-b47c-e78a85d5cee7,Verity 2.0 Metro Business Network: Sunrise Report,high,"The dashboard exhibits good structural consolidation, with both metrics deriving from the same base metric ('total_daily_target') and the same source table (`subscription_targets`). However, a critical anti-pattern is the pervasive use of hardcoded future dates (July 2025) and a specific 'Metro Business' team filter within the SQL logic for both metrics. This severely limits the dashboard's dynamic utility for a 'Sunrise Report' which typically implies current or recent data. The empty SQL execution summary prevents validation of query success or data presence, highlighting a significant blind spot in the analysis.",242
c44e51ad-f0c4-4a5e-bb7c-00044deaa278,Cost to Serve Dashboard,high,"The 'Cost to Serve Dashboard' exhibits significant opportunities for consolidation and improved maintainability. A primary observation is the complete absence of live SQL execution data, which prevents validation of metric assumptions against real-world performance or results. Analysis of the detailed metric SQL reveals pervasive anti-patterns, including extensive hardcoding of fiscal months and service models across numerous metrics. This redundancy leads to metric sprawl and high maintenance overhead. Furthermore, the dashboard relies on brittle string concatenations for date filtering and uses a static 'current_fiscal_month_id' column, which may lead to stale 'future' calculations. Addressing these issues is critical for the dashboard's long-term accuracy, performance, and scalability.",243
db1deb9c-ce2b-4d07-b194-b278597339b5,Follow Button Results,high,"The dashboard's underlying SQL queries exhibit significant anti-patterns, primarily the verbatim duplication of complex CTEs across all 17 metrics. This leads to inefficient data processing, high maintenance overhead, and potential for inconsistencies. A critical issue was identified in the 'subscriber_activity' CTE, which filters data using a future date ('2025-07-29'), likely resulting in empty or incorrect data for related metrics. Furthermore, presentation-layer breakdowns are hardcoded into the SQL via UNION ALL, which should ideally be handled by Looker Studio's native dimension capabilities. Despite an initial high consolidation score, the technical debt and potential data inaccuracies warrant a high priority for consolidation and refactoring of the data model.",244
e830291d-dabb-421d-87cc-4241cc7502ad,Market Share,high,"The 'Market Share' dashboard, despite its high initial consolidation score, exhibits significant underlying data governance and maintainability issues. All calculated metrics rely on complex, hardcoded logic for date ranges, owner classifications, and media types, making them static, difficult to update, and prone to errors. The absence of live SQL execution data prevents validation of performance or actual data results. Furthermore, the use of different source tables (`smi_datasource` vs. `smi_industry_data`) for metrics derived from the same base (`gross_media_spend`) suggests potential data model inconsistencies. The initial AI analysis's '0 governance issues' is misleading given the prevalence of anti-patterns in the SQL.",245
a8fe6bb0-3cbf-4d6e-8838-fa6e6dce447f,Pacing Dashboard,high,"The 'Pacing Dashboard' is critically impacted by severe anti-patterns in its core metrics. All three high-criticality revenue metrics (`Projected Revenue`, `Revenue Net Year Ago`, `Revenue Net Month Ago`) contain hardcoded dates (specifically '2025-07-15'), rendering the dashboard non-functional for current pacing analysis. Furthermore, all four defined metrics, including the dimension, inappropriately include a `LIMIT 1` clause, which severely restricts their reusability and flexibility for any analysis beyond single-value displays. The absence of live SQL execution data prevents validation of query performance or actual data output, making it impossible to confirm if these metrics are returning any data at all, or if they are performing efficiently.",246
d4d68a71-2b12-4caf-bc6b-96fc2d18a025,Adsales Details Dashboard,high,"The 'Adsales Details Dashboard' is severely limited in its current form due to extensive hardcoding within its core dimension metrics. Both 'Sort Caption' and 'Publication Date' metrics, intended for filtering or selection, are statically defined for specific financial periods and portfolio groups. This renders the dashboard non-dynamic and non-reusable without manual SQL modifications, directly contradicting their described business purpose. The absence of SQL execution summary data prevents validation against live performance or usage patterns, highlighting a critical gap in observability for this dashboard.",247
c637fc4f-d352-4401-a60c-1c1bf7e527a9,FY24 The Weekly Times Report,high,"Despite an initial high consolidation score (8) from the AI-generated summary, a detailed review of the metric SQL reveals significant opportunities for further consolidation and improved maintainability. All metrics share identical base table (`campaign_performance_consol`) and core `WHERE` clause filters, making them ideal candidates for a common base view or CTE. Furthermore, the pervasive use of hardcoded `CASE WHEN` statements for categorizing `source_system_name` and `campaign_type` represents a major anti-pattern, indicating a need for lookup tables or more dynamic dimensional modeling. The absence of live SQL execution data prevents direct validation but highlights an immediate area for investigation into data pipeline health.",248
07de4dcd-194f-42aa-87bf-ee79996fb768,Verity 2.0 Local Last week's performance,high,"The dashboard 'Verity 2.0 Local Last week's performance' exhibits strong data source consolidation, as all metrics draw from the same `subscription_targets` table. However, the metrics themselves are highly specialized and static, defined by hardcoded date ranges and specific filtering criteria (e.g., `REGEXP_CONTAINS` for websites). This contradicts the dashboard's 'Last week's performance' name, as the dates are fixed in 2025. The initial AI's high consolidation score likely refers to data source usage rather than metric reusability or dynamic capabilities. The absence of `sql_execution_summary` prevents validation against live query performance or results, which is a critical gap in understanding the dashboard's operational health.",249
b80779c9-a393-4f32-adc1-605745ac8957,Verity 2.0 - Active Paid Closing Base - Engagement and Demographic Deep Dive - DRAFT,high,"The analysis was significantly hampered by the absence of live SQL execution data, preventing direct validation of metric assumptions against real-world query performance or results. Despite the initial AI assessment indicating a high consolidation score (7) and zero governance issues, a deeper review of the detailed metric SQL reveals pervasive hardcoding of dates, mastheads, and specific exclusion lists across multiple metrics. This severely limits the reusability and flexibility of the dashboard, making it highly specific to particular dates and business units. This contradicts the initial consolidation score and highlights significant underlying governance and maintainability challenges that were not captured by the initial AI scan. The 'DRAFT' status of the dashboard suggests an opportunity to address these issues before wider deployment.",250
a42a8045-0c60-4346-bfd2-6d2b5839ebec,Verity 2.0 NNN Weekly Performance Report,high,"The dashboard's initial AI analysis indicated a high consolidation score (8), but a deeper dive into the metric definitions reveals significant opportunities for further consolidation and improved maintainability. Specifically, two 'Daily Target' metrics are nearly identical, differing only in the specific column being summed from the same source table. A critical observation is the complete absence of `SQL Query Execution Summary` data, which prevents validation of query performance, actual data usage, or real-world consolidation benefits. Furthermore, all metrics rely on hardcoded date ranges, severely limiting the dashboard's flexibility and requiring manual updates for each new fiscal year or reporting period. The SQL structure across all metrics, characterized by deeply nested subqueries and generic column aliases, points to a potential anti-pattern in query generation or design, impacting readability and maintainability.",251
3e28affe-dc1b-43b8-b7aa-bd7cb3572084,Digital Subscriptions - Extracts,high,"The dashboard, while focused on a single business domain ('finance'), exhibits significant anti-patterns in its SQL logic, leading to a low actual consolidation score despite the initial AI's high rating. The primary issue is the pervasive use of repeated, complex, hardcoded `CASE` statements for categorizing publications and products. A critical observation is the absence of SQL execution summaries, preventing validation against live data. Furthermore, one key metric pulls from a different dataset, introducing potential data inconsistencies. The presence of 'unusual' summed metrics (`fy_week_of_year`, `fy_quarter_of_year`) suggests potential misconfiguration or placeholder logic.",252
a73d4bb7-1fbe-4686-b2f1-f401e260038c,Envision Dashboard,high,"The initial AI analysis reported a high consolidation score (9/10) and no governance issues for the 'Envision Dashboard'. However, a deeper architectural review of the detailed metric SQL reveals significant anti-patterns and critical functional bugs that contradict this assessment. Multiple metrics contain highly complex, duplicated, and hardcoded logic, indicating a severe lack of underlying data model consolidation. Most critically, several dimension metrics include a 'LIMIT 1' clause, which would prevent them from functioning correctly in Looker Studio, rendering them unusable for filtering or grouping. This suggests a fundamental misunderstanding of Looker Studio's data source configuration or a copy-paste error, leading to a high priority for consolidation and refactoring.",253
3d387428-38ed-4de6-81a0-f75f3e904118,Subscriber Linked Google Account Engagement,high,"The analysis of the dashboard's metrics reveals significant issues that prevent it from displaying current or relevant data. The `sql_execution_summary` is empty, preventing validation against live data. More critically, two out of three key metrics (`Unique Consent Subscribers (Filtered Period)` and `Unique Engaged Subscribers (Filtered Period)`) contain hardcoded date filters set to future months (May 2025 and April 2025 respectively). This means the dashboard, as currently defined by the SQL, would display no data or only future-dated projections, rendering it non-functional for current operational insights. Additionally, the `Monthly Unique Consent Subscribers` metric uses a `LIMIT 100` clause, which could arbitrarily truncate historical trend data, hindering comprehensive analysis.",254
87f8ac55-5642-48ed-a7e7-f56dffb4ff94,Core Web Vitals : Monthly Chrome UX Market Data,high,"The dashboard's stated purpose of analyzing 'Monthly Chrome UX Market Data' is fundamentally undermined by a critical anti-pattern: *all* metric SQL queries include a `LIMIT 1` clause. This means the dashboard will only ever display data from a single arbitrary row, making any aggregations or trend analysis impossible and rendering the data presented as largely meaningless for its intended business context. Furthermore, while the initial AI analysis assigned a high consolidation score (9), likely due to a single underlying data source, the detailed metric review reveals a significant code consolidation issue. The complex `CASE` statements used to derive 'Site Name' and 'Site Network/Category' are hardcoded and repeatedly duplicated across multiple metrics (`site_name`, `site_network`, `good_lcp_density_news`, `poor_inp_density_news`). This repetition creates a high maintenance burden and risk of inconsistency, indicating a strong need for a centralized lookup mechanism. The absence of SQL execution summary data prevents validation of live query performance or actual data output.",255
b167b958-958d-4085-8e39-77dec324fdfb,Verity At-A-Glance: Google Referral Trend Watch,high,"The dashboard's metrics are predominantly defined with hardcoded dates and specific dimension values (e.g., 'CM' masthead). This design choice severely limits its dynamic reporting capabilities and will inevitably lead to a proliferation of similar metrics over time, directly contradicting the initial AI's high 'consolidation score' from a dynamic reporting perspective. The absence of SQL execution summary data is a critical gap, preventing any validation against live performance or results, and making it impossible to confirm data accuracy or query efficiency.",256
c4796c36-94d3-4cbf-9762-4f2a492454bb,SVOC Customer Interaction draft analysis,high,"The dashboard's metrics are consistently built upon a single base metric ('total_interactions') and query the same underlying table, which aligns with the initial high consolidation score. However, a critical anti-pattern was identified: all metrics use a hardcoded date range ('2024-09-01' to '2024-09-07'). This severely limits the dashboard's dynamic utility and reusability for ongoing analysis, contradicting the spirit of a highly consolidated and flexible dashboard. Furthermore, the complete absence of SQL execution data prevents any validation of query performance, data consistency, or real-world data patterns, indicating a fundamental gap in data observability for this dashboard.",257
45bc0813-2c47-4f36-bcac-ed638ce69ce2,Live Dashboard,high,"The dashboard 'Live Dashboard' contains three metrics that are all variations of 'Total Video Media Starts'. While semantically related, their underlying SQL implementations are highly redundant, differing only by hardcoded date ranges and brand filters. This indicates a significant opportunity for consolidation into a single, parameterized metric, which would drastically improve maintainability and flexibility. The initial AI-generated 'consolidation_score' of 9 appears to reflect the semantic similarity of the metrics rather than the efficiency or consolidation of their technical implementation. The absence of SQL execution data prevents performance validation but highlights an area for investigation into data collection processes.",258
d8104888-c324-42d8-a9b1-c065ba1c622,NQ Cost Operation Dashboard Non-Prod,low,"The dashboard, 'NQ Cost Operation Dashboard Non-Prod', is extremely simple, containing only one metric: 'Total Cost for Dev BigQuery'. This metric is precisely defined with hardcoded filters for a specific project ('ncau-data-newsquery-dev') and service ('BigQuery'). While the metric definition and its SQL logic are consistent, the complete absence of SQL query execution data prevents any validation of live performance, data accuracy, or identification of runtime issues. Given its singular focus, the dashboard inherently achieves a high consolidation score (10) as there are no other metrics to consolidate.",259
712ca6fe-b491-4a01-af6e-1495fb3c7d12,Finance Data Checks,medium,"The 'Finance Data Checks' dashboard appears to be well-defined with a high consolidation score (5/5) and low complexity (2/5), indicating its metrics are likely focused and potentially reusable for finance data quality checks. The metrics themselves are straightforward aggregations or dimension selections from specific views, suggesting a clear purpose. However, a critical observation is the complete absence of SQL Query Execution Summary data. This prevents any live validation of the dashboard's metrics against actual query performance or results. Without this crucial information, it's impossible to confirm if the defined SQL logic accurately reflects runtime behavior, identify potential data mismatches, or assess query efficiency. Consequently, the analysis of coding practices is limited to the theoretical SQL definitions, where no immediate anti-patterns or hardcoded logic issues were identified based solely on the provided `sql_logic` strings.",260
a1b901e6-c4fb-44bc-955a-3a7070c15829,Revenue Movement,high,"The analysis of the 'Revenue Movement' dashboard reveals significant opportunities for data model consolidation and logic refactoring. While the dashboard's core metrics are identified, the absence of live SQL execution data prevents validation of query performance or data integrity. A key observation is the prevalence of complex, hardcoded `CASE` statements, particularly for revenue categorization, which indicates a need for a more robust, centralized data definition layer to improve maintainability, scalability, and data governance.",261
c9b68cfe-7e00-4414-beaf-839ae216cc14,Verity 2.0 Pulse Check - Weekly v2,high,"The dashboard, 'Verity 2.0 Pulse Check - Weekly v2', is highly focused with only one identified metric. A significant observation is the complete absence of SQL query execution summary data, which prevents validation of the metric's live performance or data consistency. The primary metric, 'Verity User Entries by Role and Masthead', relies heavily on hardcoded business logic within its SQL definition, specifically for mapping 'VerityUsageMasthead' to 'Masthead_ID'. This anti-pattern indicates a high priority for refactoring to improve maintainability, scalability, and data governance, aligning with a need for internal logic consolidation rather than dashboard-level consolidation.",262
ef665693-433c-4236-8c1f-77174b969b2c,Audience Insights - Closing Base,high,"The 'Audience Insights - Closing Base' dashboard, while initially assessed with a high consolidation score, presents significant opportunities for improvement in its underlying SQL logic. A critical observation is the extensive hardcoded `CASE` statement used for audience segmentation, which is an anti-pattern for maintainability and scalability. Furthermore, the absence of `sql_execution_summary` data prevents validation of query performance and actual data output, necessitating further investigation into the data pipeline and query execution environment. The dashboard's reliance on hardcoded date ranges within the SQL also limits its dynamic reusability.",263
a731f74e-c559-426f-aec8-f601f87cb69,Verity 2.0 Herald Sun: Sunrise Report (Click here to access the full report),high,"The dashboard, 'Verity 2.0 Herald Sun: Sunrise Report', exhibits significant opportunities for consolidation and refactoring, particularly concerning its core article scoring logic. While the dashboard's complexity score is 8, indicating intricate calculations, the detailed metric analysis reveals severe anti-patterns of repeated, nested, and hardcoded SQL logic across multiple metrics (`Calculated Article Score Value`, `Article Score Level`, `Article Scored Status`). This design choice drastically increases maintenance burden, reduces reusability, and could impact query performance. The absence of live SQL execution data (`sql_execution_summary` is empty) prevents validation of these observations against actual runtime behavior or performance metrics, making the identified architectural issues even more critical to address proactively.",264
0c50ad01-a1a6-49a6-895f-4c2002a12173,Retentions Dashboard version 1.0,high,"The 'Retentions Dashboard version 1.0' is reported with a high consolidation score (8), yet a detailed review of its 11 metrics reveals a significant anti-pattern: extensive hardcoding of dates and specific filters (e.g., 'The Australian' masthead). This practice severely limits the reusability and dynamic capabilities of the dashboard, contradicting the reported consolidation score and necessitating frequent manual updates. The core logic for various cancellation counts is repeated across multiple metrics, differing only by hardcoded date ranges or masthead filters. Furthermore, the `sql_execution_summary` was empty, preventing validation of live query performance or actual data values against the defined metrics. This lack of live data insight is a critical gap for a comprehensive analysis.",265
28a297fc-7185-4ac9-9003-0c6cd0b48a5c,Leaderboard - Video & Tubi,high,"The dashboard, while focused on advertising revenue, exhibits significant opportunities for consolidation and improved coding practices. A critical observation is the presence of a future-dated filter ('2025-08-01') in a key revenue metric, which would cause it to return zero for all current/past data. Furthermore, despite the initial analysis reporting '0 governance issues', a detailed review of the SQL logic reveals extensive hardcoding and repeated complex WHERE clauses across multiple metrics, indicating a high need for refactoring and centralized logic. The absence of live SQL execution data prevents validation of current metric outputs, but the static code review highlights several potential data anomalies and anti-patterns that could lead to inaccurate or unmaintainable results. The 'Sum of Financial Months' metric's business utility is also questionable, as noted in its own description.",266
dd095fe1-af0e-477f-955d-ec2d58af2b80,Lifestyle monthly snapshot - IPSOS,high,"The 'Lifestyle monthly snapshot - IPSOS' dashboard, despite its name implying dynamic monthly updates, is fundamentally built upon highly static and hardcoded SQL queries. Each of the 12 metrics explicitly defines specific dates (e.g., April 2025, August 11 2025) and dimensional filters (e.g., Category='News', Device='Smartphone'). This design necessitates manual updates for every reporting period and for each new segment, severely impacting maintainability and scalability. The initial AI analysis's high consolidation score (9) appears to be based on all metrics sourcing from the same table, but it fails to capture the severe lack of consolidation in the *implementation logic*. The absence of SQL execution data prevents any validation of live performance or data integrity, making it an immediate area for investigation.",267
83a1c0b2-67b2-4d3e-8bc4-98a9f3683ad1,CVR Source Code,high,"The analysis of the 'CVR Source Code' dashboard reveals significant opportunities for improvement in data governance and SQL coding practices, despite the initial AI analysis reporting zero governance issues. The most critical observation is the complete absence of `sql_execution_summary` data, which prevents validation of metric assumptions against live query performance or results. However, a review of the detailed metric SQL logic uncovers several anti-patterns: notably, hardcoded date ranges and channel lists in a key aggregated metric, and the pervasive use of `LIMIT 10` on dimension and aggregation queries, which can lead to incomplete data representation. These issues indicate a high priority for refactoring to improve flexibility, maintainability, and data accuracy.",268
35b59adf-a1d7-4673-ad92-77cf87d13b7d,Engagement: Abandoned Cart Lead Nurture Program Performance,high,"The dashboard exhibits a significant consolidation anti-pattern with four out of five metrics being duplicates that only differ by hardcoded date ranges. This leads to metric proliferation and increased maintenance overhead. The initial AI's consolidation score of 7 appears optimistic given this observation. Furthermore, the lack of SQL execution data prevents validation of query performance or actual results, making it an area for immediate investigation. The relevance of the 'Subscription' and 'Newsletter' metrics to an 'Abandoned Cart Lead Nurture Program' also requires clarification.",269
38809f41-7138-4b94-94d1-ae919b2d9517,Adpoint Line Items for Financial Accounting V2,high,"The dashboard 'Adpoint Line Items for Financial Accounting V2' operates within the finance domain, drawing all its metrics from a single source table (`v_adsales_revenue_client`). While the initial AI analysis reports a high consolidation score (7), a deeper dive into the metric SQL reveals significant anti-patterns related to hardcoded and repeated filtering logic across multiple metrics. This suggests a conceptual consolidation (single data source) but a lack of technical consolidation (code reusability). The absence of `sql_execution_summary` data prevents validation against live performance, making it a critical area for immediate investigation. The pervasive `LIMIT 10` clause in all provided SQL queries is highly unusual for a production dashboard and requires urgent clarification.",270
6de90f2a-b3f3-46fe-a4fe-13474b2d6618,PACMAN AND EXCLUDE LOD,high,"The dashboard 'PACMAN AND EXCLUDE LOD' exhibits a strong foundation for data consolidation, with all identified metrics sourcing from a single BigQuery table (`ncau-data-newsquery-prd.sbx_fda_corefin.dv_pacman_running_expense`). This centralized data source is a key strength, aligning with the high consolidation score (9) from the initial AI analysis. However, the absence of live SQL execution data (`sql_execution_summary` is empty) critically limits the ability to validate the performance, accuracy, and real-world behavior of these metrics. A significant anti-pattern identified is the repetitive use of hardcoded `CASE` statements across multiple 'Running Expense' metrics, which, while functional, introduces redundancy and maintenance overhead. Addressing these coding practices would further enhance the dashboard's long-term maintainability and scalability, building upon its already consolidated data model.",271
e6d054c7-c65a-442d-b2a7-4afd6e4884da,Content owned vs sourced report,high,"The dashboard's primary analysis query failed due to missing parameters, indicating a critical setup issue. A significant anti-pattern is the pervasive hardcoding and duplication of a large `SourceDomainMapping` array and complex attribution logic across multiple metrics, leading to high maintenance overhead and potential inconsistencies. Furthermore, the 'Total Articles Published (Overall)' metric's SQL appears to only count syndicated articles, directly contradicting its business description, and contains a suspicious `LIMIT 1` clause. Despite a high reported consolidation score, the underlying SQL reveals significant opportunities for code consolidation and refactoring, and critical data quality issues (future dates) were observed.",272
2a7c146f-7170-4d91-8508-f0a5d2e55e7c,On platform Winback reporting,high,"The 'On platform Winback reporting' dashboard, despite its high initial complexity and consolidation scores, exhibits significant anti-patterns in its SQL logic. A primary concern is the pervasive use of hardcoded date ranges, often extending into the future, and critically, these ranges are inconsistent across related metrics (e.g., `data_as_of_date` vs. `report_date`). Furthermore, the dashboard heavily relies on complex, hardcoded `REGEXP_CONTAINS` clauses for classifying 'winback' related email and SMS activities, which severely impacts maintainability and scalability. The absence of live SQL execution data prevents validation of these assumptions against real-world query performance or data completeness, highlighting a critical gap in the analysis process.",273
c8a235fc-4d8d-4b33-9f7f-813c0effdf36,Subscription Snapshot Load Precheck,high,"The 'Subscription Snapshot Load Precheck' dashboard serves a critical operational function by monitoring the freshness of various data sources. While the dashboard's high consolidation score (8) suggests a degree of reusability in its base metrics, a deeper analysis of the underlying SQL reveals significant anti-patterns. Specifically, the repeated hardcoding of `source_entity_name` filters for the `sdm_profisee.profisee_data` table and the overly complex `UNION ALL` structure for `cdm_profisee.offplatform_volume_rates` indicate a high potential for maintenance overhead and inefficiency. The absence of live SQL execution data prevents validation of these metrics' performance or actual output, making the identified coding practices a high priority for review and potential refactoring to improve maintainability and efficiency.",274
aca2f032-b796-49a2-89fe-781ca947aa33,Circulation Performance Dashboard,high,"The 'Circulation Performance Dashboard' is currently non-functional as all its core metrics fail due to a fundamental SQL error related to missing columns (`l04_publication_code`, `l06_publication_code`) in the primary fact table. Beyond this critical issue, the dashboard exhibits significant anti-patterns, including extensive hardcoding of fiscal periods and publication groupings via complex, unmaintainable CASE statements. This hardcoding not only renders the dashboard static and quickly outdated but also indicates a lack of proper dimension modeling, leading to potential data inaccuracies and high maintenance overhead. Furthermore, there's a potential mismatch between the fiscal year data the dashboard expects (FY2025) and the data available in the underlying tables (FY2026), suggesting a need for immediate updates or dynamic period handling.",275
cf86d117-5f64-4598-bb01-814b58006415,Interim Adsales Performance Dashboard for FY26 - PDFs,high,"The dashboard, despite its high complexity and initial consolidation score, exhibits significant opportunities for improvement in its underlying metric definitions. A critical observation is the pervasive use of hardcoded dates and lists within the SQL logic, which severely impacts maintainability and data accuracy over time. The absence of `sql_execution_summary` data prevents any validation of these metrics against live query performance or actual data consistency, leaving a crucial gap in understanding the real-world impact of these anti-patterns.",276
48a09c73-18f8-4e25-a22f-61398f34ab2a,Verity 2.0: NSN Weekly Subs - NRL,high,"The 'Verity 2.0: NSN Weekly Subs - NRL' dashboard, despite an initial high consolidation score, is critically impacted by hardcoded date ranges within all its metrics' SQL logic. This renders the dashboard static and unable to display current or dynamic data, fundamentally undermining its utility for 'Weekly Subs' analysis. The absence of SQL execution summary data prevents validation of query performance or results, highlighting a critical gap in monitoring capabilities.",277
42b711d5-6567-46b6-bf11-0f33e66e297e,Elton's alert dashboard - TEST,high,"The dashboard's metrics, while logically grouped (Adds, Cancels, Net Activity), are severely constrained by hardcoded date and categorical filter values ('2025-05-04', 'Standard Paid', 'Non-Print', 'CM' masthead). This static nature significantly limits the dashboard's reusability, scalability, and ability to provide dynamic insights for different time periods or segments. The absence of any SQL execution summary data is a critical observation, preventing validation of the metric definitions against live performance or potential data discrepancies, and indicating an immediate need for investigation into data collection processes.",278
41f3dfc4-db10-4e4a-9627-1261e9286fd0,Verity 2.0 Daily C-Score report: TABN,medium,"The dashboard, 'Verity 2.0 Daily C-Score report: TABN', exhibits a high consolidation score (6), with all defined metrics and dimensions sourcing from a single table (`cdm_reference_data.cscore_targets`). This indicates a well-structured data foundation. However, a critical gap in the analysis is the complete absence of SQL query execution summary data, which prevents any validation of the dashboard's live performance, query success rates, or actual data returned. Furthermore, a significant anti-pattern observed in the `sql_logic` for several metrics and dimensions is the pervasive use of `LIMIT` clauses. This practice, particularly for dimensions like 'Publication Group' and 'Week Ending Date', severely truncates the data presented to users, potentially leading to incomplete or misleading insights. The 'C-Score Target (Raw)' metric also uses a `LIMIT 1`, which is unusual for a 'raw' measure and could misrepresent the underlying data.",279
cbd888c3-e42d-4740-9dc4-2b1d774b85c6,Verity 2.0 SA Automated Scorecard,high,"The initial AI analysis assigned a high consolidation score (8), but a detailed review of the metrics reveals significant anti-patterns. Specifically, there are three distinct GA4 event count metrics that differ only by hardcoded date ranges, indicating a lack of dynamic date filtering. Furthermore, three separate metrics are defined to count records from the *exact same* reference table with identical SQL logic. This suggests a high degree of metric duplication and poor consolidation practices, directly contradicting the initial assessment and pointing to a need for immediate refactoring to improve maintainability and efficiency.",280
db85d1ac-5987-469f-978a-5334af29f7aa,CodeLite Dashboard,medium,"The 'CodeLite Dashboard' demonstrates a clear separation of concerns, focusing on two distinct business areas: subscription movements and newsletter activity. Each area primarily leverages a single source table (`subscription_movement` and `newsletter_activity` respectively), which is a positive indicator for data consolidation at the source level. The dashboard's initial consolidation score of 8 suggests a well-structured approach. However, the absence of live SQL execution data prevents validation of actual query performance or data integrity. The hardcoded 'acquisition' filter for subscription metrics, while specific to the current metric definition, suggests a potential area for future data model consolidation if broader subscription movement analysis (e.g., churn, renewal) becomes necessary.",281
2cdcf36b-a99b-4beb-88a6-a28d238f6c1f,DOM - cancels by refferer by month,high,"The dashboard 'DOM - cancels by refferer by month' exhibits a strong structural consolidation, with all metrics sourcing from a single BigQuery table (`consumer_churn_model_daily`) and effectively leveraging base metrics (e.g., `total_records`, `pcsid_occurrence_count`) for derived aggregations. This aligns with its high initial consolidation score (6). However, a critical governance issue was identified: one key metric (`pcsid_occurrence_count_by_referrer_filtered_cancel_date`) contains a hardcoded date filter (December 2024). This directly contradicts the dashboard's stated purpose of showing monthly trends and renders the data static and potentially misleading for ongoing analysis. The initial AI analysis reported 0 governance issues, which is disproven by this finding. The absence of `sql_execution_summary` data prevents validation of query performance or actual data values, limiting the depth of this analysis.",282
7bf93024-7b75-4803-be97-60132f017c00,Wagering Report,high,"The 'Wagering Report' dashboard, despite an initial AI assessment of '0 governance issues', exhibits numerous critical anti-patterns and hardcoded logic within its 33 metrics. The most significant observation is the pervasive use of `LIMIT 1` or `LIMIT 10` clauses across almost all metric SQL definitions, which, if executed literally, would severely compromise the accuracy and completeness of aggregated dashboard data. Furthermore, the extensive use of `CASE` statements to categorize data (e.g., by source system or acquisition channel) indicates a strong need for proper dimension modeling and lookup tables. The absence of live SQL execution data (`sql_execution_summary` is empty) prevents direct validation of these issues in a live environment, but the documented SQL logic points to a high maintenance burden, potential for data inconsistencies, and a significant opportunity for consolidation and refactoring.",283
7ab2395e-d246-4e16-b376-dd763ecefecb,Verity 2.0 Weekly DT reporter pack,high,"The analysis of the 'Verity 2.0 Weekly DT reporter pack' dashboard reveals critical data integrity and maintainability issues. Most notably, all metrics, including those intended to show 'Total Events' and 'Total Verity Users', are capped by a `LIMIT 100` clause, which will lead to severely understated and incorrect aggregate values. Furthermore, several 'Total Events' metrics rely on hardcoded date ranges, making the dashboard static and requiring manual updates for each reporting period. The absence of `sql_execution_summary` data prevents validation of query performance or actual data returned, but the identified SQL anti-patterns are significant enough to warrant immediate attention. The dashboard's high consolidation score (9) is undermined by these fundamental implementation flaws.",284
2adc554c-f88a-4f22-8e40-0a3bafc68994,project_habit_newsletters,medium,"The dashboard's metrics are conceptually well-consolidated, all deriving from a 'unique subscribers' base and operating on the same source table (`project_habit_newsletters`). This aligns with the initial high consolidation score (8). However, the critical absence of live SQL execution data prevents any real-world validation of these metrics or their performance. A significant anti-pattern identified is the hardcoded list of 'masthead' values in one of the key metrics, which introduces maintenance overhead and limits the dashboard's adaptability. This suggests an opportunity for improved data modeling and governance, despite the dashboard's current structural consolidation.",285
