interaction_type,primary_metric,related_metrics,relationship_description,mathematical_formula,business_validation,validation_sql,relationship_strength,business_impact,response_id,dashboard_id,related_metrics_count,related_metrics_text
mathematical_relationship,adjusted_target_forecast_py_volume,"['volume', 'budget_volume', 'forecast_volume', 'last_year_volume', 'publication_type', 'day_of_week', 'fy_month_of_year', 'fy_year_week_number']","Adjusted Target/Forecast/PY Volume dynamically selects a base volume (Actual, Budget, Forecast, or Last Year) based on fiscal week/month, then applies the same normalization and adjustment logic as Adjusted Actual Volume.","Adjusted_Target_Volume = (Selected_Base_Volume / (Fiscal_Month_Number * X)) / Y, where Selected_Base_Volume is chosen conditionally.","This metric provides a dynamic benchmark for comparison against Adjusted Actual Volume, allowing for 'actual vs. target' or 'actual vs. forecast' analysis within a single metric depending on the reporting period.","SELECT publication_name, fy_year_week_number, volume, forecast_volume, adjusted_target_forecast_py_volume FROM primary_analysis_sql WHERE volume > 0 LIMIT 100;",strong,high,19,2104a3f5-9424-4087-a928-e67fecae789a,8,"volume, budget_volume, forecast_volume, last_year_volume, publication_type, day_of_week, fy_month_of_year, fy_year_week_number"
hierarchical,publication_name,"['publication_category_level_1', 'publication_type']","Individual publication names roll up into broader publication categories and types, enabling aggregated reporting and specific calculation logic.",N/A,"Provides flexibility in reporting granularity and applies specific business rules (e.g., 6-day vs 7-day pubs) at the appropriate level.","SELECT DISTINCT publication_name, publication_category_level_1, publication_type FROM primary_analysis_sql LIMIT 100;",strong,medium,19,2104a3f5-9424-4087-a928-e67fecae789a,2,"publication_category_level_1, publication_type"
dependency,customer_status_full,"['fix_ly_lgr', 'fix_ty_lgr']","Customer retention status is determined by comparing current and previous fiscal year gross revenue for an advertiser group. The logic uses hardcoded thresholds (<=1, >1) for `fix_ly_lgr` and `fix_ty_lgr`.","Based on thresholds (<=1, >1) for fix_ly_lgr and fix_ty_lgr.","Ensures accurate categorization of customer lifecycle stages (New, Retained, Inactive, Lapsed).","SELECT customer_status_full, fix_ly_lgr, fix_ty_lgr, COUNT(*) FROM CTE GROUP BY 1,2,3 LIMIT 100",strong,high,20,155c4518-72bf-4309-a0e9-240dd564f421,2,"fix_ly_lgr, fix_ty_lgr"
mathematical_relationship,gross_revenue_amount_000s,['gross_revenue_amount'],Gross Revenue Amount ('000s) is derived by dividing Gross Revenue Amount by 1000 for display purposes.,gross_revenue_amount_000s = gross_revenue_amount / 1000,Ensures consistent scaling of revenue figures for reporting.,"SELECT gross_revenue_amount, gross_revenue_amount_000s, gross_revenue_amount / 1000 AS calculated_000s FROM `ncau-data-newsquery-prd`.asl_finance_derived.adsales_performance` WHERE gross_revenue_amount IS NOT NULL LIMIT 100",strong,medium,20,155c4518-72bf-4309-a0e9-240dd564f421,1,gross_revenue_amount
filter_impact,blank_portfolio_flag,"['gross_revenue_amount_000s', 'target_amount_000s', 'relative_fy_year_offset', 'portfolio_conformed_name_sync']",The 'blank_portfolio_flag' determines whether a portfolio is included ('include') or excluded ('exclude') from analysis based on its aggregated revenue and target values. It filters out portfolios with negligible activity.,IF (SUM(revenue_000s) OVER (PARTITION BY portfolio) > 0.01 OR SUM(revenue_000s) OVER (PARTITION BY portfolio) < -0.01 OR SUM(target_current_fy) OVER (PARTITION BY portfolio) != 0) THEN 'include' ELSE 'exclude',"Ensures that only portfolios with meaningful activity are considered in reports, reducing noise and focusing analysis on relevant data.","SELECT blank_portfolio_flag, SUM(gross_revenue_amount / 1000) as total_rev_000s, SUM(IF(relative_fy_year_offset = 0, target, null)) as total_target_current_fy FROM `ncau-data-newsquery-prd`.asl_finance_derived.adsales_performance` GROUP BY blank_portfolio_flag LIMIT 100",strong,high,20,155c4518-72bf-4309-a0e9-240dd564f421,4,"gross_revenue_amount_000s, target_amount_000s, relative_fy_year_offset, portfolio_conformed_name_sync"
filter_impact,programmatic_gross_revenue,"['financial_year_dimension', 'financial_short_month_dimension', 'cost_model_type_dimension', 'data_load_datetime_dimension']","The 'Programmatic Gross Revenue' metric is heavily influenced by a specific set of filters applied to various dimensions, including financial year, transaction status, revenue type, revenue group subtype, advertiser, and source system. Changes to these filters directly impact the calculated revenue.","SUM(gross_revenue_amount) WHERE (financial_year = '2025' AND source_publishing_division != 'Medium Rare Content Agency' AND revenue_transaction_status IN ('Billed', 'Booked') AND revenue_type_level2 = 'Programmatic' AND revenue_group_subtype IN ('Programmatic Source', 'Digital') AND advertiser_name = 'Foxtel Management Pty Ltd' AND source_system_code = 'PLUTO')",Ensuring these filters are correctly applied is critical for accurate programmatic revenue reporting. Any deviation from these business rules would misrepresent programmatic performance.,"SELECT 
  SUM(CASE WHEN t0.revenue_type_level2 = 'Programmatic' AND t0.revenue_group_subtype IN ('Programmatic Source', 'Digital') AND t0.advertiser_name = 'Foxtel Management Pty Ltd' AND t0.source_system_code = 'PLUTO' THEN t0.gross_revenue_amount ELSE 0 END) AS programmatic_revenue_filtered,
  SUM(t0.gross_revenue_amount) AS total_revenue_unfiltered
FROM `ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client` AS t0
WHERE t0.financial_year = '2025' AND t0.source_publishing_division != 'Medium Rare Content Agency' AND t0.revenue_transaction_status IN ('Billed', 'Booked');",strong,high,22,705edcb5-737a-4600-b1a7-11870177f97a,4,"financial_year_dimension, financial_short_month_dimension, cost_model_type_dimension, data_load_datetime_dimension"
dependency,calculated_revenue_type,['derived_revenue_type_intermediate'],The 'Calculated Revenue Type' is directly derived from the 'Derived Revenue Type (Intermediate)' based on a series of CASE WHEN conditions.,calculated_revenue_type = CASE WHEN derived_revenue_type_intermediate = 'DIGITAL' THEN 'DIGITAL (excl.XTEND)' ... END,Ensures that the final revenue categorization correctly reflects the intermediate derived type.,SELECT COUNT(*) FROM `ncau-data-newsquery-prd.asl_finance_derived.adsales_performance` WHERE (CASE WHEN (CASE WHEN xtend_flag = 'Y' THEN 'XTEND' ELSE revenue_type END) = 'DIGITAL' THEN 'DIGITAL (excl.XTEND)' ELSE NULL END) IS NOT NULL;,strong,high,23,61f1feb4-fc3e-4bee-b987-84c86cfe6425,1,derived_revenue_type_intermediate
dependency,derived_revenue_type_intermediate,"['revenue_type', 'xtend_flag']","The 'Derived Revenue Type (Intermediate)' is determined by the 'XTEND Flag'; if 'Y', it's 'XTEND', otherwise it's the original 'Revenue Type'.",derived_revenue_type_intermediate = CASE WHEN xtend_flag = 'Y' THEN 'XTEND' ELSE revenue_type END,Confirms that the XTEND logic is correctly applied before further categorization.,SELECT COUNT(*) FROM `ncau-data-newsquery-prd.asl_finance_derived.adsales_performance` WHERE (xtend_flag = 'Y' AND (CASE WHEN xtend_flag = 'Y' THEN 'XTEND' ELSE revenue_type END) = 'XTEND') OR (xtend_flag != 'Y' AND (CASE WHEN xtend_flag = 'Y' THEN 'XTEND' ELSE revenue_type END) = revenue_type);,strong,high,23,61f1feb4-fc3e-4bee-b987-84c86cfe6425,2,"revenue_type, xtend_flag"
filter_impact,unified_publication_name,"['financial_year', 'revenue_group_subtype']",The list of 'Unified Publication Names' displayed is filtered by specific 'Financial Years' and 'Revenue Group Subtypes'.,N/A,Ensures that publication lists are relevant to the selected financial period and revenue categories.,"SELECT COUNT(DISTINCT unified_publication_name) FROM `ncau-data-newsquery-prd.asl_finance_derived.adsales_performance` WHERE financial_year IN ('2024', '2025') AND revenue_group_subtype IN ('DIGITAL', 'PROGRAMMATIC EXCHANGE', 'PROGRAMMATIC SOURCE');",strong,medium,23,61f1feb4-fc3e-4bee-b987-84c86cfe6425,2,"financial_year, revenue_group_subtype"
filter_impact,revenue_group_subtype_output,"['financial_year', 'calculated_revenue_type']",The list of 'Revenue Group Subtypes' displayed is filtered by specific 'Financial Years' and the 'Calculated Revenue Type' (specifically 'digital').,N/A,Ensures that revenue subtype lists are relevant to the selected financial period and digital revenue categories.,"SELECT COUNT(DISTINCT revenue_group_subtype) FROM `ncau-data-newsquery-prd.asl_finance_derived.adsales_performance` WHERE financial_year IN ('2024', '2025') AND (CASE WHEN (CASE WHEN xtend_flag = 'Y' THEN 'XTEND' ELSE revenue_type END) = 'DIGITAL' THEN 'DIGITAL (excl.XTEND)' WHEN (CASE WHEN xtend_flag = 'Y' THEN 'XTEND' ELSE revenue_type END) = 'PRINT' THEN 'PRINT' WHEN (CASE WHEN xtend_flag = 'Y' THEN 'XTEND' ELSE revenue_type END) = 'XTEND' THEN 'XTEND ONLY' ELSE NULL END) IN ('digital');",strong,medium,23,61f1feb4-fc3e-4bee-b987-84c86cfe6425,2,"financial_year, calculated_revenue_type"
dependency,min_load_timestamp,"['truncated_load_timestamp', 'dw_asl_load_timestamp']","The 'Minimum Load Timestamp' is an aggregation (MIN) of the 'Truncated Load Timestamp', which itself is derived from the raw 'Data Warehouse Load Timestamp'.","min_load_timestamp = MIN(DATETIME_TRUNC(dw_asl_load_timestamp, SECOND))",Confirms that the data freshness metric accurately reflects the earliest load time.,"SELECT MIN(DATETIME_TRUNC(dw_asl_load_timestamp, SECOND)) FROM `ncau-data-newsquery-prd.asl_finance_derived.adsales_performance`;",strong,low,23,61f1feb4-fc3e-4bee-b987-84c86cfe6425,2,"truncated_load_timestamp, dw_asl_load_timestamp"
mathematical_relationship,current_fy_gross_revenue_k_aud,['current_fy_gross_revenue_raw'],Current FY Gross Revenue (k AUD) is derived by dividing Current FY Gross Revenue (Raw) by 1000.,current_fy_gross_revenue_k_aud = current_fy_gross_revenue_raw / 1000,Ensures revenue is presented in a readable 'thousands' format for financial reporting.,SELECT SUM(current_fy_gross_revenue_k_aud * 1000) = SUM(current_fy_gross_revenue_raw) FROM your_table_or_cte;,strong,high,25,4bd7954c-5a94-4fb6-92e1-ed152b1cf7b3,1,current_fy_gross_revenue_raw
mathematical_relationship,previous_fy_gross_revenue_k_aud,['previous_fy_gross_revenue_raw'],Previous FY Gross Revenue (k AUD) is derived by dividing Previous FY Gross Revenue (Raw) by 1000.,previous_fy_gross_revenue_k_aud = previous_fy_gross_revenue_raw / 1000,Ensures previous FY revenue is presented in a readable 'thousands' format for financial reporting and year-over-year comparison.,SELECT SUM(previous_fy_gross_revenue_k_aud * 1000) = SUM(previous_fy_gross_revenue_raw) FROM your_table_or_cte;,strong,high,25,4bd7954c-5a94-4fb6-92e1-ed152b1cf7b3,1,previous_fy_gross_revenue_raw
dependency,publication_category,['unified_publication_name'],"Publication Category is a classification of unified_publication_name, grouping specific publications into 'Sundry Pubs' or 'Non Sundry Pubs'.",,"Provides a higher-level grouping for analysis, enabling aggregated views of revenue and other metrics across publication types.","SELECT unified_publication_name, publication_category FROM your_table_or_cte GROUP BY 1,2 LIMIT 100;",strong,medium,25,4bd7954c-5a94-4fb6-92e1-ed152b1cf7b3,1,unified_publication_name
filter_impact,current_fy_gross_revenue_k_aud,['product_group'],Current FY Gross Revenue (k AUD) is specifically filtered for 'The Australian & Prestige' product group.,,"Ensures the metric reflects performance for a specific, high-priority product group.","SELECT product_group, SUM(current_fy_gross_revenue_k_aud) FROM your_table_or_cte GROUP BY 1 HAVING product_group != 'The Australian & Prestige';",strong,high,25,4bd7954c-5a94-4fb6-92e1-ed152b1cf7b3,1,product_group
filter_impact,previous_fy_gross_revenue_k_aud,['product_group'],Previous FY Gross Revenue (k AUD) is specifically filtered for 'The Australian & Prestige' product group.,,"Ensures the metric reflects performance for a specific, high-priority product group, allowing for consistent year-over-year comparison.","SELECT product_group, SUM(previous_fy_gross_revenue_k_aud) FROM your_table_or_cte GROUP BY 1 HAVING product_group != 'The Australian & Prestige';",strong,high,25,4bd7954c-5a94-4fb6-92e1-ed152b1cf7b3,1,product_group
filter_impact,paid_impressions,"['transaction_type', 'advertiser', 'month_start_date']","Paid Impressions are filtered by specific Transaction Type, Advertiser, and Month Start Date.",,Ensures that the impressions reported are specific to 'Guaranteed' transactions for 'Chemist Warehouse *' in June 2025.,"SELECT COUNT(*) FROM `ncau-data-newsquery-prd.prstn_advertising.programmatic_cal_month` WHERE TransactionType = 'Guaranteed' AND Advertiser = 'Chemist Warehouse *' AND SAFE_CAST(DATETIME_TRUNC(SAFE_CAST(DATE(CalendarYear, CalendarMonth, 1) AS DATETIME), MONTH) AS DATE) = DATE '2025-06-01';",strong,high,26,87651b69-c43e-471f-9c4b-98df1208a844,3,"transaction_type, advertiser, month_start_date"
filter_impact,gross_revenue,"['transaction_type', 'advertiser', 'month_start_date']","Gross Revenue is filtered by specific Transaction Type, Advertiser, and Month Start Date.",,Ensures that the revenue reported is specific to 'Guaranteed' transactions for 'Chemist Warehouse *' in June 2025.,"SELECT COUNT(*) FROM `ncau-data-newsquery-prd.prstn_advertising.programmatic_cal_month` WHERE TransactionType = 'Guaranteed' AND Advertiser = 'Chemist Warehouse *' AND SAFE_CAST(DATETIME_TRUNC(SAFE_CAST(DATE(CalendarYear, CalendarMonth, 1) AS DATETIME), MONTH) AS DATE) = DATE '2025-06-01';",strong,high,26,87651b69-c43e-471f-9c4b-98df1208a844,3,"transaction_type, advertiser, month_start_date"
mathematical_relationship,gross_revenue,['paid_impressions'],Gross Revenue and Paid Impressions are key performance indicators often analyzed together to derive metrics like Revenue Per Impression (RPM) or Cost Per Mille (CPM).,Revenue Per Impression = total_gross_revenue / total_paid_impressions,These metrics are fundamental for evaluating the efficiency and profitability of programmatic campaigns.,"SELECT SUM(RevenueGross) / SUM(PaidImpressions) FROM `ncau-data-newsquery-prd.prstn_advertising.programmatic_cal_month` WHERE SAFE_CAST(DATETIME_TRUNC(SAFE_CAST(DATE(CalendarYear, CalendarMonth, 1) AS DATETIME), MONTH) AS DATE) >= DATE_SUB(CURRENT_DATE(), INTERVAL 6 MONTH);",strong,high,26,87651b69-c43e-471f-9c4b-98df1208a844,1,paid_impressions
dependency,spend_current_period,"['spend_base', 'is_current_period_flag']","Spend (Current Period) is a conditional sum of Base Spend, filtered by the Is Current Period Flag.",SUM(Spend) WHERE Is_Current_Period_Flag = TRUE,Ensures that only spend within the designated current timeframe is included for analysis.,SELECT SUM(Spend) FROM adex_full_date WHERE date >= '2023-08-01' AND date <= '2024-06-01',strong,high,27,e9d8a216-4950-4d30-b344-5011776edbdf,2,"spend_base, is_current_period_flag"
dependency,spend_previous_year_period,"['spend_base', 'is_previous_year_period_flag']","Spend (Previous Year Period) is a conditional sum of Base Spend, filtered by the Is Previous Year Period Flag.",SUM(Spend) WHERE Is_Previous_Year_Period_Flag = TRUE,Ensures that only spend within the designated previous year timeframe is included for year-over-year comparison.,SELECT SUM(Spend) FROM adex_full_date WHERE date >= '2022-08-01' AND date <= '2023-06-01',strong,high,27,e9d8a216-4950-4d30-b344-5011776edbdf,2,"spend_base, is_previous_year_period_flag"
mathematical_relationship,spend_current_period,['spend_previous_year_period'],These two metrics are used for year-over-year growth calculations.,(spend_current_period - spend_previous_year_period) / spend_previous_year_period,Provides insight into the growth or decline of advertising spend compared to the prior year.,SELECT (SUM(CASE WHEN date >= '2023-08-01' AND date <= '2024-06-01' THEN Spend ELSE 0 END) - SUM(CASE WHEN date >= '2022-08-01' AND date <= '2023-06-01' THEN Spend ELSE 0 END)) / SUM(CASE WHEN date >= '2022-08-01' AND date <= '2023-06-01' THEN Spend ELSE 0 END) AS YOY_Growth FROM adex_full_date,strong,high,27,e9d8a216-4950-4d30-b344-5011776edbdf,1,spend_previous_year_period
filter_impact,news_corp_spend_current_period,"['spend_current_period', 'media_network']","News Corp Spend (Current Period) is a subset of Spend (Current Period), filtered specifically for 'NEWS CORP' media network.",SUM(Spend) WHERE Is_Current_Period_Flag = TRUE AND Media_Network = 'NEWS CORP',Allows for granular analysis of spend attributed to a specific media network within the current period.,"SELECT SUM(CASE WHEN date >= '2023-08-01' AND date <= '2024-06-01' AND Media_Network = 'NEWS CORP' THEN Spend ELSE 0 END) AS NewsCorp_Spend, SUM(CASE WHEN date >= '2023-08-01' AND date <= '2024-06-01' THEN Spend ELSE 0 END) AS Total_Spend FROM adex_full_date",strong,medium,27,e9d8a216-4950-4d30-b344-5011776edbdf,2,"spend_current_period, media_network"
filter_impact,retail_spend_current_period,"['spend_current_period', 'major_category']","Retail Spend (Current Period) is a subset of Spend (Current Period), filtered specifically for 'Retail' major category.",SUM(Spend) WHERE Is_Current_Period_Flag = TRUE AND Major_Category = 'Retail',Allows for granular analysis of spend attributed to a specific major category within the current period.,"SELECT SUM(CASE WHEN date >= '2023-08-01' AND date <= '2024-06-01' AND Major_Category = 'Retail' THEN Spend ELSE 0 END) AS Retail_Spend, SUM(CASE WHEN date >= '2023-08-01' AND date <= '2024-06-01' THEN Spend ELSE 0 END) AS Total_Spend FROM adex_full_date",strong,medium,27,e9d8a216-4950-4d30-b344-5011776edbdf,2,"spend_current_period, major_category"
mathematical_relationship,actual_amount,"['budget_amount', 'forecast_amount']",Actual Amount is compared against Budget Amount and Forecast Amount to determine variance and performance.,Variance to Budget = Actual_Amount - Budget_Amount; Variance to Forecast = Actual_Amount - Forecast_Amount,"These comparisons are fundamental for financial performance analysis, identifying deviations from plans and projections.","SELECT
  SUM(Actual_Amount) AS total_actual,
  SUM(Budget_Amount) AS total_budget,
  SUM(Forecast_Amount) AS total_forecast,
  SUM(Actual_Amount) - SUM(Budget_Amount) AS variance_to_budget,
  SUM(Actual_Amount) - SUM(Forecast_Amount) AS variance_to_forecast
FROM (
  SELECT
    os.Actual_Amount,
    os.Budget_Amount,
    os.Forecast_Amount
  FROM
    `ncau-data-newsquery-prd.asl_finance.v_asl_FCT_finance_os_aggregated` AS os
    LEFT JOIN `ncau-data-newsquery-prd.asl_finance.v_asl_DIM_calendar` AS calendar
      ON os.fiscal_week_id = calendar.fy_year_week_number
    LEFT JOIN `ncau-data-newsquery-prd`.asl_finance.v_asl_DIM_period_control AS control
      ON control.source_week_number = calendar.fy_year_week_number AND control.period_name IN ('CP', 'PY')
  WHERE
    os.gl_hierarchy_code = 'FY2025' AND calendar.fy_week_of_year = 40
) AS sub;",strong,high,28,b1c5901f-a535-42eb-870d-05cc025f7c27,2,"budget_amount, forecast_amount"
filter_impact,actual_amount,"['budget_amount', 'forecast_amount', 'fy_week_of_year', 'gl_hierarchy_code', 'os_level_4', 'l03_publication_code', 'os_level_9']","All financial metrics (Actual, Budget, Forecast) are directly impacted by the filters applied to fiscal year, fiscal week, OS levels, and publication codes. The hardcoded nature of these filters means the dashboard only shows a very specific slice of data.",N/A,"Understanding the impact of these filters is critical for interpreting the dashboard's scope. Any analysis outside 'FY2025', 'Week 40', or the specified OS levels/publications will not be reflected.","SELECT
  'Filter Impact Analysis' AS analysis_type,
  COUNT(*) AS total_records_before_filters,
  SUM(CASE WHEN gl_hierarchy_code = 'FY2025' THEN 1 ELSE 0 END) AS records_fy2025,
  SUM(CASE WHEN fy_week_of_year = 40 THEN 1 ELSE 0 END) AS records_week40,
  SUM(CASE WHEN os_level_4 IN ('Total Revenue', 'Total Expenses') THEN 1 ELSE 0 END) AS records_os_level_4_filtered,
  SUM(CASE WHEN l03_publication_code = 'News Media Publishing' THEN 1 ELSE 0 END) AS records_l03_filtered,
  SUM(CASE WHEN os_level_9 IN ('Circulation', 'Subscription', 'Content Licensing') THEN 1 ELSE 0 END) AS records_os_level_9_filtered
FROM (
  SELECT
    os.gl_hierarchy_code,
    calendar.fy_week_of_year,
    os.os_level_4,
    pub.l03_publication_code,
    os.os_level_9
  FROM
    `ncau-data-newsquery-prd.asl_finance.v_asl_FCT_finance_os_aggregated` AS os
    LEFT JOIN `ncau-data-newsquery-prd.asl_finance.v_asl_DIM_os_publication_hierachy` AS pub
      ON os.gl_publication_code = pub.publication_code
    LEFT JOIN `ncau-data-newsquery-prd.asl_finance.v_asl_DIM_calendar` AS calendar
      ON os.fiscal_week_id = calendar.fy_year_week_number
) AS sub
LIMIT 1;",strong,high,28,b1c5901f-a535-42eb-870d-05cc025f7c27,7,"budget_amount, forecast_amount, fy_week_of_year, gl_hierarchy_code, os_level_4, l03_publication_code, os_level_9"
dependency,advertiser_name_categorized,['adpoint_account_number_categorized'],"The categorization of 'Advertiser Name' depends on the categorization of 'Adpoint Account Number'. If 'Adpoint Account Number' is categorized as 'ctr1', then 'Advertiser Name' is assigned a specific long string.",IF adpoint_account_number_categorized = 'ctr1' THEN 'CTR_2023_AFL Sports CTR_2023_Sydney Swans CTR_2023_GWS Giants' ELSE original_advertiser_name,Ensures consistent grouping and naming for specific contra accounts across reports.,"SELECT adpoint_account_number_categorized, advertiser_name_categorized, COUNT(*) FROM (SELECT CASE WHEN adpoint_account_number IN ('13019', '52246', '18387') THEN 'ctr1' ELSE adpoint_account_number END AS adpoint_account_number_categorized, CASE WHEN (CASE WHEN adpoint_account_number IN ('13019', '52246', '18387') THEN 'ctr1' ELSE adpoint_account_number END) = 'ctr1' THEN 'CTR_2023_AFL Sports CTR_2023_Sydney Swans CTR_2023_GWS Giants' ELSE advertiser_name END AS advertiser_name_categorized FROM `ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client_daily` WHERE adpoint_account_number IN ('13019', '52246', '18387')) GROUP BY 1, 2;",strong,high,29,b9dfd2f4-92fa-4f81-a5b1-17de880470f9,1,adpoint_account_number_categorized
filter_impact,gross_revenue_amount,"['advertiser_name', 'cost_model_type', 'revenue_group_name', 'revenue_transaction_status', 'style_name', 'source_publishing_division', 'publication_name', 'account_number', 'adtype_name']","Gross Revenue Amount is heavily filtered by multiple conditions on various dimensions, ensuring only specific 'contra-related' and valid revenue transactions are included.",SUM(gross_revenue_amount) WHERE [multiple conditions],"These filters define the specific scope of 'Contra' revenue being reported, excluding certain types of revenue or publications.","SELECT COUNT(*) AS total_records, SUM(CASE WHEN lower(left(advertiser_name, 3)) = 'ctr' THEN 1 ELSE 0 END) AS ctr_records, SUM(CASE WHEN UPPER(IFNULL(revenue_transaction_status, 'XXX')) IN ('BILLED', 'BOOKED') THEN 1 ELSE 0 END) AS billed_booked_records FROM `ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client_daily` WHERE financial_year = EXTRACT(YEAR FROM CURRENT_DATE());",strong,high,29,b9dfd2f4-92fa-4f81-a5b1-17de880470f9,9,"advertiser_name, cost_model_type, revenue_group_name, revenue_transaction_status, style_name, source_publishing_division, publication_name, account_number, adtype_name"
filter_impact,record_count,['advertiser_name'],"Record Count is specifically filtered to include only certain 'CTR' named advertisers, indicating a focus on specific contra accounts.","COUNT(1) WHERE advertiser_name IN ('CTR_2023_AFL SPORT', ...)","This filter ensures the count reflects only the specified contra advertisers, which are likely key accounts for the report.","SELECT COUNT(*) FROM `ncau-data-newsquery-prd.asl_finance_derived.details_dashboard` WHERE advertiser_name IN ('CTR_2023_AFL SPORT', 'CTR_2023_GWS GIANTS', 'CTR_2023_SYDNEY SWANS', 'CTR_2025_Greater Western Sydney Giants', 'CTR_2025_Raising Literacy Australia');",strong,medium,29,b9dfd2f4-92fa-4f81-a5b1-17de880470f9,1,advertiser_name
