metric_id,metric_name,metric_type,calculation_type,data_type,aggregation_level,is_final_output,is_kpi,business_criticality,depends_on_metrics,business_description,sql_logic,data_sources,filters_applied,expected_data_type,business_context,metric_category,update_frequency,seasonality_impact,hardcoded_dates_in_metric,hardcoded_values_in_metric,governance_issues,data_quality_concerns,response_id,dashboard_id,dashboard_name,depends_on_metrics_count,depends_on_metrics_text,data_sources_count,data_sources_text,filters_applied_count,filters_applied_text,hardcoded_dates_in_metric_count,hardcoded_values_in_metric_count,governance_issues_count,governance_issues_text,data_quality_concerns_count,data_quality_concerns_text
os_level_4,OS Level 4,dimension,none,string,custom,True,False,medium,[],"Operating Statement Level 4, typically a high-level category like 'Total Revenue' or 'Total Expenses'.",os_level_4,['ncau-data-newsquery-prd.asl_finance.v_asl_FCT_finance_os_aggregated'],"[""os_level_4 IN ('Total Revenue', 'Total Expenses')""]",string,Crucial for distinguishing between revenue and expense line items.,other,weekly,none,[],"[""'Total Revenue'"", ""'Total Expenses'""]",['lookup values should use reference table'],[],28,b1c5901f-a535-42eb-870d-05cc025f7c27,OS extract for month end rec,0,,1,ncau-data-newsquery-prd.asl_finance.v_asl_FCT_finance_os_aggregated,1,"os_level_4 IN ('Total Revenue', 'Total Expenses')",0,2,1,lookup values should use reference table,0,
os_level_5,OS Level 5,dimension,none,string,custom,True,False,low,[],"Operating Statement Level 5, a sub-category of OS Level 4.",os_level_5,['ncau-data-newsquery-prd.asl_finance.v_asl_FCT_finance_os_aggregated'],[],string,Provides further granularity for financial reporting.,other,weekly,none,[],[],[],[],28,b1c5901f-a535-42eb-870d-05cc025f7c27,OS extract for month end rec,0,,1,ncau-data-newsquery-prd.asl_finance.v_asl_FCT_finance_os_aggregated,0,,0,0,0,,0,
os_level_6,OS Level 6,dimension,none,string,custom,True,False,low,[],"Operating Statement Level 6, a sub-category of OS Level 5.",os_level_6,['ncau-data-newsquery-prd.asl_finance.v_asl_FCT_finance_os_aggregated'],[],string,Provides further granularity for financial reporting.,other,weekly,none,[],[],[],[],28,b1c5901f-a535-42eb-870d-05cc025f7c27,OS extract for month end rec,0,,1,ncau-data-newsquery-prd.asl_finance.v_asl_FCT_finance_os_aggregated,0,,0,0,0,,0,
os_level_7,OS Level 7,dimension,none,string,custom,True,False,low,[],"Operating Statement Level 7, a sub-category of OS Level 6.",os_level_7,['ncau-data-newsquery-prd.asl_finance.v_asl_FCT_finance_os_aggregated'],[],string,Provides further granularity for financial reporting.,other,weekly,none,[],[],[],[],28,b1c5901f-a535-42eb-870d-05cc025f7c27,OS extract for month end rec,0,,1,ncau-data-newsquery-prd.asl_finance.v_asl_FCT_finance_os_aggregated,0,,0,0,0,,0,
os_level_9,OS Level 9,dimension,none,string,custom,True,False,medium,[],"Operating Statement Level 9, a specific financial category like 'Circulation' or 'Subscription'.",os_level_9,['ncau-data-newsquery-prd.asl_finance.v_asl_FCT_finance_os_aggregated'],"[""os_level_9 IN ('Circulation', 'Subscription', 'Content Licensing')""]",string,Used to segment revenue/expense by specific business activities.,other,weekly,none,[],"[""'Circulation'"", ""'Subscription'"", ""'Content Licensing'""]",['lookup values should use reference table'],[],28,b1c5901f-a535-42eb-870d-05cc025f7c27,OS extract for month end rec,0,,1,ncau-data-newsquery-prd.asl_finance.v_asl_FCT_finance_os_aggregated,1,"os_level_9 IN ('Circulation', 'Subscription', 'Content Licensing')",0,3,1,lookup values should use reference table,0,
publication_name,Publication Name,dimension,none,string,custom,True,False,medium,[],The human-readable name of the publication.,publication_name,['ncau-data-newsquery-prd.asl_finance.v_asl_DIM_os_publication_hierachy'],[],string,Primary dimension for reporting financial data by publication.,other,weekly,none,[],[],[],[],28,b1c5901f-a535-42eb-870d-05cc025f7c27,OS extract for month end rec,0,,1,ncau-data-newsquery-prd.asl_finance.v_asl_DIM_os_publication_hierachy,0,,0,0,0,,0,
owner_full_name,Current Portfolio Conformed Owner Full Name,dimension,string_function,string,custom,True,False,medium,[],"Full name of the current portfolio conformed owner, with 'VACANT' as a default.","t0.current_portfolio_conformed_owner_full (from details_dashboard), IFNULL(current_portfolio_conformed_owner_full_name_current, 'VACANT') (from v_adsales_revenue_client_daily)","['ncau-data-newsquery-prd.asl_finance_derived.details_dashboard', 'ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client_daily']","[""nca_industry_pillar = 'Contra'"", ""sales_segment_gm_name IN ('Renee Sycamore')""]",string,Used to filter and group by specific owners within the 'Contra' segment for reporting.,other,daily,none,[],"[""'VACANT'""]",[],['potential nulls handled by IFNULL'],29,b9dfd2f4-92fa-4f81-a5b1-17de880470f9,Contra Report,0,,2,"ncau-data-newsquery-prd.asl_finance_derived.details_dashboard, ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client_daily",2,"nca_industry_pillar = 'Contra', sales_segment_gm_name IN ('Renee Sycamore')",0,1,0,,1,potential nulls handled by IFNULL
nca_industry_pillar,NCA Industry Pillar,dimension,none,string,custom,False,False,medium,[],Industry pillar classification from NCA.,t0.nca_industry_pillar,['ncau-data-newsquery-prd.asl_finance_derived.details_dashboard'],"[""nca_industry_pillar = 'Contra'""]",string,"Key dimension for segmenting financial data, specifically for 'Contra' reporting.",other,daily,none,[],"[""'Contra'""]","[""filter value 'Contra' could be parameterized""]",[],29,b9dfd2f4-92fa-4f81-a5b1-17de880470f9,Contra Report,0,,1,ncau-data-newsquery-prd.asl_finance_derived.details_dashboard,1,nca_industry_pillar = 'Contra',0,1,1,filter value 'Contra' could be parameterized,0,
sales_segment_gm_name,Sales Segment GM Name,dimension,none,string,custom,False,False,medium,[],Name of the General Manager for the sales segment.,t0.sales_segment_gm_name,"['ncau-data-newsquery-prd.asl_finance_derived.details_dashboard', 'ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client_daily']","[""sales_segment_gm_name IN ('Renee Sycamore')""]",string,Key dimension for filtering by sales team/manager for specific reporting needs.,other,daily,none,[],"[""'Renee Sycamore'""]","[""filter value 'Renee Sycamore' could be parameterized""]",[],29,b9dfd2f4-92fa-4f81-a5b1-17de880470f9,Contra Report,0,,2,"ncau-data-newsquery-prd.asl_finance_derived.details_dashboard, ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client_daily",1,sales_segment_gm_name IN ('Renee Sycamore'),0,1,1,filter value 'Renee Sycamore' could be parameterized,0,
adpoint_account_number_categorized,Adpoint Account Number (Categorized),dimension,conditional,string,custom,True,False,high,[],"Unique identifier for accounts in the Adpoint system, re-categorized to 'ctr1' for specific contra accounts.","CASE WHEN adpoint_account_number IN ('13019', '52246', '18387') THEN 'ctr1' ELSE adpoint_account_number END","['ncau-data-newsquery-prd.asl_finance_derived.details_dashboard', 'ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client_daily']",[],string,"Primary key for accounts, used for aggregation and specific contra account identification and grouping.",other,daily,none,[],"[""'13019'"", ""'52246'"", ""'18387'"", ""'ctr1'""]","['account numbers should be managed in a reference table', ""derived 'ctr1' value should be externalized""]",[],29,b9dfd2f4-92fa-4f81-a5b1-17de880470f9,Contra Report,0,,2,"ncau-data-newsquery-prd.asl_finance_derived.details_dashboard, ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client_daily",0,,0,4,2,"account numbers should be managed in a reference table, derived 'ctr1' value should be externalized",0,
advertiser_name_categorized,Advertiser Name (Categorized),dimension,conditional,string,custom,True,False,high,['adpoint_account_number_categorized'],"Name of the advertiser, re-categorized to a specific 'CTR_2023_AFL Sports...' string if the account is 'ctr1'.",CASE WHEN adpoint_account_number_categorized = 'ctr1' THEN 'CTR_2023_AFL Sports CTR_2023_Sydney Swans CTR_2023_GWS Giants' ELSE advertiser_name END,"['ncau-data-newsquery-prd.asl_finance_derived.details_dashboard', 'ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client_daily']","[""lower(left(advertiser_name, 3)) = 'ctr'"", ""advertiser_name IN ('CTR_2023_AFL SPORT', 'CTR_2023_GWS GIANTS', 'CTR_2023_SYDNEY SWANS', 'CTR_2025_Greater Western Sydney Giants', 'CTR_2025_Raising Literacy Australia')""]",string,"Key dimension for identifying and grouping revenue by advertiser, especially for 'Contra' accounts, with specific re-categorization for reporting.",other,daily,none,[],"[""'ctr'"", ""'CTR_2023_AFL SPORT'"", ""'CTR_2023_GWS GIANTS'"", ""'CTR_2023_SYDNEY SWANS'"", ""'CTR_2025_Greater Western Sydney Giants'"", ""'CTR_2025_Raising Literacy Australia'"", ""'CTR_2023_AFL Sports CTR_2023_Sydney Swans CTR_2023_GWS Giants'""]","['advertiser names used in filters should be managed in a reference table', 'derived advertiser name should be externalized']",[],29,b9dfd2f4-92fa-4f81-a5b1-17de880470f9,Contra Report,1,adpoint_account_number_categorized,2,"ncau-data-newsquery-prd.asl_finance_derived.details_dashboard, ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client_daily",2,"lower(left(advertiser_name, 3)) = 'ctr', advertiser_name IN ('CTR_2023_AFL SPORT', 'CTR_2023_GWS GIANTS', 'CTR_2023_SYDNEY SWANS', 'CTR_2025_Greater Western Sydney Giants', 'CTR_2025_Raising Literacy Australia')",0,7,2,"advertiser names used in filters should be managed in a reference table, derived advertiser name should be externalized",0,
gross_revenue_amount,Gross Revenue Amount,measure,sum,numeric,custom,True,True,high,[],"Total gross revenue generated, subject to specific filtering rules for contra reporting.",sum(gross_revenue_amount),['ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client_daily'],"[""lower(left(advertiser_name, 3)) = 'ctr'"", ""NOT(cost_model_type = 'Guaranteed' AND revenue_group_name = 'Exchange')"", ""revenue_transaction_status IN ('BILLED', 'BOOKED')"", ""style_name <> 'ROP COMPOSITE'"", ""source_publishing_division <> 'MEDIUM RARE CONTENT AGENCY'"", ""publication_name NOT LIKE 'SUDDENLY%' OR (publication_name LIKE 'SUDDENLY%' AND (account_number IN ('17114', '29172', '52809') OR adtype_name = '-'))""]",decimal,"Core financial metric for advertising sales, specifically for contra accounts, indicating the value of transactions.",revenue,daily,high,[],"[""'Guaranteed'"", ""'Exchange'"", ""'BILLED'"", ""'BOOKED'"", ""'ROP COMPOSITE'"", ""'MEDIUM RARE CONTENT AGENCY'"", ""'SUDDENLY%'"", ""'17114'"", ""'29172'"", ""'52809'"", ""'-'""]",['all filter values should be externalized or parameterized'],['potential for nulls if not handled by source view'],29,b9dfd2f4-92fa-4f81-a5b1-17de880470f9,Contra Report,0,,1,ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client_daily,6,"lower(left(advertiser_name, 3)) = 'ctr', NOT(cost_model_type = 'Guaranteed' AND revenue_group_name = 'Exchange'), revenue_transaction_status IN ('BILLED', 'BOOKED'), style_name <> 'ROP COMPOSITE', source_publishing_division <> 'MEDIUM RARE CONTENT AGENCY', publication_name NOT LIKE 'SUDDENLY%' OR (publication_name LIKE 'SUDDENLY%' AND (account_number IN ('17114', '29172', '52809') OR adtype_name = '-'))",0,11,1,all filter values should be externalized or parameterized,1,potential for nulls if not handled by source view
record_count,Record Count for Advertisers,measure,count,numeric,custom,True,False,medium,[],Count of records from the details dashboard matching specific advertiser criteria.,COUNT(1),['ncau-data-newsquery-prd.asl_finance_derived.details_dashboard'],"[""advertiser_name IN ('CTR_2023_AFL SPORT', 'CTR_2023_GWS GIANTS', 'CTR_2023_SYDNEY SWANS', 'CTR_2025_Greater Western Sydney Giants', 'CTR_2025_Raising Literacy Australia')""]",integer,Used to understand the volume of entries for specific contra advertisers in the details system.,volume,daily,none,[],"[""'CTR_2023_AFL SPORT'"", ""'CTR_2023_GWS GIANTS'"", ""'CTR_2023_SYDNEY SWANS'"", ""'CTR_2025_Greater Western Sydney Giants'"", ""'CTR_2025_Raising Literacy Australia'""]",['advertiser names used in filters should be managed in a reference table'],[],29,b9dfd2f4-92fa-4f81-a5b1-17de880470f9,Contra Report,0,,1,ncau-data-newsquery-prd.asl_finance_derived.details_dashboard,1,"advertiser_name IN ('CTR_2023_AFL SPORT', 'CTR_2023_GWS GIANTS', 'CTR_2023_SYDNEY SWANS', 'CTR_2025_Greater Western Sydney Giants', 'CTR_2025_Raising Literacy Australia')",0,5,1,advertiser names used in filters should be managed in a reference table,0,
sheet_account_flag,Contra Sheet Account Flag,dimension,conditional,string,transaction,True,False,high,[],"Flag indicating if an account number is present in the `contra_sheet_data` table ('Y' if present, 'N' otherwise).",CASE WHEN adpoint_account_number IN (SELECT DISTINCT NMBS_T_Number FROM ncau-data-newsquery-prd.sbx_dcp.contra_sheet_data) THEN 'Y' ELSE 'N' END,"['ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client_daily', 'ncau-data-newsquery-prd.sbx_dcp.contra_sheet_data']",[],string,"Crucial flag for identifying accounts that are part of the official contra sheet, enabling segmentation of revenue.",other,daily,none,[],"[""'Y'"", ""'N'""]",[],['data freshness of contra_sheet_data'],29,b9dfd2f4-92fa-4f81-a5b1-17de880470f9,Contra Report,0,,2,"ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client_daily, ncau-data-newsquery-prd.sbx_dcp.contra_sheet_data",0,,0,2,0,,1,data freshness of contra_sheet_data
total_acquisitions_movements,Total Acquisitions/Movements,measure,count,numeric,custom,True,True,high,[],"The total count of acquisition or movement records based on the applied filters, representing new subscriptions or changes in subscriber status.",COUNT(1),['ncau-data-newsquery-prd.asl_finance_derived.acquisitions_cancellations_movements'],"['fy_year = 2025', ""table_nm != 'op'"", ""publication_type != 'Exclude'"", ""publication_group = 'The Australian and Prestige'"", ""subscription_type = 'Digital Subscriptions'"", 'source_channel IS NOT NULL', ""business_type IN ('B2C', '')""]",integer,"This metric is crucial for understanding the volume of new acquisitions and subscriber movements, broken down by various dimensions like publication, source, and business type. It directly supports acquisition strategy analysis.",acquisition,daily,high,['2025'],"[""'op'"", ""'Exclude'"", ""'The Australian and Prestige'"", ""'Digital Subscriptions'"", ""'B2C'"", ""''""]","['date should be parameterised', 'lookup values for filters should use reference tables']","['potential nulls in source_channel if new patterns emerge', 'accuracy depends on completeness of `acquisitions_cancellations_movements` table']",30,4d22b4c2-4bb3-49db-a0c1-4d46d4fba101,Copy of Acquisitions - Extracts,0,,1,ncau-data-newsquery-prd.asl_finance_derived.acquisitions_cancellations_movements,7,"fy_year = 2025, table_nm != 'op', publication_type != 'Exclude', publication_group = 'The Australian and Prestige', subscription_type = 'Digital Subscriptions', source_channel IS NOT NULL, business_type IN ('B2C', '')",1,6,2,"date should be parameterised, lookup values for filters should use reference tables",2,"potential nulls in source_channel if new patterns emerge, accuracy depends on completeness of `acquisitions_cancellations_movements` table"
publication_type,Publication Type,dimension,case_when,string,transaction,True,False,medium,[],"Categorization of mastheads into broader publication types like 'The Australian', 'Metro', 'Regionals', 'Deep Niche Publications', etc.",CASE WHEN (masthead = 'TA') THEN 'The Australian' ... ELSE 'Exclude' END,['ncau-data-newsquery-prd.asl_finance_derived.acquisitions_cancellations_movements'],"[""publication_type != 'Exclude'""]",string,Used to analyze acquisitions across different tiers or types of publications.,other,daily,none,[],"[""'TA'"", ""'CM'"", ""'DT'"", ""'HS'"", ""'AA'"", ""'Exclude'""]",['lookup values should use reference table'],"[""'check' and 'Exclude' categories might indicate unmapped or problematic data""]",30,4d22b4c2-4bb3-49db-a0c1-4d46d4fba101,Copy of Acquisitions - Extracts,0,,1,ncau-data-newsquery-prd.asl_finance_derived.acquisitions_cancellations_movements,1,publication_type != 'Exclude',0,6,1,lookup values should use reference table,1,'check' and 'Exclude' categories might indicate unmapped or problematic data
publication_group,Publication Group,dimension,case_when,string,transaction,True,False,medium,['publication_type'],"Broader grouping of publications into categories like 'States and Community', 'The Australian and Prestige', 'Commercial Content', 'Free & Lifestyle'.","CASE WHEN (masthead IN ('CM', 'DT', ...)) THEN 'States and Community' ... ELSE 'Exclude' END",['ncau-data-newsquery-prd.asl_finance_derived.acquisitions_cancellations_movements'],"[""publication_group = 'The Australian and Prestige'""]",string,Provides a higher-level view for analyzing acquisitions across strategic publication segments.,other,daily,none,[],"[""'States and Community'"", ""'The Australian and Prestige'"", ""'Exclude'""]",['lookup values should use reference table'],"[""'Exclude' category might indicate unmapped data""]",30,4d22b4c2-4bb3-49db-a0c1-4d46d4fba101,Copy of Acquisitions - Extracts,1,publication_type,1,ncau-data-newsquery-prd.asl_finance_derived.acquisitions_cancellations_movements,1,publication_group = 'The Australian and Prestige',0,3,1,lookup values should use reference table,1,'Exclude' category might indicate unmapped data
subscription_type,Subscription Type,dimension,case_when,string,transaction,True,False,high,[],Classifies subscriptions as 'Digital Subscriptions' or 'Print Subscriptions' based on delivery medium and email flag.,"CASE WHEN (CONCAT(delivery_medium_type, ' ', subscriber_has_email_flag) IN ('Digital Y', 'Digital N', 'Bundle Y', 'Not Available Y')) THEN 'Digital Subscriptions' ELSE 'Print Subscriptions' END",['ncau-data-newsquery-prd.asl_finance_derived.acquisitions_cancellations_movements'],"[""subscription_type = 'Digital Subscriptions'""]",string,"Essential for segmenting acquisitions by digital vs. print channels, critical for digital transformation strategies.",acquisition,daily,none,[],"[""'Digital Y'"", ""'Digital N'"", ""'Bundle Y'"", ""'Not Available Y'"", ""'Digital Subscriptions'"", ""'Print Subscriptions'""]",['lookup values should use reference table'],['potential for new delivery_medium_type/email_flag combinations not covered by logic'],30,4d22b4c2-4bb3-49db-a0c1-4d46d4fba101,Copy of Acquisitions - Extracts,0,,1,ncau-data-newsquery-prd.asl_finance_derived.acquisitions_cancellations_movements,1,subscription_type = 'Digital Subscriptions',0,6,1,lookup values should use reference table,1,potential for new delivery_medium_type/email_flag combinations not covered by logic
source_channel,Source Channel,dimension,case_when,string,transaction,True,True,high,[],"Identifies the specific marketing or acquisition channel (e.g., 'Facebook', 'Google', 'Newsletter', 'Above the Fold') from which a subscriber originated.","CASE WHEN (STRPOS(SAFE.RIGHT(sold_in_source_code, 3), '_AB') > 0) THEN 'Above the Fold' ... ELSE NULL END",['ncau-data-newsquery-prd.asl_finance_derived.acquisitions_cancellations_movements'],['source_channel IS NOT NULL'],string,Crucial for attributing acquisitions to specific marketing efforts and optimizing channel spend.,acquisition,daily,medium,[],"[""'_AB'"", ""'_BB'"", ""'PRED'"", ""'FBK'"", ""'GGL'"", ""'INS'"", ""'NEW'"", ""'NWL'"", ""'POD'"", ""'RED'"", ""'TWT'""]","['lookup values should use reference table', 'complex string parsing logic should be externalized']","[""new source codes may not be mapped, leading to NULLs or 'Other' category"", 'potential for misclassification due to overlapping patterns']",30,4d22b4c2-4bb3-49db-a0c1-4d46d4fba101,Copy of Acquisitions - Extracts,0,,1,ncau-data-newsquery-prd.asl_finance_derived.acquisitions_cancellations_movements,1,source_channel IS NOT NULL,0,11,2,"lookup values should use reference table, complex string parsing logic should be externalized",2,"new source codes may not be mapped, leading to NULLs or 'Other' category, potential for misclassification due to overlapping patterns"
business_type,Business Type,dimension,case_when,string,transaction,True,False,medium,[],"Classifies the subscriber's business relationship as 'B2C' (Business to Consumer), 'B2B' (Business to Business), or 'Others'.","CASE WHEN (classification_level_2 IN ('Consumer', 'Gift Receiver')) THEN 'B2C' ... ELSE 'Others' END",['ncau-data-newsquery-prd.asl_finance_derived.acquisitions_cancellations_movements'],"[""business_type IN ('B2C', '')""]",string,"Used to segment acquisitions by customer type, informing different sales and marketing strategies for B2C vs. B2B.",acquisition,daily,none,[],"[""'Consumer'"", ""'Gift Receiver'"", ""'Campus'"", ""'Corporate'"", ""'B2C'"", ""'B2B'"", ""''""]",['lookup values should use reference table'],"[""'Others' category might indicate unmapped data"", 'empty string filter might be unintended']",30,4d22b4c2-4bb3-49db-a0c1-4d46d4fba101,Copy of Acquisitions - Extracts,0,,1,ncau-data-newsquery-prd.asl_finance_derived.acquisitions_cancellations_movements,1,"business_type IN ('B2C', '')",0,7,1,lookup values should use reference table,2,"'Others' category might indicate unmapped data, empty string filter might be unintended"
gross_revenue_amount,Gross Revenue Amount,measure,sum,numeric,transaction,False,False,high,[],The raw gross revenue amount recorded for each transaction or reporting line item.,t0.gross_revenue_amount,['ncau-data-newsquery-prd.asl_finance_derived.details_dashboard'],[],decimal,Foundation for all revenue calculations in the dashboard.,revenue,daily,high,[],[],[],['Potential nulls or zero values that might need handling.'],31,5491badf-5ec0-4b4f-a427-b12a3a3395dd,Programmatic / Tubi Performance FY25,0,,1,ncau-data-newsquery-prd.asl_finance_derived.details_dashboard,0,,0,0,0,,1,Potential nulls or zero values that might need handling.
financial_short_month,Financial Short Month,dimension,string_function,string,monthly,True,False,medium,[],"Short name of the financial month (e.g., 'Jan', 'Feb'). Used for grouping and display.",t0.financial_short_month,['ncau-data-newsquery-prd.asl_finance_derived.details_dashboard'],[],string,Primary time dimension for monthly performance tracking.,other,daily,high,[],[],[],[],31,5491badf-5ec0-4b4f-a427-b12a3a3395dd,Programmatic / Tubi Performance FY25,0,,1,ncau-data-newsquery-prd.asl_finance_derived.details_dashboard,0,,0,0,0,,0,
financial_quarter,Financial Quarter,dimension,cast,numeric,quarterly,True,False,medium,[],The financial quarter number.,SAFE_CAST(t0.financial_quarter AS INT64),['ncau-data-newsquery-prd.asl_finance_derived.details_dashboard'],[],integer,Higher-level time dimension for quarterly performance tracking.,other,daily,high,[],[],[],[],31,5491badf-5ec0-4b4f-a427-b12a3a3395dd,Programmatic / Tubi Performance FY25,0,,1,ncau-data-newsquery-prd.asl_finance_derived.details_dashboard,0,,0,0,0,,0,
financial_month,Financial Month,dimension,cast,numeric,monthly,True,False,medium,[],The financial month number.,SAFE_CAST(t0.financial_month AS INT64),['ncau-data-newsquery-prd.asl_finance_derived.details_dashboard'],[],integer,"Detailed time dimension for monthly performance tracking, often used for ordering.",other,daily,high,[],[],[],[],31,5491badf-5ec0-4b4f-a427-b12a3a3395dd,Programmatic / Tubi Performance FY25,0,,1,ncau-data-newsquery-prd.asl_finance_derived.details_dashboard,0,,0,0,0,,0,
relative_fy_month_offset,Relative FY Month Offset,dimension,direct_mapping,numeric,monthly,True,False,low,[],Offset of the financial month relative to the start of the financial year. Used for ordering or relative period analysis.,t0.relative_fy_month_offset,['ncau-data-newsquery-prd.asl_finance_derived.details_dashboard'],[],integer,Supports relative time-based analysis within a financial year.,other,daily,none,[],[],[],[],31,5491badf-5ec0-4b4f-a427-b12a3a3395dd,Programmatic / Tubi Performance FY25,0,,1,ncau-data-newsquery-prd.asl_finance_derived.details_dashboard,0,,0,0,0,,0,
revenue_category,Revenue Category,dimension,case_when,string,custom,True,False,high,"['cost_model_type', 'unified_publication_name']","Categorization of revenue based on publication name and cost model type, used for high-level grouping.",CASE WHEN (unified_publication_name = 'TUBI') THEN 'TUBI' WHEN (UPPER(cost_model_type) = 'GUARANTEED') THEN 'PG' WHEN (UPPER(cost_model_type) = 'NON-GUARANTEED') THEN 'OMP' WHEN (UPPER(cost_model_type) = 'PMP') THEN 'PMP' WHEN (unified_publication_name = 'Run of Audience Extension') THEN 'PERFORMANCE' ELSE NULL END,['ncau-data-newsquery-prd.asl_finance_derived.details_dashboard'],[],string,Key dimension for segmenting revenue performance by strategic categories.,other,daily,none,[],"[""'TUBI'"", ""'PG'"", ""'OMP'"", ""'PMP'"", ""'PERFORMANCE'"", ""'GUARANTEED'"", ""'NON-GUARANTEED'"", ""'Run of Audience Extension'""]",['Lookup values should be externalized to a reference table.'],['Null values if no category matches.'],31,5491badf-5ec0-4b4f-a427-b12a3a3395dd,Programmatic / Tubi Performance FY25,2,"cost_model_type, unified_publication_name",1,ncau-data-newsquery-prd.asl_finance_derived.details_dashboard,0,,0,8,1,Lookup values should be externalized to a reference table.,1,Null values if no category matches.
pmp_current_fy_revenue_total,PMP Current FY Revenue Total,measure,sum,numeric,monthly,True,True,high,"['gross_revenue_amount', 'cost_model_type', 'is_current_fy', 'tubi_performance_or_programmatic_revenue_base']","Total revenue for PMP (Programmatic Guaranteed) cost model type within the current financial year, considering Tubi/Performance/Programmatic Source revenue.",SUM(CASE WHEN cost_model_type = 'PMP' AND is_current_fy THEN tubi_performance_or_programmatic_revenue_base ELSE NULL END),['ncau-data-newsquery-prd.asl_finance_derived.details_dashboard'],"['relative_fy_year_offset = 0', ""cost_model_type = 'PMP'""]",decimal,Key performance indicator for PMP revenue contribution in the current fiscal period.,revenue,daily,high,[],"[""'PMP'""]",['Hardcoded cost model type.'],[],31,5491badf-5ec0-4b4f-a427-b12a3a3395dd,Programmatic / Tubi Performance FY25,4,"gross_revenue_amount, cost_model_type, is_current_fy, tubi_performance_or_programmatic_revenue_base",1,ncau-data-newsquery-prd.asl_finance_derived.details_dashboard,2,"relative_fy_year_offset = 0, cost_model_type = 'PMP'",0,1,1,Hardcoded cost model type.,0,
performance_current_fy_past_dashboard_date_revenue_total,Performance Current FY Past Dashboard Date Revenue Total,measure,sum,numeric,monthly,True,True,high,"['gross_revenue_amount', 'is_run_of_audience_extension', 'is_current_fy', 'is_reporting_date_before_dashboard_date']","Total revenue for 'Run of Audience Extension' (Performance) within the current financial year, specifically for reporting dates before the dashboard's snapshot date.",SUM(performance_current_fy_past_dashboard_date_revenue_raw),['ncau-data-newsquery-prd.asl_finance_derived.details_dashboard'],"['relative_fy_year_offset = 0', ""unified_publication_name = 'Run of Audience Extension'"", ""reporting_date < '2025-06-18'""]",decimal,Measures historical performance revenue up to a specific point in time within the current fiscal year.,revenue,daily,high,['18/06/2025'],"[""'Run of Audience Extension'""]",['Hardcoded date and publication name.'],[],31,5491badf-5ec0-4b4f-a427-b12a3a3395dd,Programmatic / Tubi Performance FY25,4,"gross_revenue_amount, is_run_of_audience_extension, is_current_fy, is_reporting_date_before_dashboard_date",1,ncau-data-newsquery-prd.asl_finance_derived.details_dashboard,3,"relative_fy_year_offset = 0, unified_publication_name = 'Run of Audience Extension', reporting_date < '2025-06-18'",1,1,1,Hardcoded date and publication name.,0,
non_guaranteed_current_fy_revenue_total,Non-Guaranteed Current FY Revenue Total,measure,sum,numeric,monthly,True,True,high,"['gross_revenue_amount', 'cost_model_type', 'is_current_fy', 'tubi_performance_or_programmatic_revenue_base']","Total revenue for Non-Guaranteed cost model type within the current financial year, considering Tubi/Performance/Programmatic Source revenue.",SUM(CASE WHEN cost_model_type = 'Non-Guaranteed' AND is_current_fy THEN tubi_performance_or_programmatic_revenue_base ELSE NULL END),['ncau-data-newsquery-prd.asl_finance_derived.details_dashboard'],"['relative_fy_year_offset = 0', ""cost_model_type = 'Non-Guaranteed'""]",decimal,Key performance indicator for Non-Guaranteed revenue contribution in the current fiscal period.,revenue,daily,high,[],"[""'Non-Guaranteed'""]",['Hardcoded cost model type.'],[],31,5491badf-5ec0-4b4f-a427-b12a3a3395dd,Programmatic / Tubi Performance FY25,4,"gross_revenue_amount, cost_model_type, is_current_fy, tubi_performance_or_programmatic_revenue_base",1,ncau-data-newsquery-prd.asl_finance_derived.details_dashboard,2,"relative_fy_year_offset = 0, cost_model_type = 'Non-Guaranteed'",0,1,1,Hardcoded cost model type.,0,
