record_id,dashboard_id,response_id,record_type,dashboard_name,business_domain,complexity_score,consolidation_score,date_grain,data_grain,primary_data_sources,date_range_detected,total_metrics_count,kpi_metrics_count,final_output_metrics_count,hardcoded_dates_count,hardcoded_values_count,governance_issues_count,metric_interactions_count,dashboard_description,metrics_summary,governance_summary,full_context,metric_id,metric_name,metric_type,calculation_type,is_kpi,is_final_output,business_criticality,metric_category,business_description,sql_logic,depends_on_metrics_count,data_sources_count
6e8b534b-485a-48dd-842d-13dc6bebb01a_dashboard,6e8b534b-485a-48dd-842d-13dc6bebb01a,18,dashboard_summary,SuperCoach Subscriptions,consumer,6.0,7.0,daily,transactional,prstn_consumer_views.v_subscription_movement,2024-07-01 to 2024-08-19,10.0,2.0,8.0,2.0,6.0,7,1.0,SuperCoach Subscriptions is a consumer dashboard. containing 10 metrics. including 2 key performance indicators. with moderate complexity. drawing from 1 data sources.,Contains 10 metrics. 2 are key performance indicators. primarily focused on other metrics.,Has 7 governance issues. 5 hardcoded variable issues. 2 hardcoded date issues.,dashboard_summary,,,,,,,,,,,,
6e8b534b-485a-48dd-842d-13dc6bebb01a_movement_date,6e8b534b-485a-48dd-842d-13dc6bebb01a,18,metric,SuperCoach Subscriptions,consumer,,,,,,,,,,,,0,,"Movement Date is a dimension metric using date_function calculation. measuring The date component of the subscription movement timestamp, truncated to the day.. from the SuperCoach Subscriptions dashboard.","The date component of the subscription movement timestamp, truncated to the day.",,individual_metric,movement_date,Movement Date,dimension,date_function,False,True,high,other,"The date component of the subscription movement timestamp, truncated to the day.","SAFE_CAST(DATETIME_TRUNC(movement_datetime, SECOND) AS DATE)",0.0,1.0
6e8b534b-485a-48dd-842d-13dc6bebb01a_masthead,6e8b534b-485a-48dd-842d-13dc6bebb01a,18,metric,SuperCoach Subscriptions,consumer,,,,,,,,,,,,1,,"Masthead is a dimension metric using string_function calculation. measuring The masthead associated with the subscription (e.g., 'SC' for SuperCoach).. from the SuperCoach Subscriptions dashboard.","The masthead associated with the subscription (e.g., 'SC' for SuperCoach).",hardcoded values should use a lookup table or parameter,individual_metric,masthead,Masthead,dimension,string_function,False,True,high,other,"The masthead associated with the subscription (e.g., 'SC' for SuperCoach).",masthead,0.0,1.0
6e8b534b-485a-48dd-842d-13dc6bebb01a_subscription_id_src,6e8b534b-485a-48dd-842d-13dc6bebb01a,18,metric,SuperCoach Subscriptions,consumer,,,,,,,,,,,,0,,Subscription ID (Source) is a dimension metric using none calculation. measuring Unique identifier for a subscription in the source system.. from the SuperCoach Subscriptions dashboard.,Unique identifier for a subscription in the source system.,,individual_metric,subscription_id_src,Subscription ID (Source),dimension,none,False,False,medium,other,Unique identifier for a subscription in the source system.,subscription_id_src,0.0,1.0
6e8b534b-485a-48dd-842d-13dc6bebb01a_subscriber_id_src,6e8b534b-485a-48dd-842d-13dc6bebb01a,18,metric,SuperCoach Subscriptions,consumer,,,,,,,,,,,,1,,Subscriber ID (Source) is a dimension metric using none calculation. measuring Unique identifier for a subscriber in the source system.. from the SuperCoach Subscriptions dashboard.,Unique identifier for a subscriber in the source system.,hardcoded values should be parameterized,individual_metric,subscriber_id_src,Subscriber ID (Source),dimension,none,False,True,medium,other,Unique identifier for a subscriber in the source system.,subscriber_id_src,0.0,1.0
6e8b534b-485a-48dd-842d-13dc6bebb01a_subscription_movement_count_type,6e8b534b-485a-48dd-842d-13dc6bebb01a,18,metric,SuperCoach Subscriptions,consumer,,,,,,,,,,,,1,,"Subscription Movement Type is a dimension metric using none calculation. measuring The type of subscription movement (e.g., 'acquisition', 'churn', 'renewal').. from the SuperCoach Subscriptions dashboard.","The type of subscription movement (e.g., 'acquisition', 'churn', 'renewal').",hardcoded values should use a lookup table or parameter,individual_metric,subscription_movement_count_type,Subscription Movement Type,dimension,none,False,True,high,other,"The type of subscription movement (e.g., 'acquisition', 'churn', 'renewal').",subscription_movement_count_type,0.0,1.0
6e8b534b-485a-48dd-842d-13dc6bebb01a_sold_in_rate_plan_code,6e8b534b-485a-48dd-842d-13dc6bebb01a,18,metric,SuperCoach Subscriptions,consumer,,,,,,,,,,,,1,,Sold In Rate Plan Code is a dimension metric using none calculation. measuring The code for the rate plan under which the subscription was sold.. from the SuperCoach Subscriptions dashboard.,The code for the rate plan under which the subscription was sold.,hardcoded values should use a product master table,individual_metric,sold_in_rate_plan_code,Sold In Rate Plan Code,dimension,none,False,True,medium,other,The code for the rate plan under which the subscription was sold.,sold_in_rate_plan_code,0.0,1.0
6e8b534b-485a-48dd-842d-13dc6bebb01a_source_masthead_prefix,6e8b534b-485a-48dd-842d-13dc6bebb01a,18,metric,SuperCoach Subscriptions,consumer,,,,,,,,,,,,1,,"Source Masthead Prefix is a dimension metric using string_function calculation. measuring The first two characters of the 'sold_in_source_code', often indicating a broader source category.. from the SuperCoach Subscriptions dashboard.","The first two characters of the 'sold_in_source_code', often indicating a broader source category.",hardcoded values should use a lookup table,individual_metric,source_masthead_prefix,Source Masthead Prefix,dimension,string_function,False,True,medium,other,"The first two characters of the 'sold_in_source_code', often indicating a broader source category.","SUBSTR(sold_in_source_code, 1, 2)",0.0,1.0
6e8b534b-485a-48dd-842d-13dc6bebb01a_unique_acquisitions_total,6e8b534b-485a-48dd-842d-13dc6bebb01a,18,metric,SuperCoach Subscriptions,consumer,,,,,,,,,,,,2,,Total Unique Acquisitions is a measure metric using count_distinct calculation. classified as a key performance indicator. measuring The total count of distinct subscription IDs for 'SuperCoach' acquisitions within the specified date range.. from the SuperCoach Subscriptions dashboard.,The total count of distinct subscription IDs for 'SuperCoach' acquisitions within the specified date range.,"date range should be parameterized, masthead and movement type should be from lookup/parameter",individual_metric,unique_acquisitions_total,Total Unique Acquisitions,measure,count_distinct,True,True,high,acquisition,The total count of distinct subscription IDs for 'SuperCoach' acquisitions within the specified date range.,COUNT(DISTINCT subscription_id_src),4.0,1.0
6e8b534b-485a-48dd-842d-13dc6bebb01a_unique_acquisitions_by_specific_filters,6e8b534b-485a-48dd-842d-13dc6bebb01a,18,metric,SuperCoach Subscriptions,consumer,,,,,,,,,,,,2,,"Unique Acquisitions by Specific Filters is a measure metric using count_distinct calculation. classified as a key performance indicator. measuring The count of distinct subscription IDs for 'SuperCoach' acquisitions that match specific rate plans, a particular subscriber, and a 'CS' source masthead prefix, within the specified date range.. from the SuperCoach Subscriptions dashboard.","The count of distinct subscription IDs for 'SuperCoach' acquisitions that match specific rate plans, a particular subscriber, and a 'CS' source masthead prefix, within the specified date range.","date range should be parameterized, all hardcoded filter values should be from lookups/parameters",individual_metric,unique_acquisitions_by_specific_filters,Unique Acquisitions by Specific Filters,measure,count_distinct,True,True,high,acquisition,"The count of distinct subscription IDs for 'SuperCoach' acquisitions that match specific rate plans, a particular subscriber, and a 'CS' source masthead prefix, within the specified date range.","COUNT(DISTINCT subscription_id_src) filtered by sold_in_rate_plan_code IN ('SC_SDO_AP24AM12', 'SC_SDO_AP20AM12') AND subscriber_id_src = 2452260 AND SUBSTR(sold_in_source_code, 1, 2) = 'CS'",7.0,1.0
6e8b534b-485a-48dd-842d-13dc6bebb01a_is_previous_samesubscriber,6e8b534b-485a-48dd-842d-13dc6bebb01a,18,metric,SuperCoach Subscriptions,consumer,,,,,,,,,,,,0,,"Is Previous Same Subscriber is a calculated_field metric using window_function calculation. measuring A flag indicating if there was a previous subscription movement for the same subscriber, movement type, masthead, and paying status. Calculated using a window function.. from the SuperCoach Subscriptions dashboard.","A flag indicating if there was a previous subscription movement for the same subscriber, movement type, masthead, and paying status. Calculated using a window function.",,individual_metric,is_previous_samesubscriber,Is Previous Same Subscriber,calculated_field,window_function,False,False,low,other,"A flag indicating if there was a previous subscription movement for the same subscriber, movement type, masthead, and paying status. Calculated using a window function.","COUNT(*) OVER (PARTITION BY subscriber_id_src, subscription_movement_count_type, masthead, is_paying_flag ORDER BY movement_datetime ROWS BETWEEN UNBOUNDED PRECEDING AND 1 PRECEDING)",5.0,1.0
2104a3f5-9424-4087-a928-e67fecae789a_dashboard,2104a3f5-9424-4087-a928-e67fecae789a,20,dashboard_summary,Circulation Performance Dashboard_dev_20250415,finance,8.0,7.0,weekly,aggregate,ncau-data-newsquery-prd.asl_finance.v_asl_FCT_finance_os_aggregated;ncau-data-newsquery-prd.asl_finance.v_asl_DIM_os_publication_hierachy;ncau-data-newsquery-prd.asl_finance.v_asl_DIM_calendar;ncau-data-newsquery-prd.asl_finance.v_asl_DIM_period_control;ncau-data-newsquery-prd.asl_finance.v_asl_DIM_gl_department;ncau-data-newsquery-prd.asl_finance.v_asl_DIM_os_rel_timeperiod_weekly,FY2025 (Fiscal Year 2025),9.0,7.0,6.0,3.0,14.0,11,3.0,Circulation Performance Dashboard_dev_20250415 is a finance dashboard. containing 9 metrics. including 7 key performance indicators. with high analytical complexity. drawing from 6 data sources.,Contains 9 metrics. 7 are key performance indicators. primarily focused on volume metrics.,Has 11 governance issues. 8 hardcoded variable issues. 3 hardcoded date issues.,dashboard_summary,,,,,,,,,,,,
2104a3f5-9424-4087-a928-e67fecae789a_actual_amount,2104a3f5-9424-4087-a928-e67fecae789a,20,metric,Circulation Performance Dashboard_dev_20250415,finance,,,,,,,,,,,,1,,Actual Amount is a measure metric using sum calculation. classified as a key performance indicator. measuring The actual financial amount recorded for circulation performance.. from the Circulation Performance Dashboard_dev_20250415 dashboard.,The actual financial amount recorded for circulation performance.,"Date and year hardcoding, publication/sales channel exclusions should be externalized.",individual_metric,actual_amount,Actual Amount,measure,sum,True,True,high,revenue,The actual financial amount recorded for circulation performance.,SUM(t0.Actual_Amount),0.0,1.0
2104a3f5-9424-4087-a928-e67fecae789a_volume,2104a3f5-9424-4087-a928-e67fecae789a,20,metric,Circulation Performance Dashboard_dev_20250415,finance,,,,,,,,,,,,1,,"Volume is a measure metric using sum calculation. classified as a key performance indicator. measuring The total volume (e.g., units, copies) for circulation performance.. from the Circulation Performance Dashboard_dev_20250415 dashboard.","The total volume (e.g., units, copies) for circulation performance.","Date and year hardcoding, publication/sales channel exclusions should be externalized.",individual_metric,volume,Volume,measure,sum,True,True,high,volume,"The total volume (e.g., units, copies) for circulation performance.",SUM(t0.volume),0.0,1.0
2104a3f5-9424-4087-a928-e67fecae789a_publication_category_q2,2104a3f5-9424-4087-a928-e67fecae789a,20,metric,Circulation Performance Dashboard_dev_20250415,finance,,,,,,,,,,,,1,,"Publication Category (Q2) is a dimension metric using case_when calculation. measuring Categorization of publications for reporting purposes, used in Q2 query.. from the Circulation Performance Dashboard_dev_20250415 dashboard.","Categorization of publications for reporting purposes, used in Q2 query.",Extensive hardcoded publication names for categorization; should be managed in a dimension table.,individual_metric,publication_category_q2,Publication Category (Q2),dimension,case_when,False,True,medium,other,"Categorization of publications for reporting purposes, used in Q2 query.","CASE WHEN (t0.publication_code = 'Post Courier') THEN 'PNG' ELSE t0.publication_name END AS clmn3_, THEN further CASE WHEN clmn3_ IN (...) THEN 'Category' ELSE clmn3_ END",2.0,2.0
2104a3f5-9424-4087-a928-e67fecae789a_total_records_by_publication_category,2104a3f5-9424-4087-a928-e67fecae789a,20,metric,Circulation Performance Dashboard_dev_20250415,finance,,,,,,,,,,,,1,,"Total Records by Publication Category is a aggregation metric using count calculation. measuring Count of records per publication category, used for a filter or dropdown.. from the Circulation Performance Dashboard_dev_20250415 dashboard.","Count of records per publication category, used for a filter or dropdown.",Relies on hardcoded publication categories.,individual_metric,total_records_by_publication_category,Total Records by Publication Category,aggregation,count,False,True,low,other,"Count of records per publication category, used for a filter or dropdown.",COUNT(1),1.0,2.0
2104a3f5-9424-4087-a928-e67fecae789a_calculated_volume_q3,2104a3f5-9424-4087-a928-e67fecae789a,20,metric,Circulation Performance Dashboard_dev_20250415,finance,,,,,,,,,,,,1,,"Calculated Volume (Q3) is a calculated_field metric using conditional_sum calculation. classified as a key performance indicator. measuring Volume adjusted based on publication type (e.g., 6-day pubs, PNG) and a hardcoded selection of Forecast_Volume.. from the Circulation Performance Dashboard_dev_20250415 dashboard.","Volume adjusted based on publication type (e.g., 6-day pubs, PNG) and a hardcoded selection of Forecast_Volume.","Hardcoded selection of Forecast_Volume, hardcoded division factors, and extensive hardcoded publication categorizations. These should be parameterized or externalized.",individual_metric,calculated_volume_q3,Calculated Volume (Q3),calculated_field,conditional_sum,True,True,high,volume,"Volume adjusted based on publication type (e.g., 6-day pubs, PNG) and a hardcoded selection of Forecast_Volume.","SUM(CASE WHEN (clmn32_ = 'PNG') THEN 0 WHEN (clmn32_ = '6 Day Pubs') THEN SAFE_DIVIDE(clmn49_, 6) ELSE SAFE_DIVIDE(clmn49_, 7) END) where clmn49_ is derived from Forecast_Volume",2.0,1.0
2104a3f5-9424-4087-a928-e67fecae789a_calculated_volume_per_day_q3,2104a3f5-9424-4087-a928-e67fecae789a,20,metric,Circulation Performance Dashboard_dev_20250415,finance,,,,,,,,,,,,1,,"Calculated Volume Per Day (Q3) is a calculated_field metric using conditional_sum calculation. classified as a key performance indicator. measuring Volume per day, with specific adjustments for Courier Mail, The Australian, Sportsman, Weekly Times, M-F, and PNG publications.. from the Circulation Performance Dashboard_dev_20250415 dashboard.","Volume per day, with specific adjustments for Courier Mail, The Australian, Sportsman, Weekly Times, M-F, and PNG publications.",Highly complex and hardcoded business rules for volume calculation. These should be externalized to a configuration table or UDFs.,individual_metric,calculated_volume_per_day_q3,Calculated Volume Per Day (Q3),calculated_field,conditional_sum,True,True,high,volume,"Volume per day, with specific adjustments for Courier Mail, The Australian, Sportsman, Weekly Times, M-F, and PNG publications.","SUM(CASE WHEN (clmn37_ OR clmn36_) THEN clmn60_ WHEN (clmn31_ = 'The Sportsman') THEN clmn56_ WHEN (clmn31_ = 'Weekly Times') THEN clmn57_ WHEN (clmn32_ = 'PNG') THEN 0 WHEN (clmn19_ = 'M-F') THEN clmn58_ ELSE clmn59_ END) where clmn56_, clmn57_, clmn58_, clmn59_ are derived from Forecast_Volume and fy_month_of_year/48.",4.0,1.0
2104a3f5-9424-4087-a928-e67fecae789a_budget_volume,2104a3f5-9424-4087-a928-e67fecae789a,20,metric,Circulation Performance Dashboard_dev_20250415,finance,,,,,,,,,,,,0,,Budget Volume is a measure metric using sum calculation. classified as a key performance indicator. measuring The budgeted volume for circulation performance.. from the Circulation Performance Dashboard_dev_20250415 dashboard.,The budgeted volume for circulation performance.,,individual_metric,budget_volume,Budget Volume,measure,sum,True,False,medium,volume,The budgeted volume for circulation performance.,t0.Budget_Volume,0.0,1.0
2104a3f5-9424-4087-a928-e67fecae789a_forecast_volume,2104a3f5-9424-4087-a928-e67fecae789a,20,metric,Circulation Performance Dashboard_dev_20250415,finance,,,,,,,,,,,,0,,Forecast Volume is a measure metric using sum calculation. classified as a key performance indicator. measuring The forecasted volume for circulation performance.. from the Circulation Performance Dashboard_dev_20250415 dashboard.,The forecasted volume for circulation performance.,,individual_metric,forecast_volume,Forecast Volume,measure,sum,True,False,medium,volume,The forecasted volume for circulation performance.,t0.Forecast_Volume,0.0,1.0
2104a3f5-9424-4087-a928-e67fecae789a_last_year_volume,2104a3f5-9424-4087-a928-e67fecae789a,20,metric,Circulation Performance Dashboard_dev_20250415,finance,,,,,,,,,,,,0,,Last Year Volume is a measure metric using sum calculation. classified as a key performance indicator. measuring The volume from the previous fiscal year for comparison.. from the Circulation Performance Dashboard_dev_20250415 dashboard.,The volume from the previous fiscal year for comparison.,,individual_metric,last_year_volume,Last Year Volume,measure,sum,True,False,medium,volume,The volume from the previous fiscal year for comparison.,t0.Last_Year_volume,0.0,1.0
77c68c35-20ce-477a-b216-0c781d43a8ca_dashboard,77c68c35-20ce-477a-b216-0c781d43a8ca,21,dashboard_summary,Cecile - Adsales Adhoc Analysis,advertising|finance,6.0,3.0,mixed,mixed,ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client;ncau-data-newsquery-prd.prstn_finance_persisted.finance_operating_statement,2025 (explicitly filtered),13.0,1.0,7.0,5.0,10.0,7,3.0,Cecile - Adsales Adhoc Analysis is a advertising|finance dashboard. containing 13 metrics. including 1 key performance indicators. with moderate complexity. drawing from 2 data sources.,Contains 13 metrics. 1 are key performance indicators. primarily focused on operational metrics.,Has 7 governance issues. 5 hardcoded variable issues. 2 hardcoded date issues.,dashboard_summary,,,,,,,,,,,,
77c68c35-20ce-477a-b216-0c781d43a8ca_financial_year,77c68c35-20ce-477a-b216-0c781d43a8ca,21,metric,Cecile - Adsales Adhoc Analysis,advertising|finance,,,,,,,,,,,,0,,Financial Year is a dimension metric using direct_column calculation. measuring The financial year associated with the advertising revenue transaction.. from the Cecile - Adsales Adhoc Analysis dashboard.,The financial year associated with the advertising revenue transaction.,,individual_metric,financial_year,Financial Year,dimension,direct_column,False,True,high,temporal,The financial year associated with the advertising revenue transaction.,t0.financial_year,0.0,1.0
77c68c35-20ce-477a-b216-0c781d43a8ca_total_gross_revenue_amount,77c68c35-20ce-477a-b216-0c781d43a8ca,21,metric,Cecile - Adsales Adhoc Analysis,advertising|finance,,,,,,,,,,,,2,,"Total Gross Revenue Amount is a measure metric using sum calculation. classified as a key performance indicator. measuring The sum of gross revenue generated from advertising sales, filtered by specific transaction statuses, source systems, and exclusions.. from the Cecile - Adsales Adhoc Analysis dashboard.","The sum of gross revenue generated from advertising sales, filtered by specific transaction statuses, source systems, and exclusions.","date should be parameterised, lookup values should use reference table",individual_metric,total_gross_revenue_amount,Total Gross Revenue Amount,measure,sum,True,True,high,revenue,"The sum of gross revenue generated from advertising sales, filtered by specific transaction statuses, source systems, and exclusions.",SUM(t0.gross_revenue_amount),0.0,1.0
77c68c35-20ce-477a-b216-0c781d43a8ca_financial_week_id,77c68c35-20ce-477a-b216-0c781d43a8ca,21,metric,Cecile - Adsales Adhoc Analysis,advertising|finance,,,,,,,,,,,,0,,"Financial Week ID is a dimension metric using cast calculation. measuring The financial week identifier, cast to an integer, associated with the revenue transaction.. from the Cecile - Adsales Adhoc Analysis dashboard.","The financial week identifier, cast to an integer, associated with the revenue transaction.",,individual_metric,financial_week_id,Financial Week ID,dimension,cast,False,True,medium,temporal,"The financial week identifier, cast to an integer, associated with the revenue transaction.",SAFE_CAST(t0.financial_week AS INT64),0.0,1.0
77c68c35-20ce-477a-b216-0c781d43a8ca_sum_financial_week_id,77c68c35-20ce-477a-b216-0c781d43a8ca,21,metric,Cecile - Adsales Adhoc Analysis,advertising|finance,,,,,,,,,,,,0,,Sum of Financial Week ID (Internal) is a measure metric using sum calculation. measuring An aggregated sum of financial week IDs. This metric appears to be used primarily for ordering or internal Looker Studio calculations rather than a direct business KPI.. from the Cecile - Adsales Adhoc Analysis dashboard.,An aggregated sum of financial week IDs. This metric appears to be used primarily for ordering or internal Looker Studio calculations rather than a direct business KPI.,,individual_metric,sum_financial_week_id,Sum of Financial Week ID (Internal),measure,sum,False,False,low,other,An aggregated sum of financial week IDs. This metric appears to be used primarily for ordering or internal Looker Studio calculations rather than a direct business KPI.,SUM(SAFE_CAST(t0.financial_week AS INT64)),1.0,1.0
77c68c35-20ce-477a-b216-0c781d43a8ca_source_system_code,77c68c35-20ce-477a-b216-0c781d43a8ca,21,metric,Cecile - Adsales Adhoc Analysis,advertising|finance,,,,,,,,,,,,0,,"Source System Code is a dimension metric using direct_column calculation. measuring The system from which the advertising revenue transaction originated (e.g., PLUTO, CPQ, ADPT).. from the Cecile - Adsales Adhoc Analysis dashboard.","The system from which the advertising revenue transaction originated (e.g., PLUTO, CPQ, ADPT).",,individual_metric,source_system_code,Source System Code,dimension,direct_column,False,True,high,operational,"The system from which the advertising revenue transaction originated (e.g., PLUTO, CPQ, ADPT).",t0.source_system_code,0.0,1.0
77c68c35-20ce-477a-b216-0c781d43a8ca_revenue_transaction_status,77c68c35-20ce-477a-b216-0c781d43a8ca,21,metric,Cecile - Adsales Adhoc Analysis,advertising|finance,,,,,,,,,,,,1,,"Revenue Transaction Status is a filter metric using direct_column calculation. measuring The status of the revenue transaction (e.g., Booked, Billed). Used to filter revenue data.. from the Cecile - Adsales Adhoc Analysis dashboard.","The status of the revenue transaction (e.g., Booked, Billed). Used to filter revenue data.",lookup values should use reference table,individual_metric,revenue_transaction_status,Revenue Transaction Status,filter,direct_column,False,False,high,operational,"The status of the revenue transaction (e.g., Booked, Billed). Used to filter revenue data.",t0.revenue_transaction_status,0.0,1.0
77c68c35-20ce-477a-b216-0c781d43a8ca_source_publishing_division,77c68c35-20ce-477a-b216-0c781d43a8ca,21,metric,Cecile - Adsales Adhoc Analysis,advertising|finance,,,,,,,,,,,,1,,Source Publishing Division is a filter metric using direct_column calculation. measuring The publishing division associated with the revenue transaction. Used to exclude specific divisions.. from the Cecile - Adsales Adhoc Analysis dashboard.,The publishing division associated with the revenue transaction. Used to exclude specific divisions.,lookup values should use reference table,individual_metric,source_publishing_division,Source Publishing Division,filter,direct_column,False,False,medium,operational,The publishing division associated with the revenue transaction. Used to exclude specific divisions.,t0.source_publishing_division,0.0,1.0
77c68c35-20ce-477a-b216-0c781d43a8ca_invoice_number,77c68c35-20ce-477a-b216-0c781d43a8ca,21,metric,Cecile - Adsales Adhoc Analysis,advertising|finance,,,,,,,,,,,,1,,Invoice Number is a filter metric using direct_column calculation. measuring The invoice number for the transaction. Filtered to a specific placeholder value.. from the Cecile - Adsales Adhoc Analysis dashboard.,The invoice number for the transaction. Filtered to a specific placeholder value.,value should be documented or use a descriptive constant,individual_metric,invoice_number,Invoice Number,filter,direct_column,False,False,low,operational,The invoice number for the transaction. Filtered to a specific placeholder value.,t0.invoice_number,0.0,1.0
77c68c35-20ce-477a-b216-0c781d43a8ca_os_level_5,77c68c35-20ce-477a-b216-0c781d43a8ca,21,metric,Cecile - Adsales Adhoc Analysis,advertising|finance,,,,,,,,,,,,0,,Operating Statement Level 5 is a dimension metric using direct_column calculation. measuring A specific level of detail within the finance operating statement hierarchy.. from the Cecile - Adsales Adhoc Analysis dashboard.,A specific level of detail within the finance operating statement hierarchy.,,individual_metric,os_level_5,Operating Statement Level 5,dimension,direct_column,False,True,medium,finance,A specific level of detail within the finance operating statement hierarchy.,t0.os_level_5,0.0,1.0
77c68c35-20ce-477a-b216-0c781d43a8ca_record_count_os_level_5,77c68c35-20ce-477a-b216-0c781d43a8ca,21,metric,Cecile - Adsales Adhoc Analysis,advertising|finance,,,,,,,,,,,,1,,"Record Count by OS Level 5 is a measure metric using count calculation. measuring The count of records within the finance operating statement, grouped by OS Level 5, for specific fiscal weeks.. from the Cecile - Adsales Adhoc Analysis dashboard.","The count of records within the finance operating statement, grouped by OS Level 5, for specific fiscal weeks.",date should be parameterised,individual_metric,record_count_os_level_5,Record Count by OS Level 5,measure,count,False,True,medium,volume,"The count of records within the finance operating statement, grouped by OS Level 5, for specific fiscal weeks.",COUNT(1),0.0,1.0
77c68c35-20ce-477a-b216-0c781d43a8ca_fiscal_week_id,77c68c35-20ce-477a-b216-0c781d43a8ca,21,metric,Cecile - Adsales Adhoc Analysis,advertising|finance,,,,,,,,,,,,1,,Fiscal Week ID is a filter metric using direct_column calculation. measuring The fiscal week identifier. Used to filter operating statement data.. from the Cecile - Adsales Adhoc Analysis dashboard.,The fiscal week identifier. Used to filter operating statement data.,date should be parameterised,individual_metric,fiscal_week_id,Fiscal Week ID,filter,direct_column,False,False,high,temporal,The fiscal week identifier. Used to filter operating statement data.,t0.fiscal_week_id,0.0,1.0
77c68c35-20ce-477a-b216-0c781d43a8ca_data_load_datetime_truncated,77c68c35-20ce-477a-b216-0c781d43a8ca,21,metric,Cecile - Adsales Adhoc Analysis,advertising|finance,,,,,,,,,,,,0,,"Data Load Datetime (Truncated to Second) is a dimension metric using date_function calculation. measuring The timestamp indicating when the data was loaded, truncated to the second. Used as a dimension for analysis.. from the Cecile - Adsales Adhoc Analysis dashboard.","The timestamp indicating when the data was loaded, truncated to the second. Used as a dimension for analysis.",,individual_metric,data_load_datetime_truncated,Data Load Datetime (Truncated to Second),dimension,date_function,False,True,low,operational,"The timestamp indicating when the data was loaded, truncated to the second. Used as a dimension for analysis.","DATETIME_TRUNC(t0.data_load_datetime, SECOND)",0.0,1.0
77c68c35-20ce-477a-b216-0c781d43a8ca_unified_publication_gl_code,77c68c35-20ce-477a-b216-0c781d43a8ca,21,metric,Cecile - Adsales Adhoc Analysis,advertising|finance,,,,,,,,,,,,1,,Unified Publication GL Code is a filter metric using direct_column calculation. measuring General Ledger code for unified publications. Used to filter data load datetime information.. from the Cecile - Adsales Adhoc Analysis dashboard.,General Ledger code for unified publications. Used to filter data load datetime information.,lookup values should use reference table,individual_metric,unified_publication_gl_code,Unified Publication GL Code,filter,direct_column,False,False,medium,finance,General Ledger code for unified publications. Used to filter data load datetime information.,t0.unified_publication_gl_code,0.0,1.0
a1b901e6-c4fb-44bc-955a-3d7070c15829_dashboard,a1b901e6-c4fb-44bc-955a-3d7070c15829,22,dashboard_summary,Revenue Movement,finance,8.0,6.0,mixed,transactional,ncau-data-newsquery-prd.asl_finance_derived.revenue_movement,2025-05-29 to 2025-06-23,6.0,1.0,6.0,2.0,12.0,6,3.0,Revenue Movement is a finance dashboard. containing 6 metrics. including 1 key performance indicators. with high analytical complexity. drawing from 1 data sources.,Contains 6 metrics. 1 are key performance indicators. primarily focused on revenue metrics.,Has 6 governance issues. 4 hardcoded variable issues. 2 hardcoded date issues.,dashboard_summary,,,,,,,,,,,,
a1b901e6-c4fb-44bc-955a-3d7070c15829_total_gross_amount_diff,a1b901e6-c4fb-44bc-955a-3d7070c15829,22,metric,Revenue Movement,finance,,,,,,,,,,,,0,,"Total Gross Amount Difference is a measure metric using sum calculation. classified as a key performance indicator. measuring The sum of the gross amount differences, representing the total revenue movement.. from the Revenue Movement dashboard.","The sum of the gross amount differences, representing the total revenue movement.",,individual_metric,total_gross_amount_diff,Total Gross Amount Difference,measure,sum,True,True,high,revenue,"The sum of the gross amount differences, representing the total revenue movement.",SUM(GROSS_AMOUNT_DIFF),0.0,1.0
a1b901e6-c4fb-44bc-955a-3d7070c15829_total_digital_gross_amount_diff,a1b901e6-c4fb-44bc-955a-3d7070c15829,22,metric,Revenue Movement,finance,,,,,,,,,,,,1,,Total Digital Gross Amount Difference is a measure metric using conditional_sum calculation. measuring The sum of gross amount differences specifically for 'DIGITAL' revenue types.. from the Revenue Movement dashboard.,The sum of gross amount differences specifically for 'DIGITAL' revenue types.,Hardcoded 'DIGITAL' value for revenue_type should be from a reference table.,individual_metric,total_digital_gross_amount_diff,Total Digital Gross Amount Difference,measure,conditional_sum,False,True,medium,revenue,The sum of gross amount differences specifically for 'DIGITAL' revenue types.,SUM(CASE WHEN revenue_type = 'DIGITAL' THEN GROSS_AMOUNT_DIFF ELSE 0 END),2.0,1.0
a1b901e6-c4fb-44bc-955a-3d7070c15829_total_print_gross_amount_diff,a1b901e6-c4fb-44bc-955a-3d7070c15829,22,metric,Revenue Movement,finance,,,,,,,,,,,,1,,Total Print Gross Amount Difference is a measure metric using conditional_sum calculation. measuring The sum of gross amount differences specifically for 'PRINT' revenue types.. from the Revenue Movement dashboard.,The sum of gross amount differences specifically for 'PRINT' revenue types.,Hardcoded 'PRINT' value for revenue_type should be from a reference table.,individual_metric,total_print_gross_amount_diff,Total Print Gross Amount Difference,measure,conditional_sum,False,True,medium,revenue,The sum of gross amount differences specifically for 'PRINT' revenue types.,SUM(CASE WHEN revenue_type = 'PRINT' THEN GROSS_AMOUNT_DIFF ELSE 0 END),2.0,1.0
