dashboard_id,dashboard_name,dashboard_description,total_source_metrics,total_consolidated_metrics,metric_complexity_score,governance_summary
858161fd-9f14-4882-b218-2190b7325229,REA/RCA Referral Report,"This dashboard provides an overview of traffic volume, specifically focusing on the total number of visits, for different entities or platforms related to 'REA' (likely Real Estate Australia) and 'RCA'. It serves as a referral report, analyzing traffic originating from or directed to these specific sources or destinations to understand overall user engagement and traffic flow across various segments.",2,1,1,"This dashboard exhibits a common governance issue where multiple metrics are defined with identical core SQL logic (`SUM(t0.visits)`), but are differentiated solely by their names, implying distinct filtering or segmentation. This indicates a lack of clear separation between a core metric definition and its application across different dimensions. Such redundancy can lead to increased maintenance overhead, potential inconsistencies if the core logic needs updating, and confusion for users regarding the true uniqueness of each metric. It highlights a need for standardizing core metric definitions and applying segmentation through dashboard filters or query parameters rather than creating distinct metric IDs for each segment."
b3eace25-3ec3-427a-839f-0639faf377ea,Regression Source Data Analysis,"This dashboard, named 'Regression Source Data Analysis', appears to focus on analyzing sales performance and temporal trends. It tracks total sales volume across various sales channels and mastheads, and includes metrics related to 'Year' and 'Week', likely for time-series analysis or identifying patterns over time. The 'Regression' in the name suggests its purpose might be to provide source data for statistical regression models or to analyze factors influencing sales.",6,3,5,"This dashboard exhibits several governance challenges. Firstly, there are multiple metrics (`Total Sales Volume by Sales Channel Level 5`, `Total Sales Volume by Sales Channel Level 4`, `Total Sales Volume by Masthead for 2025`) that share the exact same underlying `SUM(t0.Sales_volume)` logic, indicating a lack of metric standardization and potential redundancy. Secondly, the metric 'Total Sales Volume by Masthead for 2025' has a specific year in its name, but this filter is not reflected in its `metric_sql_core`, suggesting that critical filtering logic might be applied externally (e.g., dashboard filters) or is missing from the metric definition, leading to potential misinterpretation. Lastly, the metrics 'Sum of Year' and 'Sum of Week' perform `SUM` aggregations on temporal dimensions, which is an unusual calculation and likely lacks practical business utility, warranting a review of their intended purpose and correct aggregation method (e.g., `COUNT(DISTINCT Year)` or `MAX(Year)`)."
dc9bcf46-d0a0-4501-8eb6-607f061379d9,Looker workspace test ,"This dashboard appears to be designed for monitoring fundamental metadata and volume metrics of data assets within a data environment. It provides insights into the total number of schemas and the cumulative row count across tables, likely for data governance, resource management, or basic data quality checks within a Looker workspace.",2,2,1,"The dashboard currently contains a very limited set of metrics, making it difficult to identify widespread governance issues. However, the generic `COUNT(1)` for 'Count of Schemas' lacks explicit context, and the absence of source table information for all metrics represents a data lineage gap that should be addressed for proper data understanding and auditing."
464dbd27-97f1-4665-bd93-22b4e9520bfe,Audience Insights - Adds Performance - DRAFT,"This dashboard is designed to track and analyze new subscriber acquisitions, focusing on the performance of 'adds'. It currently presents variations of paying subscriber additions, likely segmented by different criteria such as exclusion of switches or specific mastheads, indicating a need for a consolidated base metric with applied dimensions.",2,1,1,"This dashboard exhibits a significant governance issue: two distinct metrics (`Paying Subscriber Adds (Excluding Switches)` and `Paying Subscriber Adds for TA Masthead`) share the exact same underlying SQL logic (`SUM(t0_subscription_details.detail_subscription_movement_count)`). This indicates a lack of metric standardization, where variations of a core metric are created by duplicating the base calculation rather than applying filters or dimensions to a single, well-defined 'golden' metric. The 'DRAFT' status of the dashboard further suggests an opportunity for early intervention to establish proper metric definitions and re-architect the dashboard to leverage a single, consolidated 'Subscriber Movement Count' metric, with variations handled by dashboard filters or segmentation."
57957536-505f-4507-8062-c7cbe7c46ecf,Verity 2.0 Pulse Check - Monthly v2,"This dashboard serves as a monthly pulse check for the 'Verity 2.0' system, focusing on key operational metrics related to user engagement and consumer activity. It tracks the total user base, net consumer additions/cancellations, and provides dimensional breakdowns by various mastheads, likely to assess platform performance and audience trends across different publications.",4,4,6,"This dashboard exhibits several areas for governance improvement. A primary concern is the reliance on generic column names (e.g., `clmn0_`, `clmn1_`, `clmn2_`, `clmn6_`) within the SQL logic, which significantly reduces readability, maintainability, and understanding without external documentation. Furthermore, the extensive use of hardcoded `CASE` statements for mapping masthead IDs and names introduces inflexibility; any changes to masthead definitions require direct SQL modification rather than data-driven updates. There's also a lack of clear distinction between quantitative metrics (counts, sums) and dimensional attributes (masthead mappings), which could lead to confusion in data interpretation and future metric development. Standardizing column names, externalizing lookup tables, and establishing clear metric type definitions are recommended."
0a4ccf98-dfe7-4bab-b2ed-e2a27ebd9588,Kidspot Daily Update,"This dashboard provides a daily snapshot of key performance indicators for 'Kidspot', focusing on website traffic and engagement. It tracks overall visit performance against predefined targets and monitors page views originating from social media channels.",2,2,3,"This dashboard provides a concise view of key web analytics. The `metric_sql_core` for 'Social Page Views' (`SUM(t0.page_views)`) does not explicitly include the 'social' filtering logic implied by its name. This suggests the filter is applied externally (e.g., at the dashboard or data source level), which could lead to ambiguity or hidden dependencies for new users or maintainers. Source table details are not directly available within the provided metric definitions, limiting full data lineage tracing."
73153654-dd99-4f67-839d-a986a52ca1e2,Monthly Executive Summary 2.0,"This dashboard provides a high-level executive summary of key audience performance metrics. It tracks total audience figures, analyzes month-over-month growth trends, and presents content rankings for both the current and previous periods, enabling stakeholders to quickly grasp audience engagement and content effectiveness over time.",8,7,5,"This dashboard exhibits clear governance issues, primarily the duplication of core metric logic (e.g., 'Total Audience' and 'Total Audience (Current)') under different names and IDs, leading to redundancy and potential confusion. There's also an instance of a hardcoded scaling factor in 'Audience Previous Month (Scaled)' which might indicate a need for clearer definition of base vs. derived metrics. The reliance on a generic 't0' alias without explicit table lineage within the metric definition could hinder data governance and discoverability."
0cbe9a87-5f64-4e05-b993-a508e98ecdcd,S+C morning health report,"This dashboard provides a daily operational overview, focusing on the aggregated performance targets assigned to various section teams. It serves as a 'health check' to monitor daily progress against established goals, likely for Sales & Customer Service or Supply Chain operations.",1,1,1,"Due to the limited number of metrics provided (only one), a comprehensive governance assessment is not possible. The single metric, 'Total Day Target by Section Team', is straightforward with a clear SUM aggregation. No immediate governance issues like ambiguous naming or redundant logic can be identified from this small sample."
b7e81310-51c9-4095-a2d9-7b1ad2e25504,Leader: My week last week,"This dashboard provides a weekly summary for a leader, focusing on key operational metrics from the previous week. It tracks the total number of events and specific user test records within the 'Verity' system, alongside the associated event dates, to provide an overview of recent activity and performance.",6,3,3,"This dashboard exhibits significant governance challenges, primarily stemming from widespread metric duplication and inconsistent naming conventions, as evidenced by the frequent use of '(Variant)' suffixes. The underlying SQL logic for counting (`COUNT(1)`) is generic and reused across distinct business contexts, suggesting a lack of specific metric definitions or reliance on external filtering. Furthermore, the absence of explicit source table information (GCP project, dataset, table) within the `metric_sql_core` (only aliases like 't0c1d1' are provided) makes data lineage and impact analysis difficult, hindering maintainability and trust in the data."
5515c1c6-18fe-449d-b621-d47631023320,Adpoint Line Items for Financial Accounting,"This dashboard is designed for financial accounting purposes, specifically focusing on line items from the Adpoint system. It provides key financial metrics such as total gross revenue (including adjustments) and total agency commission, alongside metadata like data load timestamps and temporal dimensions (calendar and financial months). Its primary purpose is to offer a consolidated view of revenue and commission figures, likely for reporting, reconciliation, or performance analysis within a financial context.",5,5,2,"This dashboard exhibits a low level of complexity with straightforward calculations. There are no direct opportunities for metric consolidation based on identical underlying SQL logic, as each `metric_sql_core` is distinct. However, minor governance improvements could be made in naming conventions (e.g., removing redundant 'Float' from month names and moving truncation details to descriptions) and reviewing the rationale for casting month numbers to FLOAT64, which is an unusual data type for such dimensions and could indicate a lack of clear data type strategy or specific downstream system requirement."
a07c3b8c-9aac-4462-8d22-f3c662016f59,Verity 2.0 The Weekend Australian Performance,"This dashboard monitors the performance of 'The Weekend Australian' publication within the 'Verity 2.0' system. It tracks key operational metrics such as user activity (e.g., page events, user tests) and progress against daily publication targets, providing insights into content delivery and user engagement.",3,3,2,"This dashboard exhibits common governance challenges, including the use of generic, non-descriptive column names (`clmn0_`) which hinders readability and maintainability. While 'Page Event Count' and 'Verity User Test Count' share the same underlying `COUNT(1)` SQL logic, their distinct business names suggest they track different entities, highlighting a need for clearer data source context or more specific SQL filtering to avoid ambiguity. Overall, there's an opportunity for improved data modeling and standardized metric definitions."
507bd07a-24bc-4402-ba8b-fcfbfac83996,Client Growth Dashboard FY25,"This dashboard provides a comprehensive overview of revenue performance for Fiscal Year 2025, segmented by revenue type (Digital and Print) and overall gross revenue. Its primary purpose is to track and analyze client growth from a financial perspective, identifying contributions from different revenue streams and their respective magnitudes.",6,3,3,"This dashboard exhibits significant governance issues, primarily characterized by metric duplication. Multiple metrics (`Total Gross Revenue`, `Print Revenue`) have identical underlying SQL logic but are defined as separate entities with different IDs and slightly varied names (e.g., 'Variant 2', 'Variant 3'). This redundancy leads to increased maintenance overhead, potential for inconsistencies if logic were to diverge, and a lack of a single source of truth for key business metrics. It strongly indicates a need for a centralized metric definition layer and stricter naming conventions to ensure data consistency and simplify future development."
db85d1ac-5987-469f-978a-5334af29f7aa,CodeLite Dashboard,"The CodeLite Dashboard appears to be focused on tracking key performance indicators related to customer engagement, marketing campaign effectiveness, and subscription lifecycle management. It provides insights into communication reach (sends, opens, clicks), customer retention (unsubscribes), and subscription activity (orders, movements), likely for a product or service with a subscription model.",6,6,2,"The dashboard metrics are distinct and do not exhibit redundancy in their underlying SQL logic, indicating a well-defined set of individual KPIs. The metrics are straightforward, primarily using simple aggregation functions (SUM, COUNT DISTINCT) on single columns. A minor governance consideration is the reliance on an aliased table (t0c0d1) without explicit full table paths (project.dataset.table) in the provided SQL, which would ideally be standardized for clearer data lineage and maintainability. No immediate issues with ambiguous naming or hardcoded logic were identified beyond the implicit table reference."
c9529742-6e47-4644-ae3e-87ace36730cc,Verity 2.0 CODE weekly report,"This dashboard provides a weekly performance overview for the 'Verity 2.0 CODE' initiative, focusing on the aggregated 'Day Target' metric, which tracks daily goals or achievements. It presents this key metric broken down by different organizational dimensions such as 'Publication Group' and 'Website' to offer varied perspectives on performance.",2,1,4,"This dashboard exhibits significant governance issues, primarily the use of generic and non-descriptive column names (`clmn0_`, `clmn1_`) in the underlying SQL, which hinders readability and maintainability. Furthermore, it defines separate metrics for what appears to be the same core measure ('Day Target') merely sliced by different dimensions ('Publication Group', 'Website'). This redundancy indicates a lack of clear distinction between measures and dimensions in metric definitions, leading to potential maintenance overhead and confusion. A standardized data dictionary and clear metric definitions are highly recommended."
34cd05a8-37bb-4a61-b1f5-c782a32bffb3,BAU Dashboard ,"This dashboard provides a high-level operational overview, focusing on key counts related to business-as-usual (BAU) activities. It tracks the number of unique organizational departments (L03), distinct projects, and individual Jira issues, likely to monitor workload, project scope, and issue resolution efforts.",4,3,2,"This dashboard exhibits a clear governance issue with duplicate metrics. Specifically, 'Number of Unique Jira Issues' appears twice with identical underlying SQL logic but different metric IDs and slightly varied names. This indicates a lack of standardization, potential for data inconsistency if logic were to diverge, and unnecessary maintenance overhead. There is a strong need for metric consolidation and a centralized definition process."
7b5f16b7-e7eb-4989-97fe-2a2e74100bfe,Weekly Marketing comms sends,"This dashboard provides a weekly overview of key performance indicators for marketing communication campaigns. It tracks essential metrics such as the total number of communications sent and delivered, engagement rates (unique opens and clicks), and audience retention (unsubscribes). The primary purpose is to assess the effectiveness and reach of marketing campaigns on a weekly basis.",8,7,1,"This dashboard exhibits a governance issue with duplicate metric definitions. Specifically, 'Total Unsubscribes' and 'Total Unsubscribes (Duplicate Alias)' point to the exact same underlying SQL logic. This indicates a lack of a centralized metric definition store or inconsistent naming conventions, leading to potential confusion, redundancy, and increased maintenance overhead. All metrics are simple aggregations (SUM) of single columns, suggesting a very basic level of data transformation and low analytical complexity."
ff079907-3cf6-4fa7-b16d-5a06d9900e92,Tech Platform Dashboard - Revenue (Prod),"This dashboard primarily focuses on tracking subscription acquisition and net subscriber growth across various product lines or customer segments (e.g., TAP Non-Paying, FNL Non-Paying, S&C Non-Paying). It provides insights into quarter-over-quarter and year-over-year changes in subscription metrics, likely used for performance monitoring, trend analysis, and revenue forecasting related to subscriber base expansion.",8,6,6,"This dashboard exhibits several governance challenges. There is significant duplication of underlying SQL logic, with multiple metrics differing only by implicit dimensions (e.g., 'TAP Non-Paying' vs 'FNL Non-Paying'). This indicates a lack of parameterized metrics and proper dimensional modeling. Furthermore, unit scaling factors (e.g., '/ 1000', '/ 1000000') are hardcoded directly into the SQL, which should ideally be handled at the presentation layer for flexibility and consistency. Inconsistent table aliasing (`t0` vs `a`/`c`) suggests disparate data sources or query patterns for related business concepts. Overall, the dashboard would benefit from standardization of base metrics, explicit dimensional filtering, and separation of presentation logic from core calculations."
a8f4530d-2788-4494-9ad2-73660bcd7c36,Audience Insights - Funnel Performance,"This dashboard, 'Audience Insights - Funnel Performance', is designed to provide key insights into the subscriber base. It likely tracks the total number of subscribers, potentially segmented by various audience attributes or channels (such as 'Masthead'), to understand audience growth, engagement, or retention within a funnel context.",3,2,2,"This dashboard exhibits significant data governance challenges. A critical issue is the reuse of the same `metric_id` (`t0_qt_z3a0v4mlhd`) for two distinct `metric_name`s ('Total Subscriber Count by Audience Segment' and 'Total Filtered Subscriber Count'), despite both having identical `metric_sql_core` (`SUM(clmn3_)`). This indicates a lack of unique identifier enforcement and leads to ambiguity regarding the true definition and purpose of the metric. Furthermore, the reliance on non-descriptive column names like `clmn3_` and `clmn4_` hinders understandability and maintainability, requiring external documentation for proper interpretation. This setup increases the risk of misinterpretation and inconsistent reporting."
f9ccd2b5-7e80-4e3f-a00a-770cd45b1441,Editorial AI | User Overview,"This dashboard provides a high-level overview of user engagement with an Editorial AI system, specifically focusing on the count of unique users interacting with the platform. Its primary purpose is to track the active user base.",1,1,1,"Based on the single metric provided, there are no immediate governance issues such as ambiguous naming or redundant logic. The metric definition is clear and straightforward. However, critical metadata such as the specific GCP project, dataset, and table for the source data is not included in the provided metric definition, which is essential for comprehensive data governance, lineage tracking, and understanding data dependencies."
a8fe6bb0-3cbf-4d6e-8838-fa6e6dce447f,Pacing Dashboard,"This dashboard provides a snapshot of key financial performance indicators, specifically focusing on net revenue. It enables users to track the current month's revenue pacing and compare net revenue against previous periods (month-over-month and year-over-year) to assess financial trends and progress towards targets.",4,3,7,"This dashboard exhibits significant governance issues primarily due to the pervasive use of hardcoded date values within its core metric calculations. This practice renders the dashboard static, requiring manual updates for each reporting period, and introduces a high risk of data staleness and maintenance burden. The consolidation strategy addresses this by either replacing hardcoded dates with dynamic `CURRENT_DATETIME()` functions for specific time-sensitive calculations (e.g., pacing) or by abstracting base metrics (e.g., Net Revenue) to allow for flexible, parameterized time-series comparisons at the reporting layer. This approach significantly improves maintainability, scalability, and reusability of the underlying data logic."
eda51dbb-3cc6-46c2-b1f7-8189b682760a,VERITY AT A GLANCE - [QLD REGIONAL WEEKLYVIEW ] Verity 2.0 - Prod - At-a-Glance,"This dashboard provides an 'at-a-glance' weekly overview for the Queensland (QLD) regional team, focusing on key performance indicators within the Verity 2.0 product environment. Its primary purpose appears to be tracking and monitoring daily website performance against predefined targets, offering a concise summary of progress towards digital engagement goals.",1,1,1,"Given the presence of only a single metric, no patterns of governance issues such as naming inconsistencies, redundant logic, or complex hardcoded values can be identified. The use of a generic table alias ('t0') without explicit table metadata in the provided metric definition suggests a potential area for improvement in metadata completeness for enhanced data lineage and understanding."
1091b278-b70b-40d5-af7b-5750a63c662d,Engagement: Subscriber Onboarding & In-Life Program Performance,"This dashboard provides key performance indicators related to subscriber engagement within marketing or communication programs. It tracks fundamental metrics such as the volume of communications sent, user interactions (clicks and opens), and negative actions (unsubscribes), offering insights into the effectiveness and reach of onboarding and ongoing subscriber lifecycle initiatives.",5,5,1,"The dashboard metrics are clearly defined and distinct, each representing a unique business concept (e.g., total clicks vs. unique clicks). All metrics utilize simple SUM aggregations on single columns, indicating a very low complexity level and straightforward data lineage. No immediate opportunities for consolidation based on redundant business logic were identified, suggesting a well-structured and atomic metric definition approach. The naming conventions are clear and consistent, contributing to good data governance."
bd697806-2124-441a-b991-fdf075461dbf,Genome - Herald Sun engagement,"This dashboard is designed to monitor key subscriber engagement metrics for Herald Sun, focusing on the overall subscriber base and various definitions of subscriber activity over a 28-day period. It provides insights into total subscriber counts, as well as different levels of subscriber engagement based on their activity frequency.",4,3,5,"This dashboard exhibits redundancy with two source metrics having identical core SQL logic for 'Total Subscriber Count', indicating a need for consolidation and standardization. The definitions for 'active' subscribers are specific and hardcoded (e.g., '> 0 active days', '= 4 active weeks'), which, while precise, require clear business documentation to avoid misinterpretation. A key governance gap identified is the absence of explicit source table (GCP project, dataset, table) information within the provided metric definitions, which is crucial for robust data lineage, impact analysis, and data quality management."
ec783355-ff58-423e-a8df-83c75e9f77b3,Verity 2.0 Townsville Bulletin : Sunrise Report (Click here to access the full report) ,"This dashboard, named 'Verity 2.0 Townsville Bulletin : Sunrise Report', appears to be a daily performance or target tracking report specifically for the 'Townsville Bulletin' publication. Based on the single metric 'C-Score Target Sum', its primary purpose is likely to monitor and report on the aggregate target value for a key performance indicator referred to as 'C-Score'. This 'C-Score' could represent content performance, audience engagement, or a compliance metric, providing a quick daily overview for stakeholders.",1,1,1,"Due to the limited input data (only one metric provided), no significant governance issues such as metric duplication, inconsistent naming, or complex logic were identified. The single metric is a straightforward aggregation. However, a key governance gap is the absence of explicit source table information within the metric definition, which is crucial for data lineage and understanding the data's origin. The 'source_tables' in the consolidated metric are inferred placeholders."
b8ff9b19-a3c3-4b05-a4a1-d6626d5783da,Verity 2.0: NSN Weekly Subs dashboard,"This dashboard is designed to monitor key daily targets related to NSN (Newspaper Subscription Network) weekly subscriptions within the 'Verity 2.0' system. It tracks specific daily goals across different organizational dimensions, such as 'Publication Group' and 'Website', and includes a 'C-Score Target', which likely represents a critical performance or quality metric. The dashboard's primary purpose is to provide a concise overview of progress against these defined daily targets, enabling stakeholders to assess performance and identify areas needing attention.",3,3,1,"The dashboard currently features three distinct metrics, each representing a simple sum aggregation of a unique column. Based on the provided `metric_sql_core` and distinct column names (`day_target_by_publication_group`, `day_target_website`, `c_score_target`), there are no immediate opportunities for consolidation into a single 'golden' metric, as each appears to track a fundamentally different business measure. The metrics are straightforward and clearly defined by their respective column names, indicating a very low complexity in their current implementation. No obvious governance issues such as ambiguous naming, hardcoded logic, or redundant calculations were identified within the provided metric definitions."
ef665693-433c-4236-8c1f-77174b969b2c,Audience Insights - Closing Base,"This dashboard provides key insights into the organization's subscriber base, focusing on the total number of subscribers and a specific subset of 'active' subscribers. It likely aims to track the overall audience size and engagement, potentially at the end of a reporting period ('Closing Base') and across different segments or platforms, such as a 'Digital Masthead'.",3,2,2,"This dashboard exhibits several governance challenges. Firstly, there is clear metric redundancy, with two distinct metric names ('Sum of Subscriber Count (Audience Segmented)' and 'Sum of Subscriber Count (Daily Snapshot)') sharing identical underlying SQL logic (`SUM(t0.subscriber_count)`). This indicates a lack of a single source of truth and potential confusion for users. Secondly, the naming conventions are inconsistent and context-dependent (e.g., 'Audience Segmented', 'Daily Snapshot', 'Digital Masthead' embedded in metric names), which should ideally be handled by dashboard filters or dimensions rather than creating separate metrics. Lastly, the provided `metric_sql_core` uses only table aliases (`t0`, `t0c0d1`) without mapping to actual table names, datasets, or GCP projects, which severely hinders data lineage tracking and understanding of the data's origin. This dashboard would benefit significantly from metric consolidation, standardized naming, and improved data lineage documentation."
45bc0813-2c47-4f36-bcac-ed638ce69ce2,Live Dashboard,"This dashboard appears to track a fundamental engagement metric related to video content, specifically focusing on the total number of times video media playback was initiated. It likely serves to monitor overall video consumption and user interaction.",1,1,1,"This dashboard contains a single metric. The SQL core for this metric uses a redundant double aggregation (`SUM(sum())`) which can be simplified to a single `SUM()`. A significant governance gap is the lack of explicit source table information (project, dataset, table name) in the provided metric definition, which hinders data lineage and understanding."
33b41b56-aab7-4a76-bb96-0c891b4b0a1f,Verity 2.0 Education: Sunrise Report,"This dashboard, named 'Verity 2.0 Education: Sunrise Report', is likely designed to provide a daily, early-morning overview of key operational targets within an educational context. Based on the single metric provided, its primary purpose appears to be tracking and reporting the total daily targets assigned to various sections or teams within the 'Verity 2.0 Education' program, enabling stakeholders to quickly assess daily goals and progress.",1,1,1,"Based on the extremely limited dataset (only one metric provided), no significant governance issues such as redundancy, inconsistent naming, or overly complex/hardcoded logic could be identified across multiple metrics. The single metric provided is straightforward and descriptively named. However, a comprehensive governance assessment would require a larger sample of metrics from the dashboard to identify patterns, potential areas for standardization, or data quality concerns. The explicit source table information (GCP project, dataset, table) for 't0' is not provided in the metric definition, which is a minor gap for explicit data lineage tracking."
3d2c67c3-cd34-4afb-ba2c-1c4dc2cd9e90,Engagement: NewsPass Turnaround Program Performance,"This dashboard is designed to monitor and evaluate the performance of the 'NewsPass Turnaround Program' by tracking key engagement metrics. It provides insights into subscription acquisition and retention (e.g., unique orders, subscription movements) as well as the effectiveness of newsletter campaigns (e.g., sends, opens, clicks, unsubscribes). The primary purpose is to assess user engagement and the success of initiatives aimed at improving NewsPass program performance.",7,7,3,"The dashboard metrics are generally well-defined and distinct, with no apparent redundancies in their underlying SQL logic. Each metric serves a unique business purpose. The SQL core uses simple aggregation functions (SUM, COUNT, COUNT DISTINCT) and a consistent table alias ('t0c0d1'), indicating a relatively straightforward data model. A minor governance improvement could involve providing explicit GCP project and dataset names for the source table 't0c0d1' to enhance data lineage clarity, as these are currently inferred or unknown from the provided metric definitions."
6f1c8731-02da-464f-b146-bf2947860735,Programmatic Sales_NQ Data,"This dashboard is designed to provide a high-level overview of key financial performance related to programmatic sales. Based on the single metric provided, its primary purpose is to track and report on the total gross revenue generated from these sales activities, likely serving as a foundational metric for sales performance monitoring.",1,1,1,"Based on the extremely limited input (a single, simple metric), no significant governance issues such as duplication, inconsistent naming, or overly complex logic can be identified. The existing metric is clearly named and its calculation is straightforward, indicating good initial clarity. However, a comprehensive governance assessment would require a larger set of metrics to identify patterns of consistency, data lineage, and potential redundancies."
f60ad8ef-829d-4363-b705-c60a305ec777,Verity 2.0 Herald Sun : PM Conference (Click here to access the full report) ,"This dashboard appears to be designed for performance monitoring and target tracking, specifically focusing on a 'C-Score' metric for the 'Herald Sun' publication. It likely provides an overview of key performance indicators relevant to a 'PM Conference', suggesting a focus on project management or post-mortem analysis related to the 'Verity 2.0' initiative.",1,1,1,"The dashboard currently contains only one metric, which is a simple aggregation. There are no 'governance_issue' fields provided in the input, so no specific issues can be identified from the provided data regarding naming conventions or hardcoded logic. However, the lack of detailed source table information (GCP project, dataset, table) for the metric's underlying data is a governance gap that should be addressed for better data lineage and understanding."
b6409a96-a733-4898-a32b-12372919adb7,SD and Z scores Metro,"This dashboard is designed to provide insights into user engagement and behavior, specifically focusing on 'active days' and 'subscriber' metrics, alongside their statistical deviations (Z-scores and standard deviations). It likely serves to monitor performance, identify trends, or detect anomalies related to user activity within a 'Metro' context, by aggregating counts and sums of key performance indicators and their variability measures.",15,10,4,"This dashboard exhibits significant metric duplication, with multiple metrics having identical SQL logic and names but distinct internal IDs. This indicates a lack of centralized metric definitions and poor adherence to a single source of truth, leading to redundancy and increased maintenance overhead. The presence of internal system identifiers (e.g., '_LEGO_', 'qt_') in metric IDs further suggests a need for improved naming conventions and a more robust metric governance framework to ensure consistency and maintainability."
e6db873d-657f-40e8-87a0-007d41f68a55,Verity 2.0 The Australian,"This dashboard, 'Verity 2.0 The Australian', likely serves as a key performance indicator (KPI) monitoring tool for 'The Australian' website. Its primary purpose appears to be tracking and reporting on the daily target performance for the website, indicating a focus on operational goals and target attainment for web traffic, content consumption, or other digital engagement metrics.",1,1,1,"Based on the single metric provided, the dashboard's logic appears straightforward and the metric name 'Sum of Daily Website Target' is clear and directly reflects its SQL core. With only one metric, it's not possible to identify broader governance issues such as naming inconsistencies, redundant metrics, or complex hardcoded logic across the dashboard. The current state suggests good clarity for this specific metric."
6ee6cea9-d444-437d-96c9-cf93a94aad6b,Verity - Prod - Newsroom display - The Chronicle,"This dashboard is designed for 'The Chronicle' newsroom, likely within a production environment ('Prod' and 'Newsroom display'). Its primary purpose is to monitor and display daily targets or goals related to content production or distribution. It provides insights into these targets, broken down by different organizational units (Publication Group) and digital channels (Website), enabling tracking of performance against established daily objectives.",2,2,2,"The dashboard contains two metrics that, while distinct in their underlying data columns (`day_target_by_publication_group` vs. `day_target_website`), share a very similar naming convention ('Day Target'). This could lead to ambiguity or confusion regarding their specific scope and purpose. While not directly consolidatable into a single SQL core due to distinct source columns, a governance recommendation would be to ensure clear, unambiguous naming and documentation for each 'Daily Target' variant to prevent misinterpretation and improve data literacy. The lack of explicit source table details (project, dataset, table) for 't0' also represents a governance gap."
c4796c36-94d3-4cbf-9762-4f2a492454bb,SVOC Customer Interaction draft analysis,"This dashboard is designed to provide a preliminary analysis of customer interactions, focusing on various aspects such as interaction types (e.g., inbound calls, self-service), outcomes (e.g., 'Pause'), origins, and the specific flows customers navigate. Its primary purpose is to quantify different facets of customer engagement to identify trends, pain points, or areas for improvement within customer service operations.",6,1,2,"This dashboard exhibits a significant governance issue where highly specific business questions (e.g., 'Count of Inbound Call CVM Offer Accepted Interactions') are defined as distinct metrics, despite sharing identical core SQL logic (`COUNT(1)`). This leads to metric proliferation, potential redundancy, and makes it difficult to understand the underlying data model and filtering applied. The use of duplicate `metric_id`s for different business contexts further indicates a lack of a clear, standardized metric definition layer, suggesting that filtering and grouping logic is implicitly handled outside the core metric definition, which hinders reusability and governance. Furthermore, explicit source table information (GCP project, dataset, and specific table name) is missing from the provided metric definitions, which is crucial for data lineage and robust governance."
705edcb5-737a-4600-b1a7-11870177f97a,Programmatic Impact Reporting,"This dashboard is designed to provide insights into programmatic advertising performance. It focuses on key dimensions such as the advertiser name and the calendar month, likely to enable analysis of impact over time and across different advertisers. It serves as a foundational view for understanding who is driving impact and when.",2,2,1,"Based on the extremely limited set of metrics provided, no significant governance issues are immediately apparent. The metrics are simple direct column references, one with a safe type cast, indicating straightforward data access. There are no complex calculations, ambiguous naming, or redundant definitions to address within this small sample. Further analysis with a larger metric set would be required to identify potential governance challenges."
f9b52275-5924-4afb-8222-2c55854183ba,Finance Health - Check,"This dashboard provides a high-level overview of the operational health and activity within financial data systems. It tracks the total number of monitored data tables, the subset of those tables deemed healthy or with minor alerts, and a key financial circulation volume. Its primary purpose is to offer a quick health check on data integrity and system performance relevant to financial operations.",3,3,3,"This dashboard exhibits significant governance issues primarily due to the use of ambiguous, generic column names (`clmn0_`, `clmn1_`, `clmn2_`) in its metric definitions. This practice severely hinders understanding, maintainability, and data lineage tracking. There is also a complete lack of explicit source table information, making it difficult to ascertain the data origin. While the metrics themselves are simple aggregations, the poor naming conventions necessitate a thorough review and standardization of underlying data models to improve clarity, reliability, and overall data governance."
a982df7c-f75a-4f0e-bd2a-da716941d156,Verity 2.0 - CODE No Bs,"This dashboard provides a comprehensive overview of subscriber metrics, focusing on total subscriber counts, various definitions of active subscribers (daily and weekly highly engaged), and tracking subscriber growth and movement. It aims to offer insights into the subscriber base size, engagement levels, and changes over time, likely for performance monitoring and strategic decision-making related to user base health.",6,5,6,"This dashboard exhibits some naming inconsistencies and SQL duplication, particularly for total subscriber counts, which could lead to confusion and maintenance overhead. While specific activity metrics are well-defined, the use of generic table aliases (`t0`, `t0c1d0`) obscures immediate data lineage. Standardization of metric definitions and naming conventions is recommended for improved clarity and scalability. The presence of highly specific activity definitions (e.g., '28 days active for 28 days') suggests a need for clear business definitions and potentially parameterized metrics for broader applicability."
ae3044ce-064d-4d74-90fc-2cf45afa04ee,Verity 2.0 - Collection History - Network Audience,"This dashboard appears to provide historical insights into content collections, focusing on their ingestion process and unique identification within a network audience context. It tracks key identifiers for content and content references, along with the precise date of collection ingestion.",4,3,4,"This dashboard exhibits a clear governance issue with the duplication of the 'Collection Ingestion Date' metric, which has identical underlying SQL logic but is presented with two different aliases. This indicates a lack of standardization in metric definition and naming conventions, leading to redundancy and potential confusion. Additionally, the use of generic table aliases (t0, t0_contentreferences) without explicit table, dataset, and project information hinders traceability and maintainability, suggesting a need for improved data lineage documentation."
