interaction_type,primary_metric,related_metrics,relationship_description,mathematical_formula,business_validation,validation_sql,relationship_strength,business_impact,response_id,dashboard_id,related_metrics_count,related_metrics_text
mathematical_relationship,cy_gross_revenue_thousands,['cy_gross_revenue'],Current Year Gross Revenue (Thousands) is derived by dividing Current Year Gross Revenue by 1000.,cy_gross_revenue_thousands = cy_gross_revenue / 1000,Ensures consistency in reporting units across different dashboard components.,SELECT SUM(cy_gross_revenue_thousands * 1000) = SUM(cy_gross_revenue) FROM ( /* primary_analysis_sql CTEs */ ),strong,high,25,1a5f7b4e-ea3a-46e4-8b77-b428f4178510,1,cy_gross_revenue
filter_impact,ly_gross_revenue_conditional_date,"['ly_gross_revenue', 'fix_date_lod']","LY Gross Revenue (Conditional Date) is a subset of LY Gross Revenue, further filtered by specific conditions related to advertiser_parent, revenue types, sales segments, and a hardcoded date reference. It depends on the `fix_date_lod` calculation.",ly_gross_revenue_conditional_date <= ly_gross_revenue,"This metric provides a more granular view of LY revenue for specific business cases, highlighting the impact of the complex date and segment filters.",SELECT SUM(ly_gross_revenue_conditional_date) <= SUM(ly_gross_revenue) FROM ( /* primary_analysis_sql CTEs */ ),strong,medium,25,1a5f7b4e-ea3a-46e4-8b77-b428f4178510,2,"ly_gross_revenue, fix_date_lod"
hierarchical,sales_group,"['ly_gross_revenue', 'cy_gross_revenue', 'pipeline', 'target']",Sales Group ('MRCA' or 'Client') is a primary dimension by which all revenue and sales-related metrics are aggregated and analyzed.,N/A,Allows for performance comparison between different sales segments.,"SELECT Sales_Group, SUM(ly_gross_revenue), SUM(cy_gross_revenue) FROM ( /* primary_analysis_sql CTEs */ ) GROUP BY Sales_Group",strong,high,25,1a5f7b4e-ea3a-46e4-8b77-b428f4178510,4,"ly_gross_revenue, cy_gross_revenue, pipeline, target"
hierarchical,advertiser_parent,"['ly_gross_revenue', 'cy_gross_revenue']",Advertiser Parent is another key dimension used for aggregating and analyzing gross revenue metrics.,N/A,Enables analysis of revenue contribution by major advertiser groups.,"SELECT advertiser_parent, SUM(ly_gross_revenue), SUM(cy_gross_revenue) FROM ( /* primary_analysis_sql CTEs */ ) GROUP BY advertiser_parent",strong,medium,25,1a5f7b4e-ea3a-46e4-8b77-b428f4178510,2,"ly_gross_revenue, cy_gross_revenue"
dependency,customer_status_full,"['last_year_lgr', 'this_year_lgr']","Customer Status Full is derived directly from Last Year's Gross Revenue (LGR) and This Year's Gross Revenue (LGR) for each advertiser group, based on predefined thresholds.","IF (@customer_retention_type = '1', 'All', CASE WHEN LY_LGR <= 1 AND TY_LGR > 1 THEN 'NEW BUSINESS' ... END)","This relationship is critical for segmenting customers based on their revenue performance over time, enabling targeted retention and acquisition strategies.",See `dataset_analysis.business_rules_sql` for validation of this logic.,strong,high,26,155c4518-72bf-4309-a0e9-240dd564f421,2,"last_year_lgr, this_year_lgr"
filter_impact,blank_portfolio_flag,"['gross_revenue_amount_base', 'target_base']","The Blank Portfolio Flag is calculated based on the summed gross revenue and target for a portfolio. It is then used as a filter to 'include' or 'exclude' portfolios from the dashboard, effectively removing those with negligible activity.","IF (SUM(gross_revenue_amount / 1000) > 0.01 OR SUM(gross_revenue_amount / 1000) < -0.01 OR SUM(IF(relative_fy_year_offset = 0, target, null)) != 0, 'include', 'exclude')","Ensures that the dashboard focuses on relevant portfolios, improving data signal-to-noise ratio for analysis.","SELECT blank_portfolio_flag, COUNT(*) FROM (/* primary_analysis_sql CTEs up to CalculatedFields */) GROUP BY blank_portfolio_flag;",strong,medium,26,155c4518-72bf-4309-a0e9-240dd564f421,2,"gross_revenue_amount_base, target_base"
mathematical_relationship,current_year_q1_revenue_k,['gross_revenue_amount_base'],"Current Year Q1 Revenue (K) is a filtered sum of the base gross revenue amount, divided by 1000, specifically for the current fiscal year's first quarter.",SUM(gross_revenue_amount_base / 1000) WHERE relative_fy_year_offset = 0 AND relative_fy_quarter_offset = 0,"Provides a standardized view of revenue in thousands for a specific period, facilitating comparisons.","SELECT SUM(CASE WHEN relative_fy_year_offset = 0 AND relative_fy_quarter_offset = 0 THEN SAFE_DIVIDE(gross_revenue_amount, 1000) ELSE NULL END) FROM `ncau-data-newsquery-prd`.asl_finance_derived.adsales_performance WHERE SAFE_CAST(financial_date AS DATE) >= DATE_SUB(CURRENT_DATE(), INTERVAL 1 YEAR);",strong,high,26,155c4518-72bf-4309-a0e9-240dd564f421,1,gross_revenue_amount_base
mathematical_relationship,previous_year_q4_revenue_k,['gross_revenue_amount_base'],"Previous Year Q4 Revenue (K) is a filtered sum of the base gross revenue amount, divided by 1000, specifically for the previous fiscal year's fourth quarter.",SUM(gross_revenue_amount_base / 1000) WHERE relative_fy_year_offset = -1 AND relative_fy_quarter_offset = -4,Enables direct comparison of revenue performance against the prior year's closing quarter.,"SELECT SUM(CASE WHEN relative_fy_year_offset = -1 AND relative_fy_quarter_offset = -4 THEN SAFE_DIVIDE(gross_revenue_amount, 1000) ELSE NULL END) FROM `ncau-data-newsquery-prd`.asl_finance_derived.adsales_performance WHERE SAFE_CAST(financial_date AS DATE) >= DATE_SUB(CURRENT_DATE(), INTERVAL 2 YEAR);",strong,high,26,155c4518-72bf-4309-a0e9-240dd564f421,1,gross_revenue_amount_base
mathematical_relationship,current_year_target_k,['target_base'],"Current Year Target (K) is a filtered sum of the base target amount, divided by 1000, specifically for the current fiscal year's first quarter.",SUM(target_base / 1000) WHERE relative_fy_quarter_offset = 0,"Provides a standardized view of target in thousands for the current period, facilitating attainment analysis.","SELECT SUM(CASE WHEN relative_fy_quarter_offset = 0 THEN SAFE_DIVIDE(target, 1000) ELSE NULL END) FROM `ncau-data-newsquery-prd`.asl_finance_derived.adsales_performance WHERE SAFE_CAST(financial_date AS DATE) >= DATE_SUB(CURRENT_DATE(), INTERVAL 1 YEAR);",strong,high,26,155c4518-72bf-4309-a0e9-240dd564f421,1,target_base
filter_impact,unique_subscribers,"['total_unique_acquisitions', 'unique_acquisitions_by_source_masthead']","The 'Unique Subscribers' dimension acts as a filter for the acquisition metrics, allowing the dashboard user to narrow down the analysis to specific subscribers. The original query for 'unique_acquisitions_by_source_masthead' shows a hardcoded subscriber ID, indicating this filtering capability.",N/A (filter),"Ensures that acquisition metrics can be analyzed for specific customer segments or individual customers, which is crucial for targeted marketing or customer service insights.","SELECT COUNT(DISTINCT subscription_id_src) FROM `ncau-data-newsquery-prd.prstn_consumer_views.v_subscription_movement` WHERE subscriber_id_src = 2452260 AND masthead = 'SC' AND subscription_movement_count_type = 'acquisition' AND movement_datetime >= DATE '2024-07-01' AND movement_datetime < DATETIME_ADD(DATE '2024-08-19', INTERVAL 1 DAY);",strong,high,27,6e8b534b-485a-48dd-842d-13dc6bebb01a,2,"total_unique_acquisitions, unique_acquisitions_by_source_masthead"
hierarchical,total_unique_acquisitions,['unique_acquisitions_by_source_masthead'],"The 'Unique Subscriptions Acquired by Source Masthead' metric represents a breakdown of the 'Total Unique Subscriptions Acquired' by a specific dimension (source masthead code) and with additional, more granular filters (rate plan, specific subscriber). It's a subset analysis.",SUM(unique_acquisitions_by_source_masthead) <= total_unique_acquisitions (equality holds if all filters are removed from the breakdown metric),Allows for understanding the contribution of different acquisition channels/sources to the overall acquisition numbers. The specific filters in the original query suggest a deep dive into particular campaigns or customer segments.,"WITH all_acq AS (SELECT COUNT(DISTINCT subscription_id_src) AS total FROM `ncau-data-newsquery-prd.prstn_consumer_views.v_subscription_movement` WHERE masthead = 'SC' AND subscription_movement_count_type = 'acquisition' AND movement_datetime >= DATE '2024-07-01' AND movement_datetime < DATETIME_ADD(DATE '2024-08-19', INTERVAL 1 DAY)), specific_acq AS (SELECT COUNT(DISTINCT subscription_id_src) AS specific FROM `ncau-data-newsquery-prd.prstn_consumer_views.v_subscription_movement` WHERE masthead = 'SC' AND subscription_movement_count_type = 'acquisition' AND movement_datetime >= DATE '2024-07-01' AND movement_datetime < DATETIME_ADD(DATE '2024-08-19', INTERVAL 1 DAY) AND sold_in_rate_plan_code IN ('SC_SDO_AP24AM12', 'SC_SDO_AP20AM12') AND subscriber_id_src = 2452260 AND SUBSTR(sold_in_source_code, 1, 2) IN ('CS')) SELECT (SELECT total FROM all_acq) AS overall_acquisitions, (SELECT specific FROM specific_acq) AS specific_filtered_acquisitions;",strong,high,27,6e8b534b-485a-48dd-842d-13dc6bebb01a,1,unique_acquisitions_by_source_masthead
filter_impact,paid_impressions_sum,"['revenue_gross_sum', 'advertiser_dimension', 'transaction_type_dimension', 'calendar_month_truncated_dimension']","Paid Impressions and Gross Revenue are filtered by specific Advertiser, Transaction Type, and Calendar Month. This defines the scope of the reported metrics.",,Ensures that the reported impressions and revenue pertain only to 'Guaranteed' transactions for 'Chemist Warehouse *' in June 2025.,"SELECT COUNT(*) FROM `ncau-data-newsquery-prd.prstn_advertising.programmatic_cal_month` WHERE TransactionType = 'Guaranteed' AND Advertiser = 'Chemist Warehouse *' AND SAFE_CAST(DATETIME_TRUNC(SAFE_CAST(DATE(CalendarYear, CalendarMonth, 1) AS DATETIME), MONTH) AS DATE) = DATE '2025-06-01' LIMIT 1;",strong,high,28,87651b69-c43e-471f-9c4b-98df1208a844,4,"revenue_gross_sum, advertiser_dimension, transaction_type_dimension, calendar_month_truncated_dimension"
mathematical_relationship,revenue_gross_sum,['paid_impressions_sum'],Gross Revenue and Paid Impressions are often used together to calculate efficiency metrics like eCPM (effective Cost Per Mille/Thousand Impressions).,eCPM = (RevenueGross_Sum / PaidImpressions_Sum) * 1000,"eCPM provides insight into the revenue generated per thousand impressions, indicating campaign efficiency.","SELECT SAFE_DIVIDE(SUM(SAFE_CAST(RevenueGross AS NUMERIC)), SUM(SAFE_CAST(PaidImpressions AS NUMERIC))) * 1000 AS eCPM FROM `ncau-data-newsquery-prd.prstn_advertising.programmatic_cal_month` WHERE TransactionType = 'Guaranteed' AND Advertiser = 'Chemist Warehouse *' AND SAFE_CAST(DATETIME_TRUNC(SAFE_CAST(DATE(CalendarYear, CalendarMonth, 1) AS DATETIME), MONTH) AS DATE) = DATE '2025-06-01' LIMIT 1;",strong,high,28,87651b69-c43e-471f-9c4b-98df1208a844,1,paid_impressions_sum
mathematical_relationship,net_volume_actual_vs_budget_past_weeks,"['actual_volume', 'budget_volume_past_weeks']",Net Volume is calculated as Actual Volume minus Budget Volume for past weeks.,net_volume_actual_vs_budget_past_weeks = actual_volume - budget_volume_past_weeks,"This relationship quantifies the variance from the budget, indicating over or under performance.",SELECT SUM(volume - (CASE WHEN (relative_fisc_week_number < 0) THEN Budget_Volume ELSE NULL END)) = SUM(volume) - SUM(CASE WHEN (relative_fisc_week_number < 0) THEN Budget_Volume ELSE NULL END) FROM `ncau-data-newsquery-prd.asl_finance.v_asl_FCT_finance_os_aggregated` WHERE upper(os_level_6) = 'CIRCULATION' AND gl_hierarchy_code = 'FY2025' AND SAFE_CAST(fiscal_week_id AS STRING) LIKE '2025%',strong,high,29,6a26c78f-0070-4fb3-88b8-691ee4a4485a,2,"actual_volume, budget_volume_past_weeks"
filter_impact,actual_amount,"['channel_group', 'standardized_publication_name_v3_q2']",Actual Amount (and other Query 2 metrics) are filtered specifically for 'Retail' channel group and non-null standardized publication names.,N/A,"This ensures that the reported financial metrics are specific to the retail channel, which is a critical business segment.","SELECT COUNT(*) FROM `ncau-data-newsquery-prd.asl_finance.v_asl_FCT_finance_os_aggregated` AS os LEFT JOIN `ncau-data-newsquery-prd.asl_finance.v_asl_DIM_os_publication_hierachy` AS pub ON os.gl_publication_code = pub.publication_code WHERE (CASE WHEN (os.os_level_10 IN ('Airlines', 'Hotels', 'Other Alternate', 'Other Alternate Channels')) THEN 'Alternative Channels' WHEN (os.os_level_10 IN ('Petrol and Convenience')) THEN 'Convenience Stores / Service Stations' WHEN (os.os_level_10 IN ('Agent & Dist')) THEN 'Newsagencies' WHEN (os.os_level_10 IN ('Home Delivery', 'Roadside Delivery', 'Unspecified Print Sub')) THEN 'Subscriptions' WHEN (os.os_level_10 IN ('Supermarkets')) THEN 'Supermarkets' ELSE 'Unspec Channel' END) = 'Retail' AND (CASE WHEN (CASE WHEN (os.gl_publication_code = 'Post Courier') THEN 'PNG' ELSE pub.publication_name END IN ('Advertiser', 'Sunday Mail (SA)')) THEN 'The Advertiser' WHEN (CASE WHEN (os.gl_publication_code = 'Post Courier') THEN 'PNG' ELSE pub.publication_name END IN ('Weekly Times')) THEN 'Weekly Times' WHEN (CASE WHEN (os.gl_publication_code = 'Post Courier') THEN 'PNG' ELSE pub.publication_name END IN ('Herald Sun', 'Sunday Herald Sun')) THEN 'The Herald Sun' WHEN (CASE WHEN (os.gl_publication_code = 'Post Courier') THEN 'PNG' ELSE pub.publication_name END IN ('The Daily Telegraph', 'The Sunday Telegraph')) THEN 'The Daily Telegraph' WHEN (CASE WHEN (os.gl_publication_code = 'Post Courier') THEN 'PNG' ELSE pub.publication_name END = 'Toowoomba') THEN 'The Chronicle' WHEN (CASE WHEN (os.gl_publication_code = 'Post Courier') THEN 'PNG' ELSE pub.publication_name END = 'Townsville Bulletin') THEN 'Townsville Bulletin' WHEN (CASE WHEN (os.gl_publication_code = 'Post Courier') THEN 'PNG' ELSE pub.publication_name END = 'Gold Coast Bulletin') THEN 'GCB' WHEN (CASE WHEN (os.gl_publication_code = 'Post Courier') THEN 'PNG' ELSE pub.publication_name END = 'Geelong Advertiser') THEN 'Geelong Advertiser' WHEN (CASE WHEN (os.gl_publication_code = 'Post Courier') THEN 'PNG' ELSE pub.publication_name END = 'Cairns Post') THEN 'Cairns Post' WHEN (CASE WHEN (os.gl_publication_code = 'Post Courier') THEN 'PNG' ELSE pub.publication_name END = 'Sunshine Coast') THEN 'Sunshine Coast' WHEN (CASE WHEN (os.gl_publication_code = 'Post Courier') THEN 'PNG' ELSE pub.publication_name END IN ('Courier Mail', 'Sunday Mail (QLD)')) THEN 'Courier Mail' WHEN (CASE WHEN (os.gl_publication_code = 'Post Courier') THEN 'PNG' ELSE pub.publication_name END IN ('Mercury', 'Sunday Tasmanian')) THEN 'Mercury' WHEN (CASE WHEN (os.gl_publication_code = 'Post Courier') THEN 'PNG' ELSE pub.publication_name END IN ('Sunday Territorian', 'NT News')) THEN 'Northern Territory News' WHEN (CASE WHEN (os.gl_publication_code = 'Post Courier') THEN 'PNG' ELSE pub.publication_name END = 'Mackay') THEN 'Daily Mercury' ELSE NULL END) IS NOT NULL LIMIT 100",strong,high,29,6a26c78f-0070-4fb3-88b8-691ee4a4485a,2,"channel_group, standardized_publication_name_v3_q2"
hierarchical,publication_state_group,['standardized_publication_name'],Standardized Publication Name rolls up into Publication State Group.,N/A,This hierarchy allows for analysis from individual publication level up to state/regional level.,"SELECT DISTINCT standardized_publication_name_q1, publication_state_group_q1 FROM Derived_Columns WHERE standardized_publication_name_q1 IS NOT NULL AND publication_state_group_q1 IS NOT NULL LIMIT 100",strong,medium,29,6a26c78f-0070-4fb3-88b8-691ee4a4485a,1,standardized_publication_name
dependency,final_volume_metric_1,"['selected_volume_metric', 'publication_group_q2', 'weeks_26_or_40_flag_q2', 'is_aus_or_cm_flag_q2', 'day_of_week_group_q2', 'standardized_publication_name_v2_q2']","Final Volume Metric 1 is a complex calculation that depends on multiple flags, publication types, and day-of-week groupings, applying different division factors (6 or 7) and multipliers (5) based on these conditions.","Complex conditional logic involving SAFE_DIVIDE and multiplication, as detailed in the metric's SQL logic.","This metric provides a highly tailored view of volume, likely reflecting specific business rules for different publication categories and reporting periods (e.g., 6-day vs 7-day publications, special calculations for Sportsman/Weekly Times).",SELECT SUM(final_volume_metric_1) FROM Final_Metrics WHERE final_volume_metric_1 IS NOT NULL LIMIT 1,strong,high,29,6a26c78f-0070-4fb3-88b8-691ee4a4485a,6,"selected_volume_metric, publication_group_q2, weeks_26_or_40_flag_q2, is_aus_or_cm_flag_q2, day_of_week_group_q2, standardized_publication_name_v2_q2"
dependency,final_volume_metric_2,"['selected_volume_metric', 'publication_group_q2', 'is_australian_q2', 'is_courier_mail_q2', 'day_of_week_group_q2', 'standardized_publication_name_v2_q2', 'adjusted_week_diff_final_q2']","Final Volume Metric 2 is another complex calculation, similar to Final Volume Metric 1 but with variations in its conditional logic and division factors, also depending on publication types, day-of-week, and an adjusted week difference.","Complex conditional logic involving SAFE_DIVIDE and multiplication, as detailed in the metric's SQL logic.","This metric likely serves a similar purpose to Final Volume Metric 1 but for a slightly different set of business rules or reporting requirements, providing another tailored view of volume.",SELECT SUM(final_volume_metric_2) FROM Final_Metrics WHERE final_volume_metric_2 IS NOT NULL LIMIT 1,strong,high,29,6a26c78f-0070-4fb3-88b8-691ee4a4485a,7,"selected_volume_metric, publication_group_q2, is_australian_q2, is_courier_mail_q2, day_of_week_group_q2, standardized_publication_name_v2_q2, adjusted_week_diff_final_q2"
filter_impact,advertiser_name,['portfolio_conformed_name_sync'],"The list of `advertiser_name` values displayed in a filter/dropdown is constrained by the selected `portfolio_conformed_name_sync` values. Specifically, only advertisers belonging to the hardcoded list of portfolios are shown.",N/A,"This interaction ensures that users can narrow down the list of advertisers to those relevant to specific, pre-defined portfolios.","SELECT
  COUNT(DISTINCT t0.advertiser_name) AS filtered_advertiser_count
FROM `ncau-data-newsquery-prd.asl_finance_derived.adsales_performance` AS t0
WHERE t0.portfolio_conformed_name_sync IN ('GAD RAM A1', 'HBT RAM A1', 'VIC DIRECT A7', 'VIC DIRECT A8', 'VIC DIRECT A9');",strong,high,30,80ca81f3-0671-40ef-a0a9-825a1580ca1b,1,portfolio_conformed_name_sync
dependency,current_fy_gross_revenue,"['gross_revenue_amount', 'relative_fy_year_offset']","Current FY Gross Revenue is a conditional sum of gross_revenue_amount, filtered by relative_fy_year_offset being 0 (current financial year).","Current_FY_Gross_Revenue = SUM(IF(relative_fy_year_offset = 0, gross_revenue_amount, 0))","Ensures that only revenue from the current financial year contributes to this metric, allowing for accurate year-to-date performance tracking.","SELECT 
  SUM(CASE WHEN relative_fy_year_offset = 0 THEN SAFE_CAST(gross_revenue_amount AS NUMERIC) ELSE 0 END) AS current_fy_gross_revenue_check,
  SUM(SAFE_CAST(gross_revenue_amount AS NUMERIC)) AS total_gross_revenue_for_fy0_check
FROM 
  `ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client_weekly`
WHERE 
  relative_fy_year_offset = 0 
  AND UPPER(IFNULL(revenue_transaction_status, 'XXX')) IN ('BILLED', 'BOOKED')
LIMIT 1;",strong,high,31,8956e94b-f6d1-46a3-9c7f-87a91fbe98b5,2,"gross_revenue_amount, relative_fy_year_offset"
dependency,current_fy_pipeline,"['pipeline', 'relative_fy_year_offset']","Current FY Pipeline is a conditional sum of pipeline, filtered by relative_fy_year_offset being 0 (current financial year).","Current_FY_Pipeline = SUM(IF(relative_fy_year_offset = 0, pipeline, 0))","Ensures that only pipeline from the current financial year contributes to this metric, allowing for accurate current year forecasting.","SELECT 
  SUM(CASE WHEN relative_fy_year_offset = 0 THEN SAFE_CAST(pipeline AS NUMERIC) ELSE 0 END) AS current_fy_pipeline_check,
  SUM(SAFE_CAST(pipeline AS NUMERIC)) AS total_pipeline_for_fy0_check
FROM 
  `ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client_weekly`
WHERE 
  relative_fy_year_offset = 0 
  AND UPPER(IFNULL(revenue_transaction_status, 'XXX')) IN ('BILLED', 'BOOKED')
LIMIT 1;",strong,high,31,8956e94b-f6d1-46a3-9c7f-87a91fbe98b5,2,"pipeline, relative_fy_year_offset"
filter_impact,total_gross_revenue_amount,"['total_pipeline_amount', 'current_fy_gross_revenue', 'current_fy_pipeline']","All primary revenue and pipeline metrics are subject to a common set of filters on financial year offset, transaction status, style name, publishing division, and specific publication rules.",N/A (filter application),"These filters define the scope of 'valid' revenue and pipeline data for reporting, ensuring consistency across all related metrics.","SELECT 
  COUNT(*) as total_records_filtered,
  SUM(SAFE_CAST(gross_revenue_amount AS NUMERIC)) as filtered_gross_revenue,
  SUM(SAFE_CAST(pipeline AS NUMERIC)) as filtered_pipeline
FROM 
  `ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client_weekly`
WHERE
  relative_fy_year_offset IN (-1, 0, 1) AND UPPER(IFNULL(revenue_transaction_status, 'XXX')) IN ('BILLED',
    'BOOKED') AND UPPER(IFNULL(style_name, 'XXX')) <> 'ROP COMPOSITE' AND UPPER(IFNULL(source_publishing_division,
      'XXX')) <> 'MEDIUM RARE CONTENT AGENCY' AND (UPPER(IFNULL(publication_name, 'XXX')) NOT LIKE 'SUDDENLY%' OR
  (UPPER(publication_name) LIKE 'SUDDENLY%' AND account_number IN ('17114', '29172', '52809')))
LIMIT 1;",strong,high,31,8956e94b-f6d1-46a3-9c7f-87a91fbe98b5,3,"total_pipeline_amount, current_fy_gross_revenue, current_fy_pipeline"
dependency,ty_spend_k,"['spend_k', 'ty_ly_embed']",TY Spend ('000) is calculated by summing Spend ('000) only for records identified as 'This Year' by the `ty_ly_embed` logic.,TY_Spend_K = SUM(Spend_K WHERE ty_ly_embed = 'ty'),Ensures that current period performance is accurately aggregated based on the chosen time comparison method.,SELECT SUM(CASE WHEN ty_ly_embed = 'ty' THEN Spend_K ELSE 0 END) AS calculated_ty_spend_k FROM primary_analysis_sql_cte_output;,strong,high,32,601ed0d2-e944-4189-8170-d593c8e72026,2,"spend_k, ty_ly_embed"
dependency,ly_spend_k,"['spend_k', 'ty_ly_embed']",LY Spend ('000) is calculated by summing Spend ('000) only for records identified as 'Last Year' by the `ty_ly_embed` logic.,LY_Spend_K = SUM(Spend_K WHERE ty_ly_embed = 'ly'),Ensures that historical period performance is accurately aggregated for comparison.,SELECT SUM(CASE WHEN ty_ly_embed = 'ly' THEN Spend_K ELSE 0 END) AS calculated_ly_spend_k FROM primary_analysis_sql_cte_output;,strong,high,32,601ed0d2-e944-4189-8170-d593c8e72026,2,"spend_k, ty_ly_embed"
filter_impact,ty_spend_k,"['portfolio_parent_group_name', 'calendar_quarter', 'advertiser']","The `TY_Spend_K` (and other spend metrics) are filtered by specific values of `portfolio_parent_group_name`, `Calendar_Quarter`, and a long list of `Advertiser` names. These filters significantly narrow down the dataset for analysis.",N/A (filtering),"These filters define the specific segments of advertising spend being analyzed (e.g., 'KEY ACCOUNTS TRAVEL' in Q2, or specific government advertisers).",SELECT COUNT(*) FROM primary_analysis_sql_cte_output WHERE portfolio_parent_group_name = 'KEY ACCOUNTS TRAVEL' AND Calendar_Quarter = 'Q2';,strong,high,32,601ed0d2-e944-4189-8170-d593c8e72026,3,"portfolio_parent_group_name, calendar_quarter, advertiser"
hierarchical,total_advertiser_ty_spend_k,"['news_corp_ty_spend_k', 'youtube_ty_spend_k', 'facebook_ty_spend_k']","The `Total_Advertiser_TY_Spend_K` represents the sum of all `TY_Spend_K` for a given Advertiser, which includes contributions from specific media networks like 'NEWS CORP', 'youtube', and 'facebook'. These are calculated using window functions partitioned by Advertiser.",Total_Advertiser_TY_Spend_K = SUM(NEWS_CORP_TY_Spend_K + Youtube_TY_Spend_K + Facebook_TY_Spend_K + Other_Media_Networks_TY_Spend_K) OVER (PARTITION BY Advertiser),"Allows for a breakdown of an advertiser's total spend by media network, providing insights into channel allocation.","SELECT Advertiser, SUM(NEWS_CORP_TY_Spend_K + Youtube_TY_Spend_K + Facebook_TY_Spend_K) AS sum_specific_networks, Total_Advertiser_TY_Spend_K FROM primary_analysis_sql_cte_output GROUP BY Advertiser, Total_Advertiser_TY_Spend_K HAVING sum_specific_networks <= Total_Advertiser_TY_Spend_K;",strong,medium,32,601ed0d2-e944-4189-8170-d593c8e72026,3,"news_corp_ty_spend_k, youtube_ty_spend_k, facebook_ty_spend_k"
inconsistency,ty_ly_embed,['max_fin_year'],The definition of 'ty' and 'ly' for 'Financial Year' differs between Query 1 and Queries 2/3. Query 1 defines 'ty' as the current financial year and 'ly' as the previous financial year. Queries 2/3 define 'ty' as the previous financial year and 'ly' as the financial year before that.,N/A (logic inconsistency),"This inconsistency can lead to different results for 'This Year' and 'Last Year' spend when comparing different dashboard components, causing confusion and distrust in data.",See `business_rules_sql` for validation.,strong,high,32,601ed0d2-e944-4189-8170-d593c8e72026,1,max_fin_year
dependency,total_revenue_net_by_product_type,"['revenue_net', 'product_type']","Total Revenue Net by Product Type is an aggregation of Revenue Net, grouped by Product Type.",SUM(revenue_net) GROUP BY product_type,Ensures that revenue is correctly attributed to specific product lines.,"SELECT ProductType, SUM(RevenueNet) FROM `ncau-data-newsquery-prd.prstn_advertising.programmatic_60_day_view` GROUP BY ProductType LIMIT 10;",strong,high,33,b15d856f-e3ce-4991-bf2a-92395390524f,2,"revenue_net, product_type"
dependency,transaction_type_category,['transaction_type'],"Transaction Type Category is a derived dimension based on the raw Transaction Type, applying specific business rules.","CASE WHEN (TransactionType IN ('AG', 'PG - CPM', 'PG - CPD')) THEN 'Guaranteed' ... ELSE TransactionType END",Validates that raw transaction types are correctly mapped to their higher-level business categories.,"SELECT TransactionType, CASE WHEN (SAFE_CAST(TransactionType AS STRING) = 'AG' OR SAFE_CAST(TransactionType AS STRING) = 'PG - CPM' OR SAFE_CAST(TransactionType AS STRING) = 'PG - CPD') THEN 'Guaranteed' WHEN (SAFE_CAST(TransactionType AS STRING) = 'Deal' OR SAFE_CAST(TransactionType AS STRING) = 'pmp' OR SAFE_CAST(TransactionType AS STRING) = 'PMP_DEAL' OR SAFE_CAST(TransactionType AS STRING) = 'UFR') THEN 'Deal' WHEN (SAFE_CAST(TransactionType AS STRING) = 'Open Auction' OR SAFE_CAST(TransactionType AS STRING) = 'RTB' OR SAFE_CAST(TransactionType AS STRING) = 'Unknown') THEN 'Open Auction' ELSE SAFE_CAST(TransactionType AS STRING) END AS TransactionTypeCategory FROM `ncau-data-newsquery-prd.prstn_advertising.programmatic_60_day_view` LIMIT 100;",strong,medium,33,b15d856f-e3ce-4991-bf2a-92395390524f,1,transaction_type
dependency,total_revenue_net_by_transaction_type_category,"['revenue_net', 'transaction_type_category']","Total Revenue Net by Transaction Type Category is an aggregation of Revenue Net, grouped by the derived Transaction Type Category.",SUM(revenue_net) GROUP BY transaction_type_category,"Ensures that revenue is correctly attributed to different programmatic deal types (e.g., Guaranteed, Deal, Open Auction).","WITH categorized_data AS (SELECT SAFE_CAST(RevenueNet AS NUMERIC) AS RevenueNet, CASE WHEN (SAFE_CAST(TransactionType AS STRING) = 'AG' OR SAFE_CAST(TransactionType AS STRING) = 'PG - CPM' OR SAFE_CAST(TransactionType AS STRING) = 'PG - CPD') THEN 'Guaranteed' WHEN (SAFE_CAST(TransactionType AS STRING) = 'Deal' OR SAFE_CAST(TransactionType AS STRING) = 'pmp' OR SAFE_CAST(TransactionType AS STRING) = 'PMP_DEAL' OR SAFE_CAST(TransactionType AS STRING) = 'UFR') THEN 'Deal' WHEN (SAFE_CAST(TransactionType AS STRING) = 'Open Auction' OR SAFE_CAST(TransactionType AS STRING) = 'RTB' OR SAFE_CAST(TransactionType AS STRING) = 'Unknown') THEN 'Open Auction' ELSE SAFE_CAST(TransactionType AS STRING) END AS TransactionTypeCategory FROM `ncau-data-newsquery-prd.prstn_advertising.programmatic_60_day_view`) SELECT TransactionTypeCategory, SUM(RevenueNet) FROM categorized_data GROUP BY TransactionTypeCategory LIMIT 10;",strong,high,33,b15d856f-e3ce-4991-bf2a-92395390524f,2,"revenue_net, transaction_type_category"
