metric_id,metric_name,business_description,gcp_project,dataset,table,metric_sql_core,governance_issue,dashboard_id
event_count_ga4_intraday,Event Count (GA4 Intraday),"Counts the total number of raw events recorded in the Google Analytics 4 intraday tables, often filtered by specific event parameters (e.g., 'user_name' key, 'page' event name) and date ranges.",ncau-data-newsquery-prd,analytics_309894138,events_intraday_*,COUNT(1),hardcoded_logic,6c8affc5-3d5f-4481-a0ff-d3f6b4cec4a8
verity2_user_test_entry_count,Verity 2.0 User Test Entry Count,"Counts the number of entries or rows in the 'verity2_user_test' reference data table, which likely contains information about users and their roles or teams for the Verity 2.0 system.",ncau-data-newsquery-prd,sdm_reference_data,verity2_user_test,COUNT(1),none,6c8affc5-3d5f-4481-a0ff-d3f6b4cec4a8
total_daily_subscription_target,Total Daily Subscription Target,"Calculates the sum of 'day_target_by_publication_group' from the 'subscription_targets' reference data, representing the aggregated daily subscription goals, typically filtered by specific publication groups (e.g., 'Business') and target dates.",ncau-data-newsquery-prd,cdm_reference_data,subscription_targets,SUM(day_target_by_publication_group),hardcoded_logic,6c8affc5-3d5f-4481-a0ff-d3f6b4cec4a8
t0_qt_s80li8fjlc,Sum of Daily Target (Live Streams),Calculates the sum of daily targets for publication groups that contain 'Live Streams' in their name. This metric likely represents a target or goal for live stream performance.,ncau-data-newsquery-prd,cdm_reference_data,subscription_targets,SUM(t0.day_target_by_publication_group),"hardcoded_logic, anti_pattern",6575ef79-5264-4580-998a-8150e679f565
t0_qt_p7bnufzu7c,Sum of Daily Target (News Corp Sports Live Streams),Calculates the sum of daily targets specifically for the 'News Corp Sports Live Streams' publication group. This metric likely represents a target or goal for News Corp Sports Live Streams performance.,ncau-data-newsquery-prd,cdm_reference_data,subscription_targets,SUM(t0.day_target_by_publication_group),"hardcoded_logic, anti_pattern",6575ef79-5264-4580-998a-8150e679f565
t0_qt_1fun6ebjlc,Sum of Daily Target (News Corp Sports Live Streams),Calculates the sum of daily targets specifically for the 'News Corp Sports Live Streams' publication group. This metric likely represents a target or goal for News Corp Sports Live Streams performance.,ncau-data-newsquery-prd,cdm_reference_data,subscription_targets,SUM(t0.day_target_by_publication_group),"hardcoded_logic, anti_pattern",6575ef79-5264-4580-998a-8150e679f565
t0_qt_7483gfzu7c,Sum of Daily Target (News Corp Sports Live Streams),Calculates the sum of daily targets specifically for the 'News Corp Sports Live Streams' publication group. This metric likely represents a target or goal for News Corp Sports Live Streams performance.,ncau-data-newsquery-prd,cdm_reference_data,subscription_targets,SUM(t0.day_target_by_publication_group),"hardcoded_logic, anti_pattern",6575ef79-5264-4580-998a-8150e679f565
t0_qt_l7bnufzu7c,Sum of Daily Target (News Corp Sports Live Streams),Calculates the sum of daily targets specifically for the 'News Corp Sports Live Streams' publication group. This metric likely represents a target or goal for News Corp Sports Live Streams performance.,ncau-data-newsquery-prd,cdm_reference_data,subscription_targets,SUM(t0.day_target_by_publication_group),"hardcoded_logic, anti_pattern",6575ef79-5264-4580-998a-8150e679f565
metric_1,Financial Period (FY YY QQ),"A constructed dimension representing the financial period in 'FY YY QQ' format, derived by concatenating 'FY', the last two digits of the financial year, and the financial quarter.",ncau-data-newsquery-prd,prstn_advertising,programmatic_weekly_master,"CONCAT('FY', SUBSTR(SAFE_CAST(t0.financialyear AS STRING), 3, 2), ' ', SAFE_CAST(t0.financialquarter AS STRING))",hardcoded_logic,783f341c-8660-4e90-bab8-9bc860119cf5
metric_2,Deals Revenue Net,"The sum of net revenue, specifically filtered for transactions categorized as 'DEAL', 'UFR', 'PG - CPD', 'PG - CPM', or 'DIRECT'.",ncau-data-newsquery-prd,prstn_advertising,programmatic_weekly_master,SUM(t0.revenuenet),hardcoded_logic,783f341c-8660-4e90-bab8-9bc860119cf5
metric_spv_target_sum_week_20250630,Sum of SPV Target (Week 2025-06-30),"Total sum of the SPV target for the week commencing 2025-06-30 (ending 2025-07-06), grouped by fiscal week, website, and week commencing.",ncau-data-newsquery-prd,cdm_reference_data,spv_weekly_website_tgt,SUM(t0.spv_target),hardcoded_logic,cbed6cf2-50c3-494c-a4be-4d21d6ad9dac
metric_spv_target_sum_week_20250811,Sum of SPV Target (Week 2025-08-11),"Total sum of the SPV target for the week commencing 2025-08-11 (ending 2025-08-17), grouped by fiscal week, website, and week commencing.",ncau-data-newsquery-prd,cdm_reference_data,spv_weekly_website_tgt,SUM(t0.spv_target),hardcoded_logic,cbed6cf2-50c3-494c-a4be-4d21d6ad9dac
metric_1b9efa96_001,Subscribers with 28-Day Activity,"Counts the number of subscribers who had at least one active day within the last 28 days. This metric is derived from 'subscriber_last_28_days_active_days_count' and is filtered for specific customer types ('Consumer'), mastheads ('HS'), and excludes 'Print-only' classifications for a specific report date.",ncau-data-newsquery-prd,asl_audience_insights,subscriber_base_agg,SUM(CASE WHEN t0.subscriber_last_28_days_active_days_count = 0 THEN 0 WHEN t0.subscriber_last_28_days_active_days_count > 0 THEN 1 ELSE 0 END),hardcoded_logic,1b9efa96-31e0-4a43-9f74-c5d0da8c5e42
metric_1b9efa96_002,Total Subscriber Count (Filtered),"Aggregates the total subscriber count. This metric is filtered for specific customer types ('Consumer'), mastheads ('HS'), and excludes 'Print-only' classifications for a specific report date.",ncau-data-newsquery-prd,asl_audience_insights,subscriber_base_agg,SUM(t0.subscriber_count),hardcoded_logic,1b9efa96-31e0-4a43-9f74-c5d0da8c5e42
metric_1b9efa96_003,Total Subscription Acquisition Count (Filtered),Aggregates the count of new subscriptions acquired from detailed subscription records. This metric is filtered for 'subscriber' member types and specific mastheads ('AA') for a specific report date.,ncau-data-newsquery-prd,asl_audience_insights,subscriber_daily_base_movement,SUM(t0_subscription_detail.subscription_acquisition_count),hardcoded_logic,1b9efa96-31e0-4a43-9f74-c5d0da8c5e42
metric_001,"Net Consumer Activity (Standard Paid, Digital, Paying, THINK, 2025-06-06)","The net change in consumer activity (adds minus cancels) for 'Standard Paid' class level 1, non-'Print' delivery medium, paying users ('Y'), from the 'THINK' source system, specifically for June 6, 2025.",ncau-data-newsquery-prd,prstn_consumer_views,v_consumer_activity_daily_summary,SUM(adds - cancels),hardcoded_logic,02e77971-7980-47de-853b-5bc0943a65b1
metric_002,"Record Count (Standard Paid, Digital, Paying, THINK, 2025-06-06)","The total count of records for 'Standard Paid' class level 1, non-'Print' delivery medium, paying users ('Y'), from the 'THINK' source system, specifically for June 6, 2025.",ncau-data-newsquery-prd,prstn_consumer_views,v_consumer_activity_daily_summary,COUNT(1),hardcoded_logic,02e77971-7980-47de-853b-5bc0943a65b1
metric_003,"Total Adds (Standard Paid, Digital, Paying, THINK, 2025-06-06)","The total number of additions in consumer activity for 'Standard Paid' class level 1, non-'Print' delivery medium, paying users ('Y'), from the 'THINK' source system, specifically for June 6, 2025.",ncau-data-newsquery-prd,prstn_consumer_views,v_consumer_activity_daily_summary,SUM(adds),hardcoded_logic,02e77971-7980-47de-853b-5bc0943a65b1
metric_004,"Total Cancels (Standard Paid, Digital, Paying, THINK, 2025-06-06)","The total number of cancellations in consumer activity for 'Standard Paid' class level 1, non-'Print' delivery medium, paying users ('Y'), from the 'THINK' source system, specifically for June 6, 2025.",ncau-data-newsquery-prd,prstn_consumer_views,v_consumer_activity_daily_summary,SUM(cancels),hardcoded_logic,02e77971-7980-47de-853b-5bc0943a65b1
metric_005,"Weekly Active Subscribers (Consumer, Non-Print, TC Masthead, 2025-07-15)","The total subscriber count for 'subscriber' member type, 'Consumer' customer type, non-'Print-only' classification, 'TC' masthead, who were active for 4 weeks in the last 28 days, specifically for July 15, 2025.",ncau-data-newsquery-prd,asl_audience_insights,subscriber_daily_base_movement,SUM(CASE WHEN subscriber_last_28_days_active_weeks_count = 4 THEN subscriber_count ELSE 0 END),hardcoded_logic,02e77971-7980-47de-853b-5bc0943a65b1
metric_006,"Total Subscriber Count (Consumer, Non-Print, TC Masthead, 2025-07-15)","The total subscriber count for 'subscriber' member type, 'Consumer' customer type, non-'Print-only' classification, 'TC' masthead, specifically for July 15, 2025.",ncau-data-newsquery-prd,asl_audience_insights,subscriber_daily_base_movement,SUM(subscriber_count),hardcoded_logic,02e77971-7980-47de-853b-5bc0943a65b1
metric_007,"Net Consumer Activity (Standard Paid, Digital, NT Masthead, 2025-04-06 to 2025-04-12)","The net change in consumer activity (adds minus cancels) for 'Standard Paid' class level 1, non-'Print' delivery medium, specifically for 'NT' masthead, between April 6 and April 12, 2025.",ncau-data-newsquery-prd,prstn_consumer_views,v_consumer_activity_daily_summary,SUM(adds - cancels),hardcoded_logic,02e77971-7980-47de-853b-5bc0943a65b1
collection_record_count_by_ref_article_type_ingest_date_clmn6_selected,"Count of Collection Records by Reference Article ID, Reference Type, and Ingest Date (clmn6_ selected)","This metric represents the count of records from the `collections_dimension_hist` table, grouped by `RefArticleID`, `RefType`, and the `IngestTime` (adjusted by 11 hours and cast to DATE, represented as `clmn6_`). The data is filtered for a specific hardcoded `CollectionID` ('da836743742cbf2daadbbe4a0ca6f530') and a hardcoded date range (June 12-13, 2025) based on `clmn7_`.",ncau-data-newsquery-prd,cdm_content,collections_dimension_hist,COUNT(*),hardcoded_logic,9060d6e1-ee05-438a-9bae-b80814a5e065
collection_record_count_by_ref_article_type_ingest_date_clmn7_selected,"Count of Collection Records by Reference Article ID, Reference Type, and Ingest Date (clmn7_ selected)","This metric represents the count of records from the `collections_dimension_hist` table, grouped by `RefArticleID`, `RefType`, and the `IngestTime` (adjusted by 11 hours and cast to DATE, represented as `clmn7_`). The data is filtered for a specific hardcoded `CollectionID` ('da836743742cbf2daadbbe4a0ca6f530') and a hardcoded date range (June 12-13, 2025) based on `clmn6_`.",ncau-data-newsquery-prd,cdm_content,collections_dimension_hist,COUNT(*),hardcoded_logic,9060d6e1-ee05-438a-9bae-b80814a5e065
financial_short_month_number,Financial Short Month Number,"Represents the numeric order of the financial short month (e.g., 'Jul' -> 1, 'Aug' -> 2, etc.) based on a hardcoded mapping. This metric is used in queries that filter by specific financial years and revenue types/subtypes.",ncau-data-newsquery-prd,asl_finance_derived_archive,adsales_performance_archive_FY25,CASE WHEN (t0.financial_short_month = 'Jul') THEN 1 WHEN (t0.financial_short_month = 'Aug') THEN 2 WHEN (t0.financial_short_month = 'Sep') THEN 3 WHEN (t0.financial_short_month = 'Oct') THEN 4 WHEN (t0.financial_short_month = 'Nov') THEN 5 WHEN (t0.financial_short_month = 'Dec') THEN 6 WHEN (t0.financial_short_month = 'Jan') THEN 7 WHEN (t0.financial_short_month = 'Feb') THEN 8 WHEN (t0.financial_short_month = 'Mar') THEN 9 WHEN (t0.financial_short_month = 'Apr') THEN 10 WHEN (t0.financial_short_month = 'May') THEN 11 WHEN (t0.financial_short_month = 'Jun') THEN 12 ELSE NULL END,"hardcoded_logic, anti_pattern",e0746d13-dad7-4ba1-aabc-d3b8e83cef54
revenue_type,Revenue Type,Categorization of revenue based on its type. This metric is used in queries that filter by specific financial years and revenue group subtypes.,ncau-data-newsquery-prd,asl_finance_derived_archive,adsales_performance_archive_FY25,t0.revenue_type,"hardcoded_logic, anti_pattern",e0746d13-dad7-4ba1-aabc-d3b8e83cef54
min_data_load_timestamp,Minimum Data Load Timestamp,"The earliest timestamp when the data was loaded into the `adsales_performance_archive_FY25` table, truncated to the second.",ncau-data-newsquery-prd,asl_finance_derived_archive,adsales_performance_archive_FY25,"MIN(DATETIME_TRUNC(t0.dw_asl_load_timestamp, SECOND))",anti_pattern,e0746d13-dad7-4ba1-aabc-d3b8e83cef54
metric_001,Sum of Day Target by Publication Group,"The aggregated sum of daily targets for content, categorized by publication group, derived from the subscription targets data.",ncau-data-newsquery-prd,cdm_reference_data,subscription_targets,SUM(t0.day_target_by_publication_group),none,c9529742-6e47-4644-ae3e-87ace36730cc
metric_002,Sum of Day Target by Website,"The aggregated sum of daily targets for content, categorized by website, derived from the subscription targets data.",ncau-data-newsquery-prd,cdm_reference_data,subscription_targets,SUM(t0.day_target_website),none,c9529742-6e47-4644-ae3e-87ace36730cc
metric_001,"Total Wealth Registrations (Australian/Global Syn/Dow Jones) - Aug 4-10, 2025","Counts the total number of registrations from 't_registration_details_snapshot_summary' for the period August 4-10, 2025. This metric specifically filters for content related to 'Wealth' (in category topic path or dominant section) and originating from 'Australian' or 'Global syn' publication groups, or 'Dow Jones' rights source.",ncau-data-newsquery-prd,prstn_verity,t_registration_details_snapshot_summary,COUNT(1),hardcoded_logic,9c92f02-f13b-4c32-a400-90135fdff180
metric_002,"Total Wealth Registrations (The Australian) - Jul 28-Aug 3, 2025","Counts the total number of registrations from 't_registration_details_snapshot_summary' for the period July 28-August 3, 2025. This metric specifically filters for 'The Australian' website and content related to 'Wealth' (in category topic path or dominant section).",ncau-data-newsquery-prd,prstn_verity,t_registration_details_snapshot_summary,COUNT(1),hardcoded_logic,9c92f02-f13b-4c32-a400-90135fdff180
metric_003,"Count of TA Wealth Subscription Target Records - Aug 11-17, 2025","Counts the number of individual target records from 'subscription_targets' for the 'TA Wealth' section team within the week August 11-17, 2025. This metric represents the number of distinct target entries, not the sum of target values, grouped by various target attributes.",ncau-data-newsquery-prd,cdm_reference_data,subscription_targets,COUNT(1),hardcoded_logic,9c92f02-f13b-4c32-a400-90135fdff180
metric_004,"Count of TA Wealth Subscription Target Records - Aug 25-31, 2025","Counts the number of individual target records from 'subscription_targets' for the 'TA Wealth' section team within the week August 25-31, 2025. This metric represents the number of distinct target entries, not the sum of target values, grouped by various target attributes.",ncau-data-newsquery-prd,cdm_reference_data,subscription_targets,COUNT(1),hardcoded_logic,9c92f02-f13b-4c32-a400-90135fdff180
total_pv_count_prd,Count of Total Page Views (Production),"Counts the number of records where TotalPV (Total Page Views) is present, indicating the number of page view events or entries, sourced from the production environment.",ncau-data-newsquery-prd,prstn_verity,t_content_summary,COUNT(TotalPV),none,05edacf6-0910-4e94-bbe4-00ebc469fc80
total_pv_sum_prd,Sum of Total Page Views (Production),"Calculates the sum of all Total Page Views for articles, sourced from the production environment.",ncau-data-newsquery-prd,prstn_verity,t_content_summary,SUM(TotalPV),none,05edacf6-0910-4e94-bbe4-00ebc469fc80
unique_articles_count_prd,Count of Unique Articles (Production),"Counts the number of distinct Article IDs, representing the total count of unique articles, sourced from the production environment.",ncau-data-newsquery-prd,prstn_verity,t_content_summary,COUNT(DISTINCT ArticleID),none,05edacf6-0910-4e94-bbe4-00ebc469fc80
max_article_date_updated_prd,Max Article Date Updated (Production),"Retrieves the latest Article Date Updated from the content summary table in the production environment, indicating the most recent update time for any article.",ncau-data-newsquery-prd,prstn_verity,t_content_summary,MAX(ArticleDateUpdated),none,05edacf6-0910-4e94-bbe4-00ebc469fc80
unique_articles_count_sit,Count of Unique Articles (SIT),"Counts the number of distinct Article IDs, representing the total count of unique articles, sourced from the SIT (System Integration Testing) environment.",ncau-data-newsquery-sit,prstn_verity,t_content_summary,COUNT(DISTINCT ArticleID),none,05edacf6-0910-4e94-bbe4-00ebc469fc80
sum_c_score_target,Total C-Score Target,"The sum of c_score_target values, representing a target score or goal for a specific publication group over a given week.",ncau-data-newsquery-prd,cdm_reference_data,cscore_targets,SUM(c_score_target),hardcoded_logic,f60ad8ef-829d-4363-b705-c60a305ec777
total_monitored_tables_adpoint_externals,Total Monitored Tables (AdPoint/AdvertisingExternals),"Counts the total number of unique tables being monitored for data freshness and row count checks across the 'sdm_adpoint', 'sdm_advertisingexternals', 'cdm_adpoint', and 'cdm_advertisingexternals' datasets. This metric represents the total scope of data sources under health monitoring in these specific domains.",ncau-data-newsquery-prd,"sdm_adpoint, sdm_advertisingexternals, cdm_adpoint, cdm_advertisingexternals",INFORMATION_SCHEMA.PARTITIONS,COUNT(table_name),hardcoded_logic,a5ab7569-238a-4229-a402-868a12d75088
success_non_critical_tables_adpoint_externals,Successful/Non-Critical Tables (AdPoint/AdvertisingExternals),"Counts the number of tables whose 'overall_status' is either 'Success' or an empty string (''), indicating they meet the defined freshness and data presence criteria or are explicitly marked as non-critical/non-actionable based on the embedded business rules. This metric reflects the health status of monitored tables.",ncau-data-newsquery-prd,"sdm_adpoint, sdm_advertisingexternals, cdm_adpoint, cdm_advertisingexternals",INFORMATION_SCHEMA.PARTITIONS,"COUNT(CASE WHEN overall_status IN ('Success', '') THEN table_name ELSE NULL END)",hardcoded_logic,a5ab7569-238a-4229-a402-868a12d75088
list_monitored_tables_sfnca,List of Monitored Tables (SFNCA),Provides a distinct list of table names being monitored for data freshness and row count checks within the 'sdm_sfnca' dataset. This is likely used as a dimension to display individual table statuses or for filtering purposes.,ncau-data-newsquery-prd,sdm_sfnca,INFORMATION_SCHEMA.PARTITIONS,table_name,hardcoded_logic,a5ab7569-238a-4229-a402-868a12d75088
total_listens,Total Listens,"The total number of times audio content was listened to, aggregated from the 'listens' column.",ncau-data-newsquery-prd,bdm_content_interaction,article_voice_engagement_metrics,SUM(listens),none,811bb139-3da6-4fa5-8ddc-4b9f263cb1d5
unique_articles_listened_to,Unique Articles Listened To,"The count of distinct articles that had audio content listened to, based on 'source_article_id'.",ncau-data-newsquery-prd,bdm_content_interaction,article_voice_engagement_metrics,COUNT(DISTINCT source_article_id),none,811bb139-3da6-4fa5-8ddc-4b9f263cb1d5
total_unique_listeners_other_pubs,Total Unique Listeners (Other Publication Groups),The total number of unique listeners for articles belonging to publication groups categorized as 'Other' based on a hardcoded mapping logic.,ncau-data-newsquery-prd,bdm_content_interaction,article_voice_engagement_metrics,SUM(unique_listeners) WHERE (CASE WHEN (source_article_publicationgroup = 'True Crime Australia') THEN 'Other' WHEN (source_article_publicationgroup = 'Escape Australia') THEN 'FNL' WHEN (source_article_publicationgroup = 'news.com.au') THEN 'FNL' WHEN (source_article_publicationgroup = 'Vogue Australia') THEN 'TAP' WHEN (source_article_publicationgroup = 'Vogue Living') THEN 'TAP' WHEN (source_article_publicationgroup = 'The Australian') THEN 'TAP' WHEN (source_article_publicationgroup = 'CODE Sports') THEN 'S&C' WHEN (source_article_publicationgroup = 'Browny\'s Podcast') THEN 'Other' WHEN (source_article_publicationgroup = 'News Corp Australia') THEN 'FNL' WHEN (source_article_publicationgroup = 'Body+Soul') THEN 'FNL' WHEN (source_article_publicationgroup = 'The Daily Telegraph') THEN 'S&C' WHEN (source_article_publicationgroup = 'Herald Sun') THEN 'S&C' WHEN (source_article_publicationgroup = 'Kidspot') THEN 'FNL' WHEN (source_article_publicationgroup = 'Australia\'s Best Recipes') THEN 'FNL' WHEN (source_article_publicationgroup = 'The Advertiser') THEN 'S&C' WHEN (source_article_publicationgroup = 'The Newsroom Explains') THEN 'Other' WHEN (source_article_publicationgroup = 'delicious. Australia') THEN 'S&C' WHEN (source_article_publicationgroup = 'taste.com.au') THEN 'FNL' WHEN (source_article_publicationgroup = 'Courier Mail') THEN 'S&C' WHEN (source_article_publicationgroup = 'GQ Australia') THEN 'TAP' ELSE 'Other' END) = 'Other',hardcoded_logic,811bb139-3da6-4fa5-8ddc-4b9f263cb1d5
sum_active_subscribers,Sum of Active Subscribers,"Calculates the sum of active subscribers, specifically filtered for 'subscriber' member type, 'Consumer' customer type, and 'Y' (paying) flag. This metric is used to track the total active paying consumer subscribers on a specific report date.",ncau-data-newsquery-prd,asl_audience_insights,subscriber_base_agg,SUM(t0.active_subscriber_count),hardcoded_logic,76614538-e13f-4fd7-b6f2-f23a1ce65e1b
count_member_types,Count of Member Types,"Counts the total number of records from the daily subscriber base movement table, typically grouped by member type. This metric provides insights into the volume and distribution of different member types.",ncau-data-newsquery-prd,asl_audience_insights,subscriber_daily_base_movement,COUNT(1),none,76614538-e13f-4fd7-b6f2-f23a1ce65e1b
metric_001,Video Content Starts Sum,"Total sum of content starts for video views, indicating engagement with video content.",ncau-data-newsquery-prd,prstn_content_interaction,ktv_video_views,SUM(content_starts),hardcoded_logic,40ca2397-e61c-42bd-874c-ea7be0681a4b
metric_002,Article Content Starts Sum,"Total sum of content starts for articles, indicating initial engagement with article content.",ncau-data-newsquery-prd,prstn_content_interaction,ktv_articles_traffic_summary,SUM(content_starts),hardcoded_logic,40ca2397-e61c-42bd-874c-ea7be0681a4b
metric_003,Article Content Time Spent Sum,"Total sum of time spent by users on articles, indicating depth of engagement.",ncau-data-newsquery-prd,prstn_content_interaction,ktv_articles_traffic_summary,SUM(content_time_spent),hardcoded_logic,40ca2397-e61c-42bd-874c-ea7be0681a4b
metric_004,Article Total Page Views Sum,"Total sum of all page views for articles, including both subscriber and non-subscriber views.",ncau-data-newsquery-prd,prstn_content_interaction,ktv_articles_traffic_summary,SUM(total_pvs),hardcoded_logic,40ca2397-e61c-42bd-874c-ea7be0681a4b
metric_005,Article Subscriber Page Views Sum,"Total sum of page views specifically from subscribers for articles, indicating subscriber engagement.",ncau-data-newsquery-prd,prstn_content_interaction,ktv_articles_traffic_summary,SUM(subs_pvs),hardcoded_logic,40ca2397-e61c-42bd-874c-ea7be0681a4b
metric_006,Article Unique Subscriber Page Views Sum,"Total sum of unique page views from subscribers for articles, counting each subscriber's view once per article.",ncau-data-newsquery-prd,prstn_content_interaction,ktv_articles_traffic_summary,SUM(unique_subs_pvs),hardcoded_logic,40ca2397-e61c-42bd-874c-ea7be0681a4b
t0_qt_61faq6u1jd,t0_qt_61faq6u1jd,Count of unique contact IDs from the Plus Rewards program.,ncau-data-newsquery-prd,sdm_rewards,plus_rewards,COUNT(DISTINCT contact_id),anti_pattern,5d551155-3caa-466b-a1ef-01d0cfa95966
t0_qt_rh2ojfy2jd,t0_qt_rh2ojfy2jd,Count of unique contact IDs from the Plus Rewards program.,ncau-data-newsquery-prd,sdm_rewards,plus_rewards,COUNT(DISTINCT contact_id),anti_pattern,5d551155-3caa-466b-a1ef-01d0cfa95966
t0_qt_zqzw8ey2jd,t0_qt_zqzw8ey2jd,Count of unique contact IDs from the Plus Rewards program.,ncau-data-newsquery-prd,sdm_rewards,plus_rewards,COUNT(DISTINCT contact_id),anti_pattern,5d551155-3caa-466b-a1ef-01d0cfa95966
metric_1,ArticleDominantSection1,"Represents the primary dominant section associated with an article, often used as a dimension or for counting related records.",ncau-data-newsquery-prd,prstn_verity,t_registration_details_snapshot_summary,t0.ArticleDominantSection1,none,35de2eed-9c03-48a7-8cef-50e2ea1e1235
metric_2,ArticleID,"Unique identifier for an article, typically used for distinct counts or as a key.",ncau-data-newsquery-prd,prstn_verity,t_registration_details_snapshot_summary,t0.ArticleID,none,35de2eed-9c03-48a7-8cef-50e2ea1e1235
metric_3,categorytopic_path,"A hierarchical path or string indicating the category and topic of an article, often used for filtering or grouping.",ncau-data-newsquery-prd,prstn_verity,t_registration_details_snapshot_summary,t0.categorytopic_path,none,35de2eed-9c03-48a7-8cef-50e2ea1e1235
metric_4,Total Record Count (Filtered),"A count of records from the registration details snapshot, specifically filtered by a hardcoded date range (Jan 1, 2025 to Apr 11, 2025), content related to 'federal-election' across multiple article sections/topics, and a predefined list of specific news websites (e.g., Courier, Telegraph, Herald).",ncau-data-newsquery-prd,prstn_verity,t_registration_details_snapshot_summary,COUNT(1),hardcoded_logic,35de2eed-9c03-48a7-8cef-50e2ea1e1235
total_acquisitions,Total Acquisitions,"The total count of subscription movements identified as 'acquisition' for specific 'Mindgames' rate plans. This metric is derived from summing the 'subscription_movement_count' column after applying specific filters for movement type, date range, and product rate plan codes.",ncau-data-newsquery-prd,prstn_consumer_views,v_subscription_movement,SUM(subscription_movement_count),hardcoded_logic,1184f09d-0506-4e10-aa79-b2cc9612feec
count_acquisition_detail_rows,Count of Acquisition Detail Rows,"The number of unique combinations of dimensions (e.g., fiscal year, fiscal week, report date, rate plan, offer category, source channel, etc.) that resulted in an acquisition, after applying the base acquisition filters. This metric represents the granularity or number of distinct data points contributing to the acquisition data, rather than the sum of acquisitions itself.",ncau-data-newsquery-prd,prstn_consumer_views,v_subscription_movement,COUNT(1),hardcoded_logic,1184f09d-0506-4e10-aa79-b2cc9612feec
cscore_target_sum_20250804_20250810,"C-Score Target Sum (Aug 4-10, 2025)","Calculated sum of c_score_target values, representing a key performance indicator or target score for the specified week.",ncau-data-newsquery-prd,cdm_reference_data,cscore_targets,SUM(c_score_target),hardcoded_logic,c22e86d8-835d-4a68-8c10-5d131e225e6b
cscore_target_sum_20250519_20250525,"C-Score Target Sum (May 19-25, 2025)","Calculated sum of c_score_target values, representing a key performance indicator or target score for the specified week.",ncau-data-newsquery-prd,cdm_reference_data,cscore_targets,SUM(c_score_target),hardcoded_logic,c22e86d8-835d-4a68-8c10-5d131e225e6b
metric_001,Record Count (Implicit),Counts the total number of records (likely acquisitions) after applying all specified filters and dimensions. This is an implicit count often used by Looker Studio to represent the number of rows matching the criteria.,ncau-data-newsquery-prd,asl_finance_derived,acquisitions_cancellations_movements,COUNT(1),anti_pattern,4d22b4c2-4bb3-49db-a0c1-4d46d4fba101
metric_002,Reactivation 30-Day Acquisition Count,The sum of acquisitions that are reactivations within a 30-day period.,ncau-data-newsquery-prd,asl_finance_derived,acquisitions_cancellations_movements,SUM(t0.reactivation_30day_acquisition_count),none,4d22b4c2-4bb3-49db-a0c1-4d46d4fba101
metric_003,Free-to-Paid Conversion Count,The sum of conversions from free subscriptions or trials to paid subscriptions.,ncau-data-newsquery-prd,asl_finance_derived,acquisitions_cancellations_movements,SUM(t0.free_to_paid_conversion_count),none,4d22b4c2-4bb3-49db-a0c1-4d46d4fba101
metric_004,Switch Acquisition Count,"The sum of acquisitions that resulted from a subscription switch (e.g., plan change, product change).",ncau-data-newsquery-prd,asl_finance_derived,acquisitions_cancellations_movements,SUM(t0.switch_acquisition_count),none,4d22b4c2-4bb3-49db-a0c1-4d46d4fba101
metric_005,Acquisition Count,The total sum of all acquisition events.,ncau-data-newsquery-prd,asl_finance_derived,acquisitions_cancellations_movements,SUM(t0.acquisition_count),none,4d22b4c2-4bb3-49db-a0c1-4d46d4fba101
governance_issue_001,Hardcoded Logic in Dimension Transformation,"Extensive use of hardcoded string values within complex CASE WHEN statements to transform raw source columns (e.g., 'sold_in_source_code', 'masthead', 'classification_level_2', 'delivery_medium_type') into new categorical dimensions. This logic is embedded directly in the SQL queries.",ncau-data-newsquery-prd,asl_finance_derived,acquisitions_cancellations_movements,N/A (applies to multiple CASE WHEN expressions),hardcoded_logic,4d22b4c2-4bb3-49db-a0c1-4d46d4fba101
governance_issue_002,Hardcoded Filter Values,"Specific filter values (e.g., 'fy_year IN (2025)', 'Digital Subscriptions', 'The Australian and Prestige', 'B2C', 'Exclude', 'op', 'IS NULL') are hardcoded directly into the WHERE clauses of the queries. This limits flexibility and reusability.",ncau-data-newsquery-prd,asl_finance_derived,acquisitions_cancellations_movements,N/A (applies to multiple WHERE clause conditions),hardcoded_logic,4d22b4c2-4bb3-49db-a0c1-4d46d4fba101
governance_issue_003,Deeply Nested Subqueries,"The SQL queries exhibit multiple layers of nested subqueries, which is a common pattern generated by Looker Studio. This structure significantly reduces readability, makes debugging challenging, and can sometimes impact query performance or maintainability.",ncau-data-newsquery-prd,asl_finance_derived,acquisitions_cancellations_movements,N/A (applies to overall query structure),anti_pattern,4d22b4c2-4bb3-49db-a0c1-4d46d4fba101
metric_1,Daily Active Subscriber Count (28 days),Total subscriber count for subscribers who were active 28 days in the last 28 days. This metric filters for subscribers with exactly 28 active days in the last 28-day period.,ncau-data-newsquery-prd,asl_audience_insights,subscriber_daily_base_movement,SUM(CASE WHEN t0.subscriber_last_28_days_active_days = 28 THEN t0.subscriber_count ELSE 0 END),hardcoded_logic,59390a9a-e996-46b9-8151-cada4cafef65
metric_2,Total Subscriber Count,The raw total count of subscribers from the daily base movement table.,ncau-data-newsquery-prd,asl_audience_insights,subscriber_daily_base_movement,SUM(t0.subscriber_count),none,59390a9a-e996-46b9-8151-cada4cafef65
